customer_id,days_as_customer,total_transactions,total_spent,days_since_last_purchase,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_bin_equal,spend_tier_quantile,recency_score,frequency_score,monetary_score,rfm_score
1331,726,33,1183.87,214,1.36,35.87,48.92,low,tier_1,3,2,1,6
1332,1038,6,4885.85,59,0.17,814.31,141.21,low,tier_2,5,1,3,9
1333,123,88,9206.96,132,21.46,104.62,2245.6,high,tier_4,4,4,5,13
1334,987,19,5231.64,104,0.58,275.35,159.02,low,tier_3,4,1,3,8
1335,1041,80,6184.17,195,2.31,77.3,178.22,medium,tier_3,3,4,4,11
1336,482,40,1608.55,157,2.49,40.21,100.12,medium,tier_1,3,2,1,6
1337,941,92,485.17,98,2.93,5.27,15.47,medium,tier_1,4,4,1,9
1338,247,97,1152.54,226,11.78,11.88,139.98,high,tier_1,2,5,1,8
1339,503,59,6005.39,205,3.52,101.79,358.17,medium,tier_3,3,3,4,10
1340,461,59,995.37,79,3.84,16.87,64.77,medium,tier_1,4,3,1,8
1341,370,48,3791.13,124,3.89,78.98,307.39,medium,tier_2,4,3,2,9
1342,580,41,5523.41,218,2.12,134.72,285.69,medium,tier_3,2,2,3,7
1343,386,13,3917.1,4,1.01,301.32,304.44,low,tier_2,5,1,2,8
1344,52,107,1678.65,90,61.73,15.69,968.45,high,tier_1,4,5,1,10
1345,551,45,2774.22,104,2.45,61.65,151.05,medium,tier_2,4,2,2,8
1346,831,89,9286.76,119,3.21,104.35,335.26,medium,tier_4,4,4,5,13
1347,791,53,6776.02,133,2.01,127.85,256.99,medium,tier_3,4,3,4,11
1348,471,42,4985.68,312,2.68,118.71,317.56,medium,tier_3,1,2,3,6
1349,798,100,176.51,96,3.76,1.77,6.64,medium,tier_1,4,5,1,10
1350,1045,63,9924.53,331,1.81,157.53,284.91,low,tier_4,1,3,5,9
1351,545,27,6730.98,143,1.49,249.3,370.51,low,tier_3,3,2,4,9
1352,1069,38,3203.38,288,1.07,84.3,89.9,low,tier_2,2,2,2,6
1353,821,60,8798.72,28,2.19,146.65,321.51,medium,tier_4,5,3,5,13
1354,365,7,2621.39,278,0.58,374.48,215.46,low,tier_2,2,1,2,5
1355,287,5,5462.96,233,0.52,1092.59,571.04,low,tier_3,2,1,3,6
1356,526,107,6378.9,17,6.1,59.62,363.82,medium,tier_3,5,5,4,14
1357,925,45,2249.58,59,1.46,49.99,72.96,low,tier_1,5,2,2,9
1358,189,58,9785.05,90,9.21,168.71,1553.18,medium,tier_4,4,3,5,12
1359,881,115,7494.51,199,3.92,65.17,255.2,medium,tier_4,3,5,4,12
1360,719,31,5600.24,362,1.29,180.65,233.67,low,tier_3,1,2,3,6
1361,409,23,1846.92,26,1.69,80.3,135.47,low,tier_1,5,1,1,7
1362,986,42,585.89,25,1.28,13.95,17.83,low,tier_1,5,2,1,8
1363,720,10,3234.6,301,0.42,323.46,134.78,low,tier_2,1,1,2,4
1364,314,32,7544.21,339,3.06,235.76,720.78,medium,tier_4,1,2,4,7
1365,426,107,2729.85,267,7.54,25.51,192.24,medium,tier_2,2,5,2,9
1366,41,53,5418.58,181,38.78,102.24,3964.81,high,tier_3,3,3,3,9
1367,528,30,7293.07,360,1.7,243.1,414.38,low,tier_3,1,2,4,7
1368,783,39,1124.04,68,1.49,28.82,43.07,low,tier_1,5,2,1,8
1369,64,31,6868.72,351,14.53,221.57,3219.71,high,tier_3,1,2,4,7
1370,756,82,964.12,321,3.25,11.76,38.26,medium,tier_1,1,4,1,6
1371,878,100,9653.04,49,3.42,96.53,329.83,medium,tier_4,5,5,5,15
1372,119,2,4909.52,175,0.5,2454.76,1237.69,low,tier_2,3,1,3,7
1373,805,78,1549.23,52,2.91,19.86,57.74,medium,tier_1,5,4,1,10
1374,634,77,3456.72,102,3.64,44.89,163.57,medium,tier_2,4,4,2,10
1375,999,93,4163.49,216,2.79,44.77,125.03,medium,tier_2,2,4,3,9
1376,1051,12,7593.94,188,0.34,632.83,216.76,low,tier_4,3,1,4,8
1377,447,39,7447.07,57,2.62,190.95,499.8,medium,tier_3,5,2,4,11
1378,144,66,6138.81,47,13.75,93.01,1278.92,high,tier_3,5,3,4,12
1379,646,96,1104.01,159,4.46,11.5,51.27,medium,tier_1,3,4,1,8
1380,855,13,1558.12,174,0.46,119.86,54.67,low,tier_1,3,1,1,5
1381,442,46,982.88,242,3.12,21.37,66.71,medium,tier_1,2,2,1,5
1382,758,27,5792.87,282,1.07,214.55,229.27,low,tier_3,2,2,3,7
1383,1050,113,8777.53,241,3.23,77.68,250.79,medium,tier_4,2,5,5,12
1384,790,105,4366.32,5,3.99,41.58,165.81,medium,tier_2,5,5,3,13
1385,705,17,1650.44,84,0.72,97.08,70.23,low,tier_1,4,1,1,6
1386,486,104,5602.52,308,6.42,53.87,345.83,medium,tier_3,1,5,3,9
1387,949,95,8126.93,361,3.0,85.55,256.91,medium,tier_4,1,4,5,10
1388,221,98,7430.04,248,13.3,75.82,1008.6,high,tier_3,2,5,4,11
1389,768,60,8820.44,54,2.34,147.01,344.55,medium,tier_4,5,3,5,13
1390,1007,64,2815.13,161,1.91,43.99,83.87,low,tier_2,3,3,2,8
1391,1038,88,1979.84,226,2.54,22.5,57.22,medium,tier_1,2,4,2,8
1392,125,109,8804.17,15,26.16,80.77,2113.0,high,tier_4,5,5,5,15
1393,692,35,6592.73,224,1.52,188.36,285.81,low,tier_3,2,2,4,8
1394,66,112,3143.74,61,50.91,28.07,1428.97,high,tier_2,5,5,2,12
1395,308,70,7436.36,122,6.82,106.23,724.32,medium,tier_3,4,3,4,11
1396,246,83,8160.43,277,10.12,98.32,995.17,high,tier_4,2,4,5,11
1397,896,30,6169.03,46,1.0,205.63,206.55,low,tier_3,5,2,4,11
1398,902,71,6894.45,294,2.36,97.1,229.31,medium,tier_3,1,3,4,8
1399,91,74,3783.84,62,24.4,51.13,1247.42,high,tier_2,5,4,2,11
1400,625,105,5410.02,86,5.04,51.52,259.68,medium,tier_3,4,5,3,12
1401,758,96,5265.38,210,3.8,54.85,208.39,medium,tier_3,3,4,3,10
1402,426,98,8488.08,78,6.9,86.61,597.75,medium,tier_4,4,5,5,14
1403,728,63,8407.64,202,2.6,133.45,346.47,medium,tier_4,3,3,5,11
1404,1072,28,8335.17,302,0.78,297.68,233.26,low,tier_4,1,2,5,8
1405,206,60,159.76,223,8.74,2.66,23.27,medium,tier_1,2,3,1,6
1406,425,79,7507.98,222,5.58,95.04,529.98,medium,tier_4,2,4,4,10
1407,474,94,7598.83,3,5.95,80.84,480.94,medium,tier_4,5,4,4,13
1408,105,37,6799.87,6,10.57,183.78,1942.82,high,tier_3,5,2,4,11
1409,294,93,7574.83,93,9.49,81.45,772.94,medium,tier_4,4,4,4,12
1410,484,22,8427.61,8,1.36,383.07,522.37,low,tier_4,5,1,5,11
1411,747,68,4729.67,235,2.73,69.55,189.95,medium,tier_2,2,3,3,8
1412,764,20,5045.4,108,0.79,252.27,198.12,low,tier_3,4,1,3,8
1413,880,96,1290.9,161,3.27,13.45,44.01,medium,tier_1,3,4,1,8
1414,173,100,3884.49,209,17.34,38.84,673.61,high,tier_2,3,5,2,10
1415,914,114,6451.48,240,3.74,56.59,211.76,medium,tier_3,2,5,4,11
1416,425,68,7814.98,331,4.8,114.93,551.65,medium,tier_4,1,3,4,8
1417,1078,91,2211.23,333,2.53,24.3,61.54,medium,tier_1,1,4,2,7
1418,977,64,1421.34,50,1.97,22.21,43.64,low,tier_1,5,3,1,9
1419,920,17,6647.27,11,0.55,391.02,216.76,low,tier_3,5,1,4,10
1420,598,12,68.7,351,0.6,5.72,3.45,low,tier_1,1,1,1,3
1421,1092,22,1824.81,156,0.6,82.95,50.13,low,tier_1,3,1,1,5
1422,138,17,339.26,70,3.7,19.96,73.75,medium,tier_1,4,1,1,6
1423,964,10,1710.51,169,0.31,171.05,53.23,low,tier_1,3,1,1,5
1424,427,118,1854.13,272,8.29,15.71,130.27,medium,tier_1,2,5,1,8
1425,663,65,3907.35,68,2.94,60.11,176.8,medium,tier_2,5,3,2,10
1426,762,22,4053.15,355,0.87,184.23,159.57,low,tier_2,1,1,3,5
1427,264,90,8748.91,252,10.23,97.21,994.19,high,tier_4,2,4,5,11
1428,687,82,5125.59,48,3.58,62.51,223.82,medium,tier_3,5,4,3,12
1429,780,50,7247.88,184,1.92,144.96,278.76,low,tier_3,3,3,4,10
1430,617,14,1086.17,320,0.68,77.58,52.81,low,tier_1,1,1,1,3
1431,1062,64,2293.12,187,1.81,35.83,64.78,low,tier_1,3,3,2,8
1432,983,47,7044.29,90,1.43,149.88,214.98,low,tier_3,4,2,4,10
1433,521,29,575.4,332,1.67,19.84,33.13,low,tier_1,1,2,1,4
1434,942,76,4891.65,139,2.42,64.36,155.79,medium,tier_2,4,4,3,11
1435,199,36,6013.72,357,5.43,167.05,906.59,medium,tier_3,1,2,4,7
1436,975,99,6041.35,89,3.05,61.02,185.89,medium,tier_3,4,5,4,13
1437,824,52,278.18,274,1.89,5.35,10.13,low,tier_1,2,3,1,6
1438,663,76,3254.97,19,3.44,42.83,147.28,medium,tier_2,5,4,2,11
1439,58,7,6383.08,311,3.62,911.87,3301.59,medium,tier_3,1,1,4,6
1440,368,29,1532.55,358,2.36,52.85,124.94,medium,tier_1,1,2,1,4
1441,529,11,6969.39,154,0.62,633.58,395.24,low,tier_3,3,1,4,8
1442,540,33,7471.96,260,1.83,226.42,415.11,low,tier_4,2,2,4,8
1443,246,6,9820.59,108,0.73,1636.76,1197.63,low,tier_4,4,1,5,10
1444,474,111,2137.93,285,7.03,19.26,135.31,medium,tier_1,2,5,2,9
1445,905,79,8260.05,59,2.62,104.56,273.81,medium,tier_4,5,4,5,14
1446,196,32,5226.95,125,4.9,163.34,800.04,medium,tier_3,4,2,3,9
1447,120,51,3765.95,354,12.75,73.84,941.49,high,tier_2,1,3,2,6
1448,743,75,1267.65,273,3.03,16.9,51.18,medium,tier_1,2,4,1,7
1449,68,58,7368.28,107,25.59,127.04,3250.71,high,tier_3,4,3,4,11
1450,202,87,2396.78,299,12.92,27.55,355.96,high,tier_2,1,4,2,7
1451,682,26,3745.65,245,1.14,144.06,164.76,low,tier_2,2,2,2,6
1452,783,98,672.3,336,3.75,6.86,25.76,medium,tier_1,1,5,1,7
1453,505,46,8023.6,247,2.73,174.43,476.65,medium,tier_4,2,2,5,9
1454,485,98,7677.56,8,6.06,78.34,474.9,medium,tier_4,5,5,4,14
1455,858,29,7349.48,141,1.01,253.43,256.97,low,tier_3,3,2,4,9
1456,924,4,3029.46,362,0.13,757.36,98.36,low,tier_2,1,1,2,4
1457,1054,81,1776.13,8,2.31,21.93,50.55,medium,tier_1,5,4,1,10
1458,416,99,6393.65,352,7.14,64.58,461.08,medium,tier_3,1,5,4,10
1459,377,13,4986.86,94,1.03,383.6,396.83,low,tier_3,4,1,3,8
1460,219,105,1823.61,321,14.38,17.37,249.81,high,tier_1,1,5,1,7
1461,534,39,6874.82,39,2.19,176.28,386.23,medium,tier_3,5,2,4,11
1462,853,15,9911.71,81,0.53,660.78,348.59,low,tier_4,4,1,5,10
1463,958,119,7484.83,187,3.73,62.9,234.39,medium,tier_4,3,5,4,12
1464,963,29,7412.86,84,0.9,255.62,230.93,low,tier_3,4,2,4,10
1465,163,29,9505.61,88,5.34,327.78,1749.5,medium,tier_4,4,2,5,11
1466,87,75,2069.22,242,25.86,27.59,713.52,high,tier_1,2,4,2,8
1467,714,116,5677.22,342,4.87,48.94,238.54,medium,tier_3,1,5,3,9
1468,701,32,9797.48,93,1.37,306.17,419.29,low,tier_4,4,2,5,11
1469,202,2,1694.68,86,0.3,847.34,251.69,low,tier_1,4,1,1,6
1470,844,47,7017.51,44,1.67,149.31,249.44,low,tier_3,5,2,4,11
1471,109,78,5878.81,137,21.47,75.37,1618.02,high,tier_3,4,4,3,11
1472,915,84,5885.47,74,2.75,70.07,192.97,medium,tier_3,4,4,3,11
1473,232,22,6991.82,36,2.84,317.81,904.11,medium,tier_3,5,1,4,10
1474,793,75,9299.69,101,2.84,124.0,351.82,medium,tier_4,4,4,5,13
1475,76,27,7836.69,156,10.66,290.25,3093.43,high,tier_4,3,2,4,9
1476,685,67,608.55,255,2.93,9.08,26.65,medium,tier_1,2,3,1,6
1477,500,81,8534.64,171,4.86,105.37,512.08,medium,tier_4,3,4,5,12
1478,1000,108,2294.14,216,3.24,21.24,68.82,medium,tier_1,2,5,2,9
1479,1065,56,3800.3,170,1.58,67.86,107.05,low,tier_2,3,3,2,8
1480,765,92,4644.24,252,3.61,50.48,182.13,medium,tier_2,2,4,3,9
1481,813,93,4835.01,360,3.43,51.99,178.41,medium,tier_2,1,4,3,8
1482,997,21,4380.04,322,0.63,208.57,131.8,low,tier_2,1,1,3,5
1483,387,47,9376.67,55,3.64,199.5,726.87,medium,tier_4,5,2,5,12
1484,1001,80,7074.89,91,2.4,88.44,212.03,medium,tier_3,4,4,4,12
1485,697,101,6330.15,278,4.35,62.67,272.46,medium,tier_3,2,5,4,11
1486,402,59,545.93,101,4.4,9.25,40.74,medium,tier_1,4,3,1,8
1487,1061,84,9043.94,155,2.38,107.67,255.72,medium,tier_4,3,4,5,12
1488,705,6,9098.43,349,0.26,1516.4,387.17,low,tier_4,1,1,5,7
1489,119,19,7813.12,364,4.79,411.22,1969.69,medium,tier_4,1,1,4,6
1490,727,57,119.94,141,2.35,2.1,4.95,medium,tier_1,3,3,1,7
1491,569,69,619.94,173,3.64,8.98,32.69,medium,tier_1,3,3,1,7
1492,761,3,2290.98,10,0.12,763.66,90.31,low,tier_1,5,1,2,8
1493,898,1,1356.93,228,0.03,1356.93,45.33,low,tier_1,2,1,1,4
1494,70,58,4018.42,265,24.86,69.28,1722.18,high,tier_2,2,3,3,8
1495,769,38,9230.1,248,1.48,242.9,360.08,low,tier_4,2,2,5,9
1496,531,15,4747.0,247,0.85,316.47,268.19,low,tier_2,2,1,3,6
1497,988,34,183.36,155,1.03,5.39,5.57,low,tier_1,3,2,1,6
1498,958,61,2863.32,34,1.91,46.94,89.67,low,tier_2,5,3,2,10
1499,490,35,493.72,129,2.14,14.11,30.23,medium,tier_1,4,2,1,7
1500,761,64,411.06,160,2.52,6.42,16.2,medium,tier_1,3,3,1,7
1501,781,113,2793.41,89,4.34,24.72,107.3,medium,tier_2,4,5,2,11
1502,954,25,2792.34,93,0.79,111.69,87.81,low,tier_2,4,2,2,8
1503,938,24,7881.91,327,0.77,328.41,252.09,low,tier_4,1,1,4,6
1504,419,12,9749.6,241,0.86,812.47,698.06,low,tier_4,2,1,5,8
1505,912,18,3743.51,323,0.59,207.97,123.14,low,tier_2,1,1,2,4
1506,285,15,4317.42,117,1.58,287.83,454.47,low,tier_2,4,1,3,8
1507,738,108,8455.65,94,4.39,78.29,343.73,medium,tier_4,4,5,5,14
1508,479,80,2717.98,163,5.01,33.97,170.23,medium,tier_2,3,4,2,9
1509,39,27,1606.0,99,20.77,59.48,1235.38,high,tier_1,4,2,1,7
1510,853,72,8538.24,113,2.53,118.59,300.29,medium,tier_4,4,3,5,12
1511,827,60,512.68,359,2.18,8.54,18.6,medium,tier_1,1,3,1,5
1512,906,46,6216.01,91,1.52,135.13,205.83,low,tier_3,4,2,4,10
1513,1058,89,5641.83,346,2.52,63.39,159.98,medium,tier_3,1,4,3,8
1514,1045,17,3491.91,206,0.49,205.41,100.25,low,tier_2,3,1,2,6
1515,403,93,3186.14,17,6.92,34.26,237.18,medium,tier_2,5,4,2,11
1516,175,53,7729.98,274,9.09,145.85,1325.14,medium,tier_4,2,3,4,9
1517,253,8,909.92,173,0.95,113.74,107.9,low,tier_1,3,1,1,5
1518,206,79,2406.0,116,11.5,30.46,350.39,high,tier_2,4,4,2,10
1519,882,27,7337.86,349,0.92,271.77,249.59,low,tier_3,1,2,4,7
1520,92,46,5505.79,181,15.0,119.69,1795.37,high,tier_3,3,2,3,8
1521,856,50,1323.48,91,1.75,26.47,46.38,low,tier_1,4,3,1,8
1522,824,116,8827.25,82,4.22,76.1,321.38,medium,tier_4,4,5,5,14
1523,718,71,3964.81,324,2.97,55.84,165.66,medium,tier_2,1,3,3,7
1524,134,3,8287.29,114,0.67,2762.43,1855.36,low,tier_4,4,1,5,10
1525,540,93,7887.74,257,5.17,84.81,438.21,medium,tier_4,2,4,4,10
1526,414,64,6263.03,58,4.64,97.86,453.84,medium,tier_3,5,3,4,12
1527,434,44,4970.09,154,3.04,112.96,343.55,medium,tier_3,3,2,3,8
1528,852,53,9796.53,116,1.87,184.84,344.95,low,tier_4,4,3,5,12
1529,547,24,1492.4,343,1.32,62.18,81.85,low,tier_1,1,1,1,3
1530,505,60,7265.3,266,3.56,121.09,431.6,medium,tier_3,2,3,4,9
1531,738,3,1952.35,315,0.12,650.78,79.36,low,tier_1,1,1,2,4
1532,800,20,3415.72,203,0.75,170.79,128.09,low,tier_2,3,1,2,6
1533,1076,46,3121.55,41,1.28,67.86,87.03,low,tier_2,5,2,2,9
1534,1026,15,9473.01,105,0.44,631.53,276.99,low,tier_4,4,1,5,10
1535,706,25,9675.19,193,1.06,387.01,411.13,low,tier_4,3,2,5,10
1536,743,94,1871.0,278,3.8,19.9,75.55,medium,tier_1,2,4,1,7
1537,112,78,269.25,354,20.89,3.45,72.12,high,tier_1,1,4,1,6
1538,486,71,7214.08,237,4.38,101.61,445.31,medium,tier_3,2,3,4,9
1539,30,17,4209.0,221,17.0,247.59,4209.0,high,tier_2,2,1,3,6
1540,80,108,933.96,68,40.5,8.65,350.24,high,tier_1,5,5,1,11
1541,714,84,6853.35,197,3.53,81.59,287.96,medium,tier_3,3,4,4,11
1542,746,100,5473.8,256,4.02,54.74,220.13,medium,tier_3,2,5,3,10
1543,478,9,9806.14,139,0.56,1089.57,615.45,low,tier_4,4,1,5,10
1544,910,38,2312.72,312,1.25,60.86,76.24,low,tier_1,1,2,2,5
1545,517,48,4069.58,149,2.79,84.78,236.15,medium,tier_2,3,3,3,9
1546,63,60,5448.33,99,28.57,90.81,2594.44,high,tier_3,4,3,3,10
1547,124,63,7927.41,76,15.24,125.83,1917.92,high,tier_4,4,3,4,11
1548,183,86,5510.94,282,14.1,64.08,903.43,high,tier_3,2,4,3,9
1549,279,118,6148.36,109,12.69,52.1,661.11,high,tier_3,4,5,4,13
1550,703,117,2300.16,188,4.99,19.66,98.16,medium,tier_1,3,5,2,10
1551,467,117,8476.84,199,7.52,72.45,544.55,medium,tier_4,3,5,5,13
1552,147,2,4314.87,303,0.41,2157.44,880.59,low,tier_2,1,1,3,5
1553,800,88,1452.55,327,3.3,16.51,54.47,medium,tier_1,1,4,1,6
1554,297,72,6658.67,154,7.27,92.48,672.59,medium,tier_3,3,3,4,10
1555,265,11,2200.1,40,1.25,200.01,249.07,low,tier_1,5,1,2,8
1556,418,64,1020.75,133,4.59,15.95,73.26,medium,tier_1,4,3,1,8
1557,1019,77,8626.77,132,2.27,112.04,253.98,medium,tier_4,4,4,5,13
1558,792,81,4628.61,279,3.07,57.14,175.33,medium,tier_2,2,4,3,9
1559,430,72,7505.37,362,5.02,104.24,523.63,medium,tier_4,1,3,4,8
1560,653,21,2941.35,84,0.96,140.06,135.13,low,tier_2,4,1,2,7
1561,796,18,7880.35,242,0.68,437.8,297.0,low,tier_4,2,1,4,7
1562,948,94,1163.76,116,2.97,12.38,36.83,medium,tier_1,4,4,1,9
1563,882,64,3591.94,109,2.18,56.12,122.17,medium,tier_2,4,3,2,9
1564,607,82,9781.72,221,4.05,119.29,483.45,medium,tier_4,2,4,5,11
1565,104,110,7950.2,41,31.73,72.27,2293.33,high,tier_4,5,5,5,15
1566,464,111,4997.7,147,7.18,45.02,323.13,medium,tier_3,3,5,3,11
1567,132,95,3430.79,112,21.59,36.11,779.72,high,tier_2,4,4,2,10
1568,793,38,8727.75,103,1.44,229.68,330.18,low,tier_4,4,2,5,11
1569,767,32,5471.24,46,1.25,170.98,214.0,low,tier_3,5,2,3,10
1570,835,11,7596.33,324,0.4,690.58,272.92,low,tier_4,1,1,4,6
1571,127,45,7553.37,271,10.63,167.85,1784.26,high,tier_4,2,2,4,8
1572,827,89,228.56,195,3.23,2.57,8.29,medium,tier_1,3,4,1,8
1573,888,33,1306.23,280,1.11,39.58,44.13,low,tier_1,2,2,1,5
1574,464,102,6613.31,283,6.59,64.84,427.58,medium,tier_3,2,5,4,11
1575,476,41,1658.12,40,2.58,40.44,104.5,medium,tier_1,5,2,1,8
1576,278,8,2592.16,189,0.86,324.02,279.73,low,tier_2,3,1,2,6
1577,195,11,9469.05,164,1.69,860.82,1456.78,low,tier_4,3,1,5,9
1578,1013,86,5623.81,24,2.55,65.39,166.55,medium,tier_3,5,4,3,12
1579,1049,51,7519.76,24,1.46,147.45,215.06,low,tier_4,5,3,4,12
1580,571,88,5601.91,4,4.62,63.66,294.32,medium,tier_3,5,4,3,12
1581,788,41,5547.51,323,1.56,135.31,211.2,low,tier_3,1,2,3,6
1582,110,17,986.81,290,4.64,58.05,269.13,medium,tier_1,2,1,1,4
1583,162,76,3469.45,181,14.07,45.65,642.49,high,tier_2,3,4,2,9
1584,826,46,2860.19,248,1.67,62.18,103.88,low,tier_2,2,2,2,6
1585,929,32,3937.75,116,1.03,123.05,127.16,low,tier_2,4,2,2,8
1586,167,79,7993.52,279,14.19,101.18,1435.96,high,tier_4,2,4,5,11
1587,213,80,3750.73,69,11.27,46.88,528.27,high,tier_2,4,4,2,10
1588,814,54,4544.38,351,1.99,84.16,167.48,low,tier_2,1,3,3,7
1589,1013,86,4003.94,254,2.55,46.56,118.58,medium,tier_2,2,4,3,9
1590,98,92,979.41,181,28.16,10.65,299.82,high,tier_1,3,4,1,8
1591,575,20,4438.67,318,1.04,221.93,231.58,low,tier_2,1,1,3,5
1592,82,33,1996.31,169,12.07,60.49,730.36,high,tier_1,3,2,2,7
1593,234,74,1907.9,313,9.49,25.78,244.6,medium,tier_1,1,4,2,7
1594,155,40,985.66,249,7.74,24.64,190.77,medium,tier_1,2,2,1,5
1595,72,32,3598.88,188,13.33,112.46,1499.53,high,tier_2,3,2,2,7
1596,140,114,7586.94,54,24.43,66.55,1625.77,high,tier_4,5,5,4,14
1597,790,97,2800.59,326,3.68,28.87,106.35,medium,tier_2,1,5,2,8
1598,877,2,3157.87,357,0.07,1578.94,108.02,low,tier_2,1,1,2,4
1599,124,97,6444.61,313,23.47,66.44,1559.18,high,tier_3,1,5,4,10
1600,929,33,1998.62,138,1.07,60.56,64.54,low,tier_1,4,2,2,8
1601,389,105,8974.73,168,8.1,85.47,692.14,medium,tier_4,3,5,5,13
1602,929,77,5225.9,103,2.49,67.87,168.76,medium,tier_3,4,4,3,11
1603,310,30,4503.65,85,2.9,150.12,435.84,medium,tier_2,4,2,3,9
1604,696,33,5600.31,317,1.42,169.71,241.39,low,tier_3,1,2,3,6
1605,122,77,1702.04,212,18.93,22.1,418.53,high,tier_1,3,4,1,8
1606,701,116,6154.06,3,4.96,53.05,263.37,medium,tier_3,5,5,4,14
1607,90,26,3662.85,179,8.67,140.88,1220.95,medium,tier_2,3,2,2,7
1608,663,22,8977.0,342,1.0,408.05,406.2,low,tier_4,1,1,5,7
1609,1058,103,1730.1,303,2.92,16.8,49.06,medium,tier_1,1,5,1,7
1610,633,66,5095.16,332,3.13,77.2,241.48,medium,tier_3,1,3,3,7
1611,711,38,6001.22,38,1.6,157.93,253.22,low,tier_3,5,2,4,11
1612,563,103,382.17,239,5.49,3.71,20.36,medium,tier_1,2,5,1,8
1613,867,90,3668.75,169,3.11,40.76,126.95,medium,tier_2,3,4,2,9
1614,674,46,7339.72,343,2.05,159.56,326.69,medium,tier_3,1,2,4,7
1615,262,114,8212.76,314,13.05,72.04,940.39,high,tier_4,1,5,5,11
1616,553,15,3165.96,306,0.81,211.06,171.75,low,tier_2,1,1,2,4
1617,375,98,7996.0,30,7.84,81.59,639.68,medium,tier_4,5,5,5,15
1618,575,106,9679.17,190,5.53,91.31,505.0,medium,tier_4,3,5,5,13
1619,823,119,8575.9,357,4.34,72.07,312.61,medium,tier_4,1,5,5,11
1620,278,44,1220.56,25,4.75,27.74,131.72,medium,tier_1,5,2,1,8
1621,76,49,7410.32,112,19.34,151.23,2925.13,high,tier_3,4,3,4,11
1622,243,104,3230.68,206,12.84,31.06,398.85,high,tier_2,3,5,2,10
1623,268,75,9884.74,185,8.4,131.8,1106.5,medium,tier_4,3,4,5,12
1624,379,61,4879.32,47,4.83,79.99,386.23,medium,tier_2,5,3,3,11
1625,136,67,1268.22,228,14.78,18.93,279.75,high,tier_1,2,3,1,6
1626,860,6,7265.6,39,0.21,1210.93,253.45,low,tier_3,5,1,4,10
1627,77,9,3263.96,16,3.51,362.66,1271.67,medium,tier_2,5,1,2,8
1628,366,6,9970.93,22,0.49,1661.82,817.29,low,tier_4,5,1,5,11
1629,1079,73,9798.84,213,2.03,134.23,272.44,medium,tier_4,3,4,5,12
1630,833,103,6578.53,310,3.71,63.87,236.92,medium,tier_3,1,5,4,10
1631,37,95,1341.77,149,77.03,14.12,1087.92,high,tier_1,3,4,1,8
1632,654,32,6884.27,241,1.47,215.13,315.79,low,tier_3,2,2,4,8
1633,748,41,975.65,272,1.64,23.8,39.13,low,tier_1,2,2,1,5
1634,332,114,342.17,59,10.3,3.0,30.92,high,tier_1,5,5,1,11
1635,668,76,8238.44,287,3.41,108.4,369.99,medium,tier_4,2,4,5,11
1636,85,8,2137.04,202,2.82,267.13,754.25,medium,tier_1,3,1,2,6
1637,755,72,3821.32,32,2.86,53.07,151.84,medium,tier_2,5,3,2,10
1638,555,50,9735.9,162,2.7,194.72,526.26,medium,tier_4,3,3,5,11
1639,503,92,3401.56,255,5.49,36.97,202.88,medium,tier_2,2,4,2,8
1640,57,62,3000.07,254,32.63,48.39,1578.98,high,tier_2,2,3,2,7
1641,107,84,9186.17,9,23.55,109.36,2575.56,high,tier_4,5,4,5,14
1642,394,62,1151.95,139,4.72,18.58,87.71,medium,tier_1,4,3,1,8
1643,695,111,7607.84,10,4.79,68.54,328.4,medium,tier_4,5,5,4,14
1644,555,7,9881.25,214,0.38,1411.61,534.12,low,tier_4,3,1,5,9
1645,728,75,9017.9,273,3.09,120.24,371.62,medium,tier_4,2,4,5,11
1646,912,84,6534.1,324,2.76,77.79,214.94,medium,tier_3,1,4,4,9
1647,1060,80,3174.9,48,2.26,39.69,89.86,medium,tier_2,5,4,2,11
1648,1056,4,2580.5,111,0.11,645.12,73.31,low,tier_2,4,1,2,7
1649,948,6,8201.59,153,0.19,1366.93,259.54,low,tier_4,3,1,5,9
1650,779,58,8804.23,123,2.23,151.8,339.06,medium,tier_4,4,3,5,12
1651,392,22,5278.08,357,1.68,239.91,403.93,low,tier_3,1,1,3,5
1652,835,26,2481.18,102,0.93,95.43,89.14,low,tier_2,4,2,2,8
1653,768,3,1173.78,241,0.12,391.26,45.85,low,tier_1,2,1,1,4
1654,1068,41,917.44,321,1.15,22.38,25.77,low,tier_1,1,2,1,4
1655,514,60,7204.82,191,3.5,120.08,420.51,medium,tier_3,3,3,4,10
1656,57,106,4230.18,217,55.79,39.91,2226.41,high,tier_2,2,5,3,10
1657,743,14,9058.33,51,0.57,647.02,365.75,low,tier_4,5,1,5,11
1658,1092,75,7409.73,292,2.06,98.8,203.56,medium,tier_3,2,4,4,10
1659,115,82,1953.04,81,21.39,23.82,509.49,high,tier_1,4,4,2,10
1660,155,118,6157.09,88,22.84,52.18,1191.69,high,tier_3,4,5,4,13
1661,841,12,4383.28,194,0.43,365.27,156.36,low,tier_2,3,1,3,7
1662,566,87,5793.63,104,4.61,66.59,307.08,medium,tier_3,4,4,3,11
1663,174,12,7393.79,271,2.07,616.15,1274.79,medium,tier_3,2,1,4,7
