customer_id,customer_name,customer_segment,signup_date,order_id,order_amount,order_date
271,Customer_271,SMB,2024-09-27,5358.0,203.63,2025-01-15 21:00:00
271,Customer_271,SMB,2024-09-27,6662.0,38.64,2025-03-11 05:00:00
271,Customer_271,SMB,2024-09-27,7396.0,311.98,2025-04-10 19:00:00
271,Customer_271,SMB,2024-09-27,9619.0,125.64,2025-07-12 10:00:00
271,Customer_271,SMB,2024-09-27,9838.0,355.01,2025-07-21 13:00:00
272,Customer_272,SMB,2024-09-28,5052.0,485.26,2025-01-03 03:00:00
272,Customer_272,SMB,2024-09-28,5339.0,81.75,2025-01-15 02:00:00
272,Customer_272,SMB,2024-09-28,5589.0,60.68,2025-01-25 12:00:00
272,Customer_272,SMB,2024-09-28,5839.0,155.34,2025-02-04 22:00:00
272,Customer_272,SMB,2024-09-28,6593.0,161.75,2025-03-08 08:00:00
272,Customer_272,SMB,2024-09-28,7666.0,189.69,2025-04-22 01:00:00
272,Customer_272,SMB,2024-09-28,8464.0,410.23,2025-05-25 07:00:00
272,Customer_272,SMB,2024-09-28,9897.0,473.04,2025-07-24 00:00:00
272,Customer_272,SMB,2024-09-28,9969.0,227.62,2025-07-27 00:00:00
273,Customer_273,SMB,2024-09-29,5270.0,246.24,2025-01-12 05:00:00
273,Customer_273,SMB,2024-09-29,5331.0,318.61,2025-01-14 18:00:00
273,Customer_273,SMB,2024-09-29,5352.0,169.35,2025-01-15 15:00:00
273,Customer_273,SMB,2024-09-29,6739.0,239.18,2025-03-14 10:00:00
274,Customer_274,SMB,2024-09-30,5556.0,54.04,2025-01-24 03:00:00
274,Customer_274,SMB,2024-09-30,8356.0,115.53,2025-05-20 19:00:00
275,Customer_275,B2C,2024-10-01,5168.0,465.03,2025-01-07 23:00:00
275,Customer_275,B2C,2024-10-01,5185.0,380.95,2025-01-08 16:00:00
275,Customer_275,B2C,2024-10-01,5247.0,137.24,2025-01-11 06:00:00
275,Customer_275,B2C,2024-10-01,6117.0,209.81,2025-02-16 12:00:00
275,Customer_275,B2C,2024-10-01,6632.0,145.03,2025-03-09 23:00:00
275,Customer_275,B2C,2024-10-01,7237.0,256.41,2025-04-04 04:00:00
275,Customer_275,B2C,2024-10-01,8371.0,352.05,2025-05-21 10:00:00
276,Customer_276,B2C,2024-10-02,5389.0,334.24,2025-01-17 04:00:00
276,Customer_276,B2C,2024-10-02,6498.0,332.57,2025-03-04 09:00:00
276,Customer_276,B2C,2024-10-02,6789.0,16.96,2025-03-16 12:00:00
276,Customer_276,B2C,2024-10-02,7116.0,163.94,2025-03-30 03:00:00
276,Customer_276,B2C,2024-10-02,7216.0,362.5,2025-04-03 07:00:00
276,Customer_276,B2C,2024-10-02,7304.0,263.83,2025-04-06 23:00:00
276,Customer_276,B2C,2024-10-02,8218.0,150.76,2025-05-15 01:00:00
276,Customer_276,B2C,2024-10-02,8266.0,483.23,2025-05-17 01:00:00
277,Customer_277,B2C,2024-10-03,6569.0,277.74,2025-03-07 08:00:00
277,Customer_277,B2C,2024-10-03,6969.0,323.09,2025-03-24 00:00:00
277,Customer_277,B2C,2024-10-03,7899.0,311.56,2025-05-01 18:00:00
277,Customer_277,B2C,2024-10-03,8349.0,123.18,2025-05-20 12:00:00
278,Customer_278,B2C,2024-10-04,5749.0,243.65,2025-02-01 04:00:00
278,Customer_278,B2C,2024-10-04,6724.0,247.76,2025-03-13 19:00:00
279,Customer_279,B2C,2024-10-05,6190.0,29.09,2025-02-19 13:00:00
279,Customer_279,B2C,2024-10-05,8306.0,48.08,2025-05-18 17:00:00
279,Customer_279,B2C,2024-10-05,9021.0,459.16,2025-06-17 12:00:00
279,Customer_279,B2C,2024-10-05,9680.0,398.42,2025-07-14 23:00:00
280,Customer_280,B2C,2024-10-06,5737.0,204.19,2025-01-31 16:00:00
280,Customer_280,B2C,2024-10-06,6431.0,368.31,2025-03-01 14:00:00
280,Customer_280,B2C,2024-10-06,6749.0,243.72,2025-03-14 20:00:00
280,Customer_280,B2C,2024-10-06,8063.0,65.48,2025-05-08 14:00:00
281,Customer_281,SMB,2024-10-07,6525.0,420.36,2025-03-05 12:00:00
281,Customer_281,SMB,2024-10-07,6565.0,37.55,2025-03-07 04:00:00
281,Customer_281,SMB,2024-10-07,7461.0,277.66,2025-04-13 12:00:00
281,Customer_281,SMB,2024-10-07,9464.0,422.49,2025-07-05 23:00:00
282,Customer_282,B2C,2024-10-08,5336.0,219.94,2025-01-14 23:00:00
282,Customer_282,B2C,2024-10-08,5351.0,290.79,2025-01-15 14:00:00
282,Customer_282,B2C,2024-10-08,6667.0,205.99,2025-03-11 10:00:00
282,Customer_282,B2C,2024-10-08,7542.0,438.46,2025-04-16 21:00:00
282,Customer_282,B2C,2024-10-08,8068.0,94.12,2025-05-08 19:00:00
282,Customer_282,B2C,2024-10-08,8394.0,242.15,2025-05-22 09:00:00
283,Customer_283,B2C,2024-10-09,6760.0,479.85,2025-03-15 07:00:00
283,Customer_283,B2C,2024-10-09,7766.0,186.12,2025-04-26 05:00:00
283,Customer_283,B2C,2024-10-09,9353.0,441.52,2025-07-01 08:00:00
283,Customer_283,B2C,2024-10-09,9894.0,66.36,2025-07-23 21:00:00
284,Customer_284,B2B,2024-10-10,6686.0,455.87,2025-03-12 05:00:00
284,Customer_284,B2B,2024-10-10,7655.0,206.48,2025-04-21 14:00:00
284,Customer_284,B2B,2024-10-10,8185.0,289.39,2025-05-13 16:00:00
284,Customer_284,B2B,2024-10-10,8265.0,487.87,2025-05-17 00:00:00
284,Customer_284,B2B,2024-10-10,8473.0,336.69,2025-05-25 16:00:00
284,Customer_284,B2B,2024-10-10,9342.0,443.61,2025-06-30 21:00:00
284,Customer_284,B2B,2024-10-10,9517.0,418.3,2025-07-08 04:00:00
284,Customer_284,B2B,2024-10-10,9736.0,102.79,2025-07-17 07:00:00
285,Customer_285,B2C,2024-10-11,5497.0,391.96,2025-01-21 16:00:00
285,Customer_285,B2C,2024-10-11,6680.0,334.06,2025-03-11 23:00:00
285,Customer_285,B2C,2024-10-11,8219.0,371.03,2025-05-15 02:00:00
285,Customer_285,B2C,2024-10-11,9944.0,161.57,2025-07-25 23:00:00
286,Customer_286,B2B,2024-10-12,5707.0,333.25,2025-01-30 10:00:00
286,Customer_286,B2B,2024-10-12,6238.0,167.0,2025-02-21 13:00:00
286,Customer_286,B2B,2024-10-12,9088.0,347.68,2025-06-20 07:00:00
286,Customer_286,B2B,2024-10-12,9588.0,20.88,2025-07-11 03:00:00
287,Customer_287,B2C,2024-10-13,6345.0,70.39,2025-02-26 00:00:00
287,Customer_287,B2C,2024-10-13,6677.0,257.27,2025-03-11 20:00:00
287,Customer_287,B2C,2024-10-13,7146.0,133.64,2025-03-31 09:00:00
287,Customer_287,B2C,2024-10-13,9993.0,458.15,2025-07-28 00:00:00
288,Customer_288,B2C,2024-10-14,5121.0,402.71,2025-01-06 00:00:00
288,Customer_288,B2C,2024-10-14,6301.0,459.65,2025-02-24 04:00:00
288,Customer_288,B2C,2024-10-14,9315.0,470.69,2025-06-29 18:00:00
288,Customer_288,B2C,2024-10-14,9392.0,146.65,2025-07-02 23:00:00
288,Customer_288,B2C,2024-10-14,9615.0,248.33,2025-07-12 06:00:00
288,Customer_288,B2C,2024-10-14,9880.0,20.85,2025-07-23 07:00:00
289,Customer_289,B2B,2024-10-15,7578.0,60.14,2025-04-18 09:00:00
289,Customer_289,B2B,2024-10-15,8886.0,325.93,2025-06-11 21:00:00
290,Customer_290,B2C,2024-10-16,6054.0,40.59,2025-02-13 21:00:00
290,Customer_290,B2C,2024-10-16,8126.0,161.59,2025-05-11 05:00:00
291,Customer_291,B2B,2024-10-17,5366.0,140.3,2025-01-16 05:00:00
291,Customer_291,B2B,2024-10-17,5553.0,286.32,2025-01-24 00:00:00
291,Customer_291,B2B,2024-10-17,5828.0,283.36,2025-02-04 11:00:00
291,Customer_291,B2B,2024-10-17,6111.0,338.8,2025-02-16 06:00:00
291,Customer_291,B2B,2024-10-17,6469.0,136.86,2025-03-03 04:00:00
291,Customer_291,B2B,2024-10-17,6522.0,220.28,2025-03-05 09:00:00
291,Customer_291,B2B,2024-10-17,8431.0,87.11,2025-05-23 22:00:00
291,Customer_291,B2B,2024-10-17,9249.0,362.54,2025-06-27 00:00:00
292,Customer_292,B2B,2024-10-18,5180.0,378.08,2025-01-08 11:00:00
292,Customer_292,B2B,2024-10-18,5628.0,319.87,2025-01-27 03:00:00
292,Customer_292,B2B,2024-10-18,7075.0,101.43,2025-03-28 10:00:00
293,Customer_293,SMB,2024-10-19,6298.0,104.09,2025-02-24 01:00:00
294,Customer_294,B2C,2024-10-20,5115.0,365.05,2025-01-05 18:00:00
294,Customer_294,B2C,2024-10-20,7773.0,28.41,2025-04-26 12:00:00
294,Customer_294,B2C,2024-10-20,8520.0,322.33,2025-05-27 15:00:00
294,Customer_294,B2C,2024-10-20,8833.0,328.43,2025-06-09 16:00:00
294,Customer_294,B2C,2024-10-20,9396.0,38.0,2025-07-03 03:00:00
295,Customer_295,B2B,2024-10-21,5703.0,66.42,2025-01-30 06:00:00
295,Customer_295,B2B,2024-10-21,6455.0,272.32,2025-03-02 14:00:00
295,Customer_295,B2B,2024-10-21,7873.0,363.51,2025-04-30 16:00:00
296,Customer_296,B2C,2024-10-22,7202.0,162.08,2025-04-02 17:00:00
296,Customer_296,B2C,2024-10-22,8524.0,384.9,2025-05-27 19:00:00
296,Customer_296,B2C,2024-10-22,8581.0,337.84,2025-05-30 04:00:00
296,Customer_296,B2C,2024-10-22,9327.0,61.28,2025-06-30 06:00:00
296,Customer_296,B2C,2024-10-22,9358.0,129.95,2025-07-01 13:00:00
297,Customer_297,B2C,2024-10-23,6247.0,412.41,2025-02-21 22:00:00
297,Customer_297,B2C,2024-10-23,7281.0,306.11,2025-04-06 00:00:00
297,Customer_297,B2C,2024-10-23,8440.0,456.67,2025-05-24 07:00:00
297,Customer_297,B2C,2024-10-23,8703.0,135.58,2025-06-04 06:00:00
297,Customer_297,B2C,2024-10-23,9068.0,328.8,2025-06-19 11:00:00
297,Customer_297,B2C,2024-10-23,9118.0,293.16,2025-06-21 13:00:00
298,Customer_298,B2B,2024-10-24,,,
299,Customer_299,B2C,2024-10-25,5037.0,249.92,2025-01-02 12:00:00
299,Customer_299,B2C,2024-10-25,5688.0,468.02,2025-01-29 15:00:00
299,Customer_299,B2C,2024-10-25,6974.0,75.37,2025-03-24 05:00:00
299,Customer_299,B2C,2024-10-25,7584.0,187.22,2025-04-18 15:00:00
299,Customer_299,B2C,2024-10-25,9535.0,297.07,2025-07-08 22:00:00
300,Customer_300,B2B,2024-10-26,5100.0,260.18,2025-01-05 03:00:00
300,Customer_300,B2B,2024-10-26,5253.0,349.09,2025-01-11 12:00:00
300,Customer_300,B2B,2024-10-26,5602.0,287.22,2025-01-26 01:00:00
300,Customer_300,B2B,2024-10-26,5801.0,290.09,2025-02-03 08:00:00
300,Customer_300,B2B,2024-10-26,5830.0,33.86,2025-02-04 13:00:00
300,Customer_300,B2B,2024-10-26,7323.0,110.09,2025-04-07 18:00:00
300,Customer_300,B2B,2024-10-26,9422.0,357.5,2025-07-04 05:00:00
301,Customer_301,B2B,2024-10-27,8264.0,264.96,2025-05-16 23:00:00
301,Customer_301,B2B,2024-10-27,8490.0,19.97,2025-05-26 09:00:00
301,Customer_301,B2B,2024-10-27,9208.0,316.1,2025-06-25 07:00:00
302,Customer_302,B2C,2024-10-28,6335.0,308.81,2025-02-25 14:00:00
302,Customer_302,B2C,2024-10-28,6397.0,230.67,2025-02-28 04:00:00
302,Customer_302,B2C,2024-10-28,9708.0,16.84,2025-07-16 03:00:00
303,Customer_303,B2C,2024-10-29,6137.0,225.93,2025-02-17 08:00:00
303,Customer_303,B2C,2024-10-29,6382.0,407.79,2025-02-27 13:00:00
303,Customer_303,B2C,2024-10-29,6896.0,211.46,2025-03-20 23:00:00
303,Customer_303,B2C,2024-10-29,7110.0,418.88,2025-03-29 21:00:00
303,Customer_303,B2C,2024-10-29,8709.0,103.83,2025-06-04 12:00:00
303,Customer_303,B2C,2024-10-29,8780.0,141.57,2025-06-07 11:00:00
304,Customer_304,B2C,2024-10-30,7410.0,52.83,2025-04-11 09:00:00
304,Customer_304,B2C,2024-10-30,8555.0,209.94,2025-05-29 02:00:00
305,Customer_305,B2C,2024-10-31,6683.0,489.73,2025-03-12 02:00:00
305,Customer_305,B2C,2024-10-31,8638.0,275.46,2025-06-01 13:00:00
305,Customer_305,B2C,2024-10-31,9224.0,25.1,2025-06-25 23:00:00
305,Customer_305,B2C,2024-10-31,9520.0,296.75,2025-07-08 07:00:00
305,Customer_305,B2C,2024-10-31,9887.0,98.03,2025-07-23 14:00:00
306,Customer_306,SMB,2024-11-01,5449.0,186.93,2025-01-19 16:00:00
306,Customer_306,SMB,2024-11-01,5772.0,409.05,2025-02-02 03:00:00
306,Customer_306,SMB,2024-11-01,8001.0,379.92,2025-05-06 00:00:00
307,Customer_307,B2C,2024-11-02,5324.0,368.43,2025-01-14 11:00:00
307,Customer_307,B2C,2024-11-02,7650.0,175.23,2025-04-21 09:00:00
307,Customer_307,B2C,2024-11-02,9052.0,113.49,2025-06-18 19:00:00
307,Customer_307,B2C,2024-11-02,9682.0,84.8,2025-07-15 01:00:00
308,Customer_308,B2C,2024-11-03,5191.0,207.18,2025-01-08 22:00:00
308,Customer_308,B2C,2024-11-03,6197.0,432.11,2025-02-19 20:00:00
308,Customer_308,B2C,2024-11-03,7159.0,102.27,2025-03-31 22:00:00
309,Customer_309,B2C,2024-11-04,6417.0,133.56,2025-03-01 00:00:00
309,Customer_309,B2C,2024-11-04,6870.0,128.38,2025-03-19 21:00:00
309,Customer_309,B2C,2024-11-04,6921.0,385.46,2025-03-22 00:00:00
309,Customer_309,B2C,2024-11-04,7175.0,331.35,2025-04-01 14:00:00
309,Customer_309,B2C,2024-11-04,7196.0,392.54,2025-04-02 11:00:00
309,Customer_309,B2C,2024-11-04,8013.0,285.43,2025-05-06 12:00:00
309,Customer_309,B2C,2024-11-04,8104.0,226.51,2025-05-10 07:00:00
309,Customer_309,B2C,2024-11-04,8510.0,253.81,2025-05-27 05:00:00
309,Customer_309,B2C,2024-11-04,9812.0,65.42,2025-07-20 11:00:00
310,Customer_310,B2B,2024-11-05,5244.0,469.77,2025-01-11 03:00:00
310,Customer_310,B2B,2024-11-05,5750.0,318.75,2025-02-01 05:00:00
310,Customer_310,B2B,2024-11-05,6580.0,49.06,2025-03-07 19:00:00
310,Customer_310,B2B,2024-11-05,6733.0,148.09,2025-03-14 04:00:00
310,Customer_310,B2B,2024-11-05,6917.0,14.82,2025-03-21 20:00:00
310,Customer_310,B2B,2024-11-05,9301.0,76.82,2025-06-29 04:00:00
311,Customer_311,B2C,2024-11-06,5284.0,26.0,2025-01-12 19:00:00
311,Customer_311,B2C,2024-11-06,6290.0,79.19,2025-02-23 17:00:00
311,Customer_311,B2C,2024-11-06,7491.0,409.17,2025-04-14 18:00:00
311,Customer_311,B2C,2024-11-06,7498.0,251.56,2025-04-15 01:00:00
311,Customer_311,B2C,2024-11-06,7769.0,475.86,2025-04-26 08:00:00
311,Customer_311,B2C,2024-11-06,8830.0,488.18,2025-06-09 13:00:00
311,Customer_311,B2C,2024-11-06,9093.0,45.39,2025-06-20 12:00:00
312,Customer_312,B2B,2024-11-07,6044.0,393.86,2025-02-13 11:00:00
312,Customer_312,B2B,2024-11-07,6142.0,491.54,2025-02-17 13:00:00
312,Customer_312,B2B,2024-11-07,6412.0,219.28,2025-02-28 19:00:00
312,Customer_312,B2B,2024-11-07,8249.0,372.34,2025-05-16 08:00:00
313,Customer_313,B2B,2024-11-08,5594.0,10.02,2025-01-25 17:00:00
313,Customer_313,B2B,2024-11-08,6211.0,356.12,2025-02-20 10:00:00
313,Customer_313,B2B,2024-11-08,7978.0,132.68,2025-05-05 01:00:00
313,Customer_313,B2B,2024-11-08,9683.0,357.98,2025-07-15 02:00:00
313,Customer_313,B2B,2024-11-08,9900.0,197.17,2025-07-24 03:00:00
314,Customer_314,SMB,2024-11-09,7220.0,81.59,2025-04-03 11:00:00
314,Customer_314,SMB,2024-11-09,7383.0,211.45,2025-04-10 06:00:00
314,Customer_314,SMB,2024-11-09,8008.0,184.54,2025-05-06 07:00:00
314,Customer_314,SMB,2024-11-09,8578.0,371.88,2025-05-30 01:00:00
314,Customer_314,SMB,2024-11-09,9555.0,487.13,2025-07-09 18:00:00
315,Customer_315,SMB,2024-11-10,5123.0,377.88,2025-01-06 02:00:00
315,Customer_315,SMB,2024-11-10,6331.0,22.42,2025-02-25 10:00:00
315,Customer_315,SMB,2024-11-10,7629.0,396.14,2025-04-20 12:00:00
315,Customer_315,SMB,2024-11-10,8622.0,255.71,2025-05-31 21:00:00
315,Customer_315,SMB,2024-11-10,9059.0,167.06,2025-06-19 02:00:00
315,Customer_315,SMB,2024-11-10,9990.0,193.09,2025-07-27 21:00:00
316,Customer_316,B2C,2024-11-11,5227.0,402.48,2025-01-10 10:00:00
316,Customer_316,B2C,2024-11-11,5961.0,106.18,2025-02-10 00:00:00
316,Customer_316,B2C,2024-11-11,7868.0,86.88,2025-04-30 11:00:00
316,Customer_316,B2C,2024-11-11,8408.0,71.97,2025-05-22 23:00:00
316,Customer_316,B2C,2024-11-11,9580.0,482.27,2025-07-10 19:00:00
317,Customer_317,B2C,2024-11-12,5020.0,249.8,2025-01-01 19:00:00
317,Customer_317,B2C,2024-11-12,5705.0,213.26,2025-01-30 08:00:00
317,Customer_317,B2C,2024-11-12,7130.0,456.77,2025-03-30 17:00:00
317,Customer_317,B2C,2024-11-12,7153.0,92.69,2025-03-31 16:00:00
317,Customer_317,B2C,2024-11-12,7418.0,476.61,2025-04-11 17:00:00
317,Customer_317,B2C,2024-11-12,7576.0,47.97,2025-04-18 07:00:00
317,Customer_317,B2C,2024-11-12,7653.0,253.29,2025-04-21 12:00:00
317,Customer_317,B2C,2024-11-12,9911.0,154.52,2025-07-24 14:00:00
318,Customer_318,B2B,2024-11-13,7194.0,401.29,2025-04-02 09:00:00
318,Customer_318,B2B,2024-11-13,9406.0,239.55,2025-07-03 13:00:00
318,Customer_318,B2B,2024-11-13,9579.0,204.16,2025-07-10 18:00:00
319,Customer_319,B2B,2024-11-14,5382.0,214.89,2025-01-16 21:00:00
319,Customer_319,B2B,2024-11-14,5764.0,468.61,2025-02-01 19:00:00
319,Customer_319,B2B,2024-11-14,6955.0,435.17,2025-03-23 10:00:00
319,Customer_319,B2B,2024-11-14,7347.0,58.58,2025-04-08 18:00:00
319,Customer_319,B2B,2024-11-14,8864.0,348.14,2025-06-10 23:00:00
320,Customer_320,B2B,2024-11-15,5416.0,357.63,2025-01-18 07:00:00
320,Customer_320,B2B,2024-11-15,5462.0,122.7,2025-01-20 05:00:00
320,Customer_320,B2B,2024-11-15,8680.0,435.71,2025-06-03 07:00:00
320,Customer_320,B2B,2024-11-15,9110.0,349.47,2025-06-21 05:00:00
321,Customer_321,B2C,2024-11-16,5118.0,147.71,2025-01-05 21:00:00
321,Customer_321,B2C,2024-11-16,7276.0,221.71,2025-04-05 19:00:00
321,Customer_321,B2C,2024-11-16,8487.0,467.0,2025-05-26 06:00:00
321,Customer_321,B2C,2024-11-16,8771.0,102.68,2025-06-07 02:00:00
322,Customer_322,B2C,2024-11-17,5061.0,400.0,2025-01-03 12:00:00
322,Customer_322,B2C,2024-11-17,5495.0,413.4,2025-01-21 14:00:00
322,Customer_322,B2C,2024-11-17,6636.0,465.41,2025-03-10 03:00:00
322,Customer_322,B2C,2024-11-17,6806.0,350.54,2025-03-17 05:00:00
322,Customer_322,B2C,2024-11-17,7265.0,357.21,2025-04-05 08:00:00
322,Customer_322,B2C,2024-11-17,7843.0,345.26,2025-04-29 10:00:00
322,Customer_322,B2C,2024-11-17,8517.0,256.81,2025-05-27 12:00:00
323,Customer_323,B2C,2024-11-18,5104.0,255.63,2025-01-05 07:00:00
323,Customer_323,B2C,2024-11-18,5517.0,344.44,2025-01-22 12:00:00
323,Customer_323,B2C,2024-11-18,8251.0,173.52,2025-05-16 10:00:00
323,Customer_323,B2C,2024-11-18,8501.0,450.81,2025-05-26 20:00:00
323,Customer_323,B2C,2024-11-18,8604.0,211.36,2025-05-31 03:00:00
324,Customer_324,B2B,2024-11-19,7358.0,51.26,2025-04-09 05:00:00
324,Customer_324,B2B,2024-11-19,9162.0,492.91,2025-06-23 09:00:00
325,Customer_325,SMB,2024-11-20,5774.0,74.77,2025-02-02 05:00:00
325,Customer_325,SMB,2024-11-20,5826.0,287.35,2025-02-04 09:00:00
325,Customer_325,SMB,2024-11-20,7429.0,287.76,2025-04-12 04:00:00
325,Customer_325,SMB,2024-11-20,9692.0,400.92,2025-07-15 11:00:00
325,Customer_325,SMB,2024-11-20,9758.0,156.35,2025-07-18 05:00:00
325,Customer_325,SMB,2024-11-20,9906.0,403.74,2025-07-24 09:00:00
325,Customer_325,SMB,2024-11-20,9928.0,385.22,2025-07-25 07:00:00
326,Customer_326,B2C,2024-11-21,6076.0,432.09,2025-02-14 19:00:00
326,Customer_326,B2C,2024-11-21,6564.0,463.07,2025-03-07 03:00:00
326,Customer_326,B2C,2024-11-21,7081.0,18.57,2025-03-28 16:00:00
326,Customer_326,B2C,2024-11-21,7244.0,59.08,2025-04-04 11:00:00
326,Customer_326,B2C,2024-11-21,7673.0,293.5,2025-04-22 08:00:00
326,Customer_326,B2C,2024-11-21,7963.0,120.58,2025-05-04 10:00:00
326,Customer_326,B2C,2024-11-21,8451.0,128.21,2025-05-24 18:00:00
326,Customer_326,B2C,2024-11-21,9268.0,429.8,2025-06-27 19:00:00
326,Customer_326,B2C,2024-11-21,9796.0,278.72,2025-07-19 19:00:00
327,Customer_327,B2C,2024-11-22,5361.0,338.84,2025-01-16 00:00:00
327,Customer_327,B2C,2024-11-22,6706.0,36.76,2025-03-13 01:00:00
327,Customer_327,B2C,2024-11-22,7799.0,274.87,2025-04-27 14:00:00
327,Customer_327,B2C,2024-11-22,8393.0,378.84,2025-05-22 08:00:00
327,Customer_327,B2C,2024-11-22,8631.0,255.95,2025-06-01 06:00:00
328,Customer_328,B2C,2024-11-23,5933.0,137.97,2025-02-08 20:00:00
328,Customer_328,B2C,2024-11-23,6239.0,90.5,2025-02-21 14:00:00
328,Customer_328,B2C,2024-11-23,7261.0,465.09,2025-04-05 04:00:00
328,Customer_328,B2C,2024-11-23,7668.0,317.82,2025-04-22 03:00:00
328,Customer_328,B2C,2024-11-23,8705.0,338.28,2025-06-04 08:00:00
329,Customer_329,B2C,2024-11-24,6154.0,234.43,2025-02-18 01:00:00
329,Customer_329,B2C,2024-11-24,7833.0,53.19,2025-04-29 00:00:00
329,Customer_329,B2C,2024-11-24,8686.0,270.65,2025-06-03 13:00:00
330,Customer_330,B2B,2024-11-25,6722.0,178.08,2025-03-13 17:00:00
330,Customer_330,B2B,2024-11-25,7344.0,276.04,2025-04-08 15:00:00
330,Customer_330,B2B,2024-11-25,8077.0,323.29,2025-05-09 04:00:00
331,Customer_331,B2C,2024-11-26,5811.0,90.05,2025-02-03 18:00:00
331,Customer_331,B2C,2024-11-26,8645.0,264.02,2025-06-01 20:00:00
331,Customer_331,B2C,2024-11-26,9403.0,440.65,2025-07-03 10:00:00
332,Customer_332,B2C,2024-11-27,6698.0,245.47,2025-03-12 17:00:00
332,Customer_332,B2C,2024-11-27,7160.0,158.83,2025-03-31 23:00:00
332,Customer_332,B2C,2024-11-27,7500.0,250.25,2025-04-15 03:00:00
332,Customer_332,B2C,2024-11-27,8687.0,149.41,2025-06-03 14:00:00
332,Customer_332,B2C,2024-11-27,8881.0,147.0,2025-06-11 16:00:00
332,Customer_332,B2C,2024-11-27,8930.0,481.09,2025-06-13 17:00:00
332,Customer_332,B2C,2024-11-27,9040.0,15.77,2025-06-18 07:00:00
332,Customer_332,B2C,2024-11-27,9263.0,183.67,2025-06-27 14:00:00
333,Customer_333,B2B,2024-11-28,5783.0,226.86,2025-02-02 14:00:00
333,Customer_333,B2B,2024-11-28,6527.0,105.53,2025-03-05 14:00:00
333,Customer_333,B2B,2024-11-28,7360.0,336.54,2025-04-09 07:00:00
333,Customer_333,B2B,2024-11-28,7857.0,107.59,2025-04-30 00:00:00
333,Customer_333,B2B,2024-11-28,9074.0,305.58,2025-06-19 17:00:00
334,Customer_334,B2B,2024-11-29,5385.0,51.22,2025-01-17 00:00:00
334,Customer_334,B2B,2024-11-29,5409.0,160.15,2025-01-18 00:00:00
334,Customer_334,B2B,2024-11-29,9314.0,25.68,2025-06-29 17:00:00
335,Customer_335,B2B,2024-11-30,6251.0,131.01,2025-02-22 02:00:00
335,Customer_335,B2B,2024-11-30,7382.0,147.83,2025-04-10 05:00:00
335,Customer_335,B2B,2024-11-30,7971.0,189.03,2025-05-04 18:00:00
336,Customer_336,B2B,2024-12-01,5759.0,363.81,2025-02-01 14:00:00
336,Customer_336,B2B,2024-12-01,5894.0,293.4,2025-02-07 05:00:00
336,Customer_336,B2B,2024-12-01,6219.0,10.29,2025-02-20 18:00:00
336,Customer_336,B2B,2024-12-01,6387.0,399.03,2025-02-27 18:00:00
336,Customer_336,B2B,2024-12-01,7949.0,388.02,2025-05-03 20:00:00
337,Customer_337,SMB,2024-12-02,5028.0,170.83,2025-01-02 03:00:00
337,Customer_337,SMB,2024-12-02,5640.0,149.43,2025-01-27 15:00:00
337,Customer_337,SMB,2024-12-02,6162.0,461.14,2025-02-18 09:00:00
337,Customer_337,SMB,2024-12-02,6629.0,341.54,2025-03-09 20:00:00
337,Customer_337,SMB,2024-12-02,6630.0,188.07,2025-03-09 21:00:00
337,Customer_337,SMB,2024-12-02,6653.0,474.37,2025-03-10 20:00:00
337,Customer_337,SMB,2024-12-02,9785.0,98.1,2025-07-19 08:00:00
338,Customer_338,B2C,2024-12-03,5283.0,270.47,2025-01-12 18:00:00
338,Customer_338,B2C,2024-12-03,6337.0,199.54,2025-02-25 16:00:00
338,Customer_338,B2C,2024-12-03,7030.0,239.82,2025-03-26 13:00:00
338,Customer_338,B2C,2024-12-03,7273.0,498.15,2025-04-05 16:00:00
338,Customer_338,B2C,2024-12-03,8957.0,308.64,2025-06-14 20:00:00
338,Customer_338,B2C,2024-12-03,9338.0,425.9,2025-06-30 17:00:00
338,Customer_338,B2C,2024-12-03,9373.0,412.68,2025-07-02 04:00:00
339,Customer_339,B2C,2024-12-04,7709.0,490.9,2025-04-23 20:00:00
339,Customer_339,B2C,2024-12-04,8026.0,52.44,2025-05-07 01:00:00
339,Customer_339,B2C,2024-12-04,8051.0,468.92,2025-05-08 02:00:00
339,Customer_339,B2C,2024-12-04,8114.0,405.77,2025-05-10 17:00:00
339,Customer_339,B2C,2024-12-04,8698.0,280.65,2025-06-04 01:00:00
340,Customer_340,B2B,2024-12-05,5957.0,279.76,2025-02-09 20:00:00
340,Customer_340,B2B,2024-12-05,6029.0,202.84,2025-02-12 20:00:00
340,Customer_340,B2B,2024-12-05,7513.0,475.15,2025-04-15 16:00:00
341,Customer_341,B2C,2024-12-06,7987.0,252.46,2025-05-05 10:00:00
341,Customer_341,B2C,2024-12-06,9478.0,58.49,2025-07-06 13:00:00
342,Customer_342,B2C,2024-12-07,5140.0,337.26,2025-01-06 19:00:00
342,Customer_342,B2C,2024-12-07,5726.0,38.7,2025-01-31 05:00:00
342,Customer_342,B2C,2024-12-07,5809.0,49.25,2025-02-03 16:00:00
342,Customer_342,B2C,2024-12-07,5986.0,148.81,2025-02-11 01:00:00
342,Customer_342,B2C,2024-12-07,6095.0,242.98,2025-02-15 14:00:00
342,Customer_342,B2C,2024-12-07,8203.0,147.42,2025-05-14 10:00:00
343,Customer_343,B2B,2024-12-08,5846.0,185.49,2025-02-05 05:00:00
