customer_id,revenue,segment_tier
201190,21019.41,high_value
201191,481.77,mid_value
201192,129.99,low_value
201193,498.38,mid_value
201194,278.79,mid_value
201195,318.71,mid_value
201196,393.09,mid_value
201197,220.49,mid_value
201198,20896.99,high_value
201199,588.28,mid_value
201200,518.04,mid_value
201201,61.23,low_value
201202,215.21,mid_value
201203,61.97,low_value
201204,326.92,mid_value
201205,284.2,mid_value
201206,124.05,low_value
201207,88.98,low_value
201208,54.58,low_value
201209,392.12,mid_value
201210,27000.96,high_value
201211,113.65,low_value
201212,426.92,mid_value
201213,126.26,low_value
201214,214.43,mid_value
201215,17992.68,high_value
201216,995.68,mid_value
201217,140.54,low_value
201218,278.83,mid_value
201219,25971.53,high_value
201220,742.63,mid_value
201221,55.07,low_value
201222,213.9,mid_value
201223,26743.9,high_value
201224,1103.96,high_value
201225,32764.87,high_value
201226,352.52,mid_value
201227,108.26,low_value
201228,163.43,low_value
201229,100.14,low_value
201230,306.2,mid_value
201231,218.9,mid_value
201232,654.44,mid_value
201233,261.79,mid_value
201234,144.92,low_value
201235,615.84,mid_value
201236,27022.36,high_value
201237,56.2,low_value
201238,90.01,low_value
201239,25580.25,high_value
201240,107.67,low_value
201241,454.02,mid_value
201242,186.05,mid_value
201243,29727.56,high_value
201244,138.96,low_value
201245,21190.73,high_value
201246,458.12,mid_value
201247,293.66,mid_value
201248,25848.37,high_value
201249,473.69,mid_value
201250,603.32,mid_value
201251,316.52,mid_value
201252,1561.01,high_value
201253,142.36,low_value
201254,27432.98,high_value
201255,29403.29,high_value
201256,102.8,low_value
201257,130.36,low_value
201258,161.72,low_value
201259,747.12,mid_value
201260,400.93,mid_value
201261,495.58,mid_value
201262,187.72,mid_value
201263,149.14,low_value
201264,21217.02,high_value
201265,404.87,mid_value
201266,230.67,mid_value
201267,27562.17,high_value
201268,292.88,mid_value
201269,966.65,mid_value
201270,205.92,mid_value
201271,264.37,mid_value
201272,1372.95,high_value
201273,439.84,mid_value
201274,753.93,mid_value
201275,373.77,mid_value
201276,51.34,low_value
201277,204.5,mid_value
201278,425.13,mid_value
201279,503.06,mid_value
201280,140.78,low_value
201281,25766.31,high_value
201282,103.95,low_value
201283,28984.47,high_value
201284,613.31,mid_value
201285,221.02,mid_value
201286,27216.23,high_value
201287,685.16,mid_value
201288,150.91,low_value
201289,309.13,mid_value
201290,500.54,mid_value
201291,70.02,low_value
201292,401.89,mid_value
201293,400.15,mid_value
201294,292.68,mid_value
201295,227.53,mid_value
201296,461.11,mid_value
201297,34085.8,high_value
201298,603.0,mid_value
201299,128.7,low_value
201300,146.91,low_value
201301,28655.09,high_value
201302,21817.77,high_value
201303,332.49,mid_value
201304,140.46,low_value
201305,160.34,low_value
201306,288.57,mid_value
201307,70.81,low_value
201308,115.0,low_value
201309,470.17,mid_value
201310,160.86,low_value
201311,20757.58,high_value
201312,136.76,low_value
201313,120.07,low_value
201314,413.38,mid_value
201315,24056.12,high_value
201316,27658.81,high_value
201317,122.94,low_value
201318,33271.63,high_value
201319,22929.23,high_value
201320,25492.31,high_value
201321,1231.66,high_value
201322,28432.06,high_value
201323,213.21,mid_value
201324,120.22,low_value
201325,297.83,mid_value
201326,886.1,mid_value
201327,282.66,mid_value
201328,486.43,mid_value
201329,18009.45,high_value
201330,25702.14,high_value
201331,72.33,low_value
201332,171.6,low_value
201333,287.24,mid_value
201334,1375.01,high_value
201335,501.85,mid_value
201336,465.55,mid_value
201337,74.26,low_value
201338,112.15,low_value
201339,152.86,low_value
201340,22896.48,high_value
201341,646.25,mid_value
201342,28134.36,high_value
201343,127.0,low_value
201344,517.94,mid_value
201345,303.69,mid_value
201346,57.1,low_value
201347,1051.0,high_value
201348,628.32,mid_value
201349,432.75,mid_value
201350,84.02,low_value
201351,21990.26,high_value
201352,525.38,mid_value
201353,448.39,mid_value
201354,17827.57,high_value
201355,490.36,mid_value
201356,201.27,mid_value
201357,149.45,low_value
201358,119.14,low_value
201359,67.27,low_value
201360,98.55,low_value
201361,588.02,mid_value
201362,100.83,low_value
201363,17854.5,high_value
201364,408.38,mid_value
201365,219.93,mid_value
201366,60.7,low_value
201367,58.85,low_value
201368,359.18,mid_value
201369,373.29,mid_value
201370,113.44,low_value
201371,654.29,mid_value
201372,506.16,mid_value
201373,72.92,low_value
201374,646.34,mid_value
201375,154.26,low_value
201376,196.44,mid_value
201377,260.03,mid_value
201378,735.06,mid_value
201379,17467.4,high_value
201380,295.0,mid_value
201381,29327.94,high_value
201382,30674.13,high_value
201383,20903.89,high_value
201384,70.85,low_value
201385,466.32,mid_value
201386,140.88,low_value
201387,616.34,mid_value
201388,23339.14,high_value
201389,22554.46,high_value
201390,202.53,mid_value
201391,417.64,mid_value
201392,835.16,mid_value
201393,54.09,low_value
201394,75.26,low_value
201395,568.86,mid_value
201396,167.8,low_value
201397,59.61,low_value
201398,95.34,low_value
201399,75.03,low_value
201400,811.9,mid_value
201401,541.62,mid_value
201402,102.53,low_value
201403,33850.12,high_value
201404,140.86,low_value
201405,262.14,mid_value
201406,22874.18,high_value
201407,429.32,mid_value
201408,518.14,mid_value
201409,24990.38,high_value
201410,164.18,low_value
201411,544.75,mid_value
201412,222.71,mid_value
201413,28004.4,high_value
201414,133.68,low_value
201415,875.15,mid_value
201416,306.72,mid_value
201417,365.2,mid_value
201418,524.52,mid_value
201419,119.18,low_value
201420,168.86,low_value
201421,314.96,mid_value
201422,24547.49,high_value
201423,402.35,mid_value
201424,27784.67,high_value
201425,204.43,mid_value
201426,31120.78,high_value
201427,68.37,low_value
201428,1052.09,high_value
201429,79.41,low_value
201430,240.01,mid_value
201431,442.32,mid_value
201432,63.09,low_value
201433,234.48,mid_value
201434,326.09,mid_value
201435,792.55,mid_value
201436,639.79,mid_value
201437,479.21,mid_value
201438,169.2,low_value
201439,815.32,mid_value
201440,593.93,mid_value
201441,290.88,mid_value
201442,242.67,mid_value
201443,26452.46,high_value
201444,125.43,low_value
201445,18609.6,high_value
201446,135.19,low_value
201447,849.08,mid_value
201448,23076.66,high_value
201449,973.96,mid_value
201450,103.29,low_value
201451,91.59,low_value
201452,388.19,mid_value
201453,100.29,low_value
201454,789.53,mid_value
201455,371.64,mid_value
201456,150.53,low_value
201457,135.09,low_value
201458,30314.56,high_value
201459,198.56,mid_value
201460,1679.95,high_value
201461,201.65,mid_value
201462,259.28,mid_value
201463,291.82,mid_value
201464,1184.75,high_value
201465,126.54,low_value
201466,64.15,low_value
201467,19668.89,high_value
201468,149.94,low_value
201469,1560.16,high_value
201470,332.78,mid_value
201471,187.67,mid_value
201472,267.41,mid_value
201473,214.24,mid_value
201474,414.92,mid_value
201475,28578.59,high_value
201476,31668.9,high_value
201477,176.82,low_value
201478,26886.17,high_value
201479,206.33,mid_value
201480,846.8,mid_value
201481,287.44,mid_value
201482,505.96,mid_value
201483,27728.28,high_value
201484,263.13,mid_value
201485,32127.2,high_value
201486,36473.61,high_value
201487,122.77,low_value
201488,28056.12,high_value
201489,697.39,mid_value
201490,370.72,mid_value
201491,89.01,low_value
201492,65.71,low_value
201493,457.35,mid_value
201494,750.15,mid_value
201495,50.05,low_value
201496,19372.74,high_value
201497,23440.31,high_value
201498,74.78,low_value
201499,58.4,low_value
201500,103.7,low_value
201501,337.88,mid_value
201502,701.07,mid_value
201503,31513.87,high_value
201504,187.77,mid_value
201505,173.12,low_value
201506,28488.79,high_value
201507,468.15,mid_value
201508,21141.18,high_value
201509,283.91,mid_value
201510,109.05,low_value
201511,1535.41,high_value
201512,890.15,mid_value
201513,310.37,mid_value
201514,21196.36,high_value
201515,119.88,low_value
201516,131.17,low_value
201517,534.72,mid_value
201518,106.33,low_value
201519,28362.94,high_value
201520,139.04,low_value
201521,338.32,mid_value
201522,429.48,mid_value
201523,29355.08,high_value
201524,280.88,mid_value
201525,507.2,mid_value
201526,155.23,low_value
201527,26286.71,high_value
201528,21492.9,high_value
201529,385.96,mid_value
201530,769.84,mid_value
201531,937.38,mid_value
201532,494.54,mid_value
201533,389.26,mid_value
201534,335.23,mid_value
201535,238.55,mid_value
201536,212.07,mid_value
201537,431.52,mid_value
201538,384.35,mid_value
201539,2043.21,high_value
201540,58.27,low_value
201541,183.01,mid_value
201542,543.94,mid_value
201543,307.95,mid_value
201544,545.55,mid_value
201545,343.21,mid_value
201546,239.31,mid_value
201547,104.01,low_value
201548,665.18,mid_value
201549,436.6,mid_value
201550,23573.31,high_value
201551,352.21,mid_value
201552,249.09,mid_value
201553,964.08,mid_value
201554,474.93,mid_value
201555,206.43,mid_value
201556,977.63,mid_value
201557,93.3,low_value
201558,21106.48,high_value
201559,72.5,low_value
201560,1207.64,high_value
201561,180.75,mid_value
201562,482.11,mid_value
201563,52.76,low_value
201564,991.5,mid_value
201565,810.65,mid_value
201566,74.07,low_value
201567,226.78,mid_value
201568,30715.43,high_value
201569,260.66,mid_value
201570,31354.51,high_value
201571,322.27,mid_value
201572,189.22,mid_value
201573,24358.56,high_value
201574,323.8,mid_value
201575,18325.6,high_value
201576,2291.92,high_value
201577,72.48,low_value
201578,281.57,mid_value
201579,333.55,mid_value
201580,127.78,low_value
201581,28911.26,high_value
201582,74.52,low_value
201583,237.54,mid_value
201584,464.02,mid_value
201585,53.18,low_value
201586,741.58,mid_value
201587,156.86,low_value
201588,597.43,mid_value
201589,25184.01,high_value
201590,997.14,mid_value
201591,819.78,mid_value
201592,139.89,low_value
201593,154.29,low_value
201594,362.82,mid_value
201595,790.87,mid_value
201596,1784.89,high_value
201597,212.67,mid_value
201598,655.04,mid_value
201599,31705.57,high_value
201600,579.71,mid_value
201601,668.72,mid_value
201602,80.25,low_value
201603,29245.48,high_value
201604,27412.38,high_value
201605,647.74,mid_value
201606,261.8,mid_value
201607,88.48,low_value
201608,24420.38,high_value
201609,231.21,mid_value
201610,22181.09,high_value
201611,945.11,mid_value
201612,1016.12,mid_value
201613,429.3,mid_value
201614,23468.73,high_value
201615,793.01,mid_value
201616,146.76,low_value
201617,155.5,low_value
201618,21697.39,high_value
201619,58.57,low_value
201620,682.39,mid_value
201621,424.54,mid_value
201622,85.53,low_value
201623,33199.25,high_value
201624,140.24,low_value
201625,576.82,mid_value
201626,248.44,mid_value
201627,438.81,mid_value
201628,250.97,mid_value
201629,661.68,mid_value
201630,250.19,mid_value
201631,19308.1,high_value
201632,106.85,low_value
201633,24655.72,high_value
201634,322.86,mid_value
201635,27619.9,high_value
201636,183.72,mid_value
201637,1025.14,mid_value
201638,77.61,low_value
201639,26446.64,high_value
201640,164.32,low_value
201641,163.53,low_value
201642,623.45,mid_value
201643,146.93,low_value
201644,110.17,low_value
201645,25830.41,high_value
201646,71.79,low_value
201647,178.08,mid_value
201648,1078.71,high_value
201649,425.99,mid_value
201650,291.34,mid_value
201651,946.28,mid_value
201652,203.3,mid_value
201653,23512.57,high_value
201654,776.97,mid_value
201655,68.68,low_value
201656,458.37,mid_value
201657,254.37,mid_value
201658,22542.71,high_value
201659,74.82,low_value
201660,618.26,mid_value
201661,198.68,mid_value
201662,723.36,mid_value
201663,23697.56,high_value
201664,442.44,mid_value
201665,130.88,low_value
201666,278.32,mid_value
201667,81.29,low_value
201668,404.36,mid_value
201669,157.59,low_value
201670,229.83,mid_value
201671,475.92,mid_value
201672,435.49,mid_value
201673,298.65,mid_value
201674,323.86,mid_value
201675,339.17,mid_value
201676,128.51,low_value
201677,169.5,low_value
201678,357.24,mid_value
201679,719.99,mid_value
201680,31362.33,high_value
201681,445.34,mid_value
201682,644.98,mid_value
201683,15438.78,high_value
201684,733.61,mid_value
201685,25206.64,high_value
201686,691.64,mid_value
201687,620.3,mid_value
201688,667.22,mid_value
201689,194.51,mid_value
201690,290.68,mid_value
201691,63.32,low_value
201692,23328.36,high_value
201693,385.84,mid_value
201694,1355.6,high_value
201695,86.66,low_value
201696,113.43,low_value
201697,14587.45,high_value
201698,787.79,mid_value
201699,24131.48,high_value
201700,18692.01,high_value
201701,558.53,mid_value
201702,2049.51,high_value
201703,314.0,mid_value
201704,1512.27,high_value
201705,919.59,mid_value
201706,551.01,mid_value
201707,194.92,mid_value
201708,246.93,mid_value
201709,276.76,mid_value
201710,27024.96,high_value
201711,192.39,mid_value
201712,622.33,mid_value
201713,287.13,mid_value
201714,366.62,mid_value
201715,493.2,mid_value
201716,22640.42,high_value
201717,129.25,low_value
201718,163.19,low_value
201719,693.4,mid_value
201720,115.51,low_value
201721,256.27,mid_value
201722,254.26,mid_value
201723,25632.21,high_value
201724,285.3,mid_value
201725,78.6,low_value
201726,23207.1,high_value
201727,426.6,mid_value
201728,415.76,mid_value
201729,510.2,mid_value
201730,132.21,low_value
201731,23181.81,high_value
201732,26823.62,high_value
201733,29234.91,high_value
201734,70.85,low_value
201735,59.64,low_value
201736,25050.0,high_value
201737,21875.37,high_value
201738,164.62,low_value
201739,522.51,mid_value
201740,117.92,low_value
201741,1218.15,high_value
201742,350.89,mid_value
201743,79.25,low_value
201744,305.22,mid_value
201745,143.17,low_value
201746,27659.71,high_value
201747,25725.0,high_value
201748,77.12,low_value
201749,437.0,mid_value
201750,236.78,mid_value
201751,28489.26,high_value
201752,601.02,mid_value
201753,25874.14,high_value
201754,221.47,mid_value
201755,573.03,mid_value
201756,715.35,mid_value
201757,565.86,mid_value
201758,247.29,mid_value
201759,85.78,low_value
201760,1114.41,high_value
201761,132.14,low_value
201762,199.44,mid_value
201763,786.23,mid_value
201764,113.51,low_value
201765,204.58,mid_value
201766,19803.13,high_value
201767,388.72,mid_value
201768,58.71,low_value
201769,335.53,mid_value
201770,28847.95,high_value
201771,472.76,mid_value
201772,23510.72,high_value
201773,653.38,mid_value
201774,29883.29,high_value
201775,1233.98,high_value
201776,238.34,mid_value
201777,1330.01,high_value
201778,735.19,mid_value
201779,479.76,mid_value
201780,93.67,low_value
201781,26206.8,high_value
201782,92.69,low_value
201783,22939.13,high_value
201784,330.96,mid_value
201785,360.16,mid_value
201786,80.76,low_value
201787,25070.45,high_value
201788,615.02,mid_value
201789,639.97,mid_value
201790,177.22,low_value
201791,28729.74,high_value
201792,202.82,mid_value
201793,22573.99,high_value
201794,121.27,low_value
201795,21040.17,high_value
201796,582.05,mid_value
201797,139.36,low_value
201798,713.93,mid_value
201799,223.52,mid_value
201800,235.38,mid_value
201801,146.99,low_value
201802,19578.21,high_value
201803,26965.72,high_value
201804,143.59,low_value
201805,552.86,mid_value
201806,26323.41,high_value
201807,20801.38,high_value
201808,119.98,low_value
201809,640.48,mid_value
201810,26713.27,high_value
201811,569.2,mid_value
201812,425.37,mid_value
201813,22713.02,high_value
201814,274.33,mid_value
201815,283.03,mid_value
201816,356.07,mid_value
201817,86.13,low_value
201818,72.55,low_value
201819,580.95,mid_value
201820,27925.52,high_value
201821,490.97,mid_value
201822,380.12,mid_value
201823,23880.03,high_value
201824,28087.68,high_value
201825,794.94,mid_value
201826,188.22,mid_value
201827,276.79,mid_value
201828,98.29,low_value
201829,73.6,low_value
201830,22086.15,high_value
201831,192.89,mid_value
201832,32228.79,high_value
201833,355.46,mid_value
201834,165.72,low_value
201835,70.53,low_value
201836,21788.7,high_value
201837,32645.68,high_value
201838,219.52,mid_value
201839,217.66,mid_value
201840,1062.7,high_value
201841,1499.14,high_value
201842,268.07,mid_value
201843,179.76,mid_value
201844,454.94,mid_value
201845,117.49,low_value
201846,162.67,low_value
201847,168.41,low_value
201848,478.75,mid_value
201849,281.94,mid_value
201850,158.05,low_value
201851,613.16,mid_value
201852,122.48,low_value
201853,797.76,mid_value
201854,752.19,mid_value
201855,1490.35,high_value
201856,351.24,mid_value
201857,20108.42,high_value
201858,764.34,mid_value
201859,20543.81,high_value
201860,26456.56,high_value
201861,26686.18,high_value
201862,418.67,mid_value
201863,274.97,mid_value
201864,284.01,mid_value
201865,70.95,low_value
201866,276.48,mid_value
201867,86.25,low_value
201868,550.94,mid_value
201869,976.9,mid_value
201870,27145.16,high_value
201871,23090.36,high_value
201872,403.65,mid_value
201873,252.41,mid_value
201874,422.12,mid_value
201875,560.13,mid_value
201876,608.83,mid_value
201877,474.48,mid_value
201878,30011.37,high_value
201879,22047.77,high_value
201880,26354.75,high_value
201881,135.06,low_value
201882,756.28,mid_value
201883,725.79,mid_value
201884,181.84,mid_value
201885,371.68,mid_value
201886,61.82,low_value
201887,501.33,mid_value
201888,622.94,mid_value
201889,318.5,mid_value
201890,17479.96,high_value
201891,308.89,mid_value
201892,426.44,mid_value
201893,239.2,mid_value
201894,134.06,low_value
201895,253.89,mid_value
201896,22067.38,high_value
201897,551.13,mid_value
201898,235.83,mid_value
201899,25016.92,high_value
201900,1401.82,high_value
201901,22994.39,high_value
201902,108.59,low_value
201903,25187.74,high_value
201904,94.97,low_value
201905,135.92,low_value
201906,226.45,mid_value
201907,256.65,mid_value
201908,367.95,mid_value
201909,535.17,mid_value
201910,184.34,mid_value
201911,92.4,low_value
201912,274.51,mid_value
201913,162.11,low_value
201914,25724.25,high_value
201915,98.1,low_value
201916,20218.82,high_value
201917,133.23,low_value
201918,617.95,mid_value
201919,95.91,low_value
201920,287.64,mid_value
201921,1244.31,high_value
201922,286.42,mid_value
201923,441.09,mid_value
201924,287.47,mid_value
201925,774.12,mid_value
201926,326.83,mid_value
201927,137.04,low_value
201928,166.04,low_value
201929,289.46,mid_value
201930,290.48,mid_value
201931,23847.84,high_value
201932,369.53,mid_value
201933,25572.2,high_value
201934,184.63,mid_value
201935,346.92,mid_value
201936,300.87,mid_value
201937,273.72,mid_value
201938,293.5,mid_value
201939,552.28,mid_value
201940,727.54,mid_value
201941,305.67,mid_value
201942,215.59,mid_value
201943,79.7,low_value
201944,94.15,low_value
201945,28960.66,high_value
201946,18536.45,high_value
201947,28915.56,high_value
201948,424.46,mid_value
201949,546.93,mid_value
201950,87.58,low_value
201951,131.42,low_value
201952,68.08,low_value
201953,813.79,mid_value
201954,161.11,low_value
201955,28826.81,high_value
201956,698.76,mid_value
201957,1172.92,high_value
201958,24337.47,high_value
201959,215.0,mid_value
201960,247.5,mid_value
201961,394.12,mid_value
201962,173.48,low_value
201963,300.63,mid_value
201964,474.28,mid_value
201965,24632.62,high_value
201966,540.79,mid_value
201967,22052.92,high_value
201968,29037.89,high_value
201969,922.44,mid_value
201970,55.43,low_value
201971,20086.22,high_value
201972,252.44,mid_value
201973,103.59,low_value
201974,185.38,mid_value
201975,28831.17,high_value
201976,176.48,low_value
201977,28172.7,high_value
201978,258.26,mid_value
201979,18243.27,high_value
201980,24586.28,high_value
201981,1087.84,high_value
201982,763.8,mid_value
201983,99.0,low_value
201984,601.5,mid_value
201985,21880.59,high_value
201986,159.79,low_value
201987,662.18,mid_value
201988,549.82,mid_value
201989,24691.12,high_value
201990,22677.41,high_value
201991,645.99,mid_value
201992,53.81,low_value
201993,25344.44,high_value
201994,462.26,mid_value
201995,385.58,mid_value
201996,493.61,mid_value
201997,55.98,low_value
201998,373.8,mid_value
201999,20610.53,high_value
202000,436.14,mid_value
202001,68.79,low_value
202002,186.88,mid_value
202003,174.74,low_value
202004,233.58,mid_value
202005,21750.39,high_value
202006,60.36,low_value
202007,133.14,low_value
202008,265.1,mid_value
202009,225.58,mid_value
202010,198.27,mid_value
202011,1276.25,high_value
202012,29279.09,high_value
202013,87.43,low_value
202014,765.5,mid_value
202015,270.5,mid_value
202016,251.48,mid_value
202017,642.17,mid_value
202018,574.57,mid_value
202019,700.65,mid_value
202020,738.45,mid_value
202021,468.06,mid_value
202022,388.28,mid_value
202023,830.78,mid_value
202024,24153.33,high_value
202025,555.93,mid_value
202026,24362.55,high_value
202027,293.04,mid_value
202028,87.85,low_value
202029,267.94,mid_value
202030,63.92,low_value
202031,262.29,mid_value
202032,561.77,mid_value
202033,705.81,mid_value
202034,109.89,low_value
202035,27088.57,high_value
202036,315.84,mid_value
202037,95.94,low_value
202038,171.27,low_value
202039,26147.82,high_value
202040,24110.1,high_value
202041,431.23,mid_value
202042,618.6,mid_value
202043,154.39,low_value
202044,137.91,low_value
202045,673.7,mid_value
202046,412.31,mid_value
202047,287.48,mid_value
202048,817.5,mid_value
202049,427.08,mid_value
202050,716.82,mid_value
202051,608.6,mid_value
202052,685.69,mid_value
202053,25972.02,high_value
202054,1206.0,high_value
202055,24393.14,high_value
202056,75.18,low_value
202057,74.46,low_value
202058,131.21,low_value
202059,20585.32,high_value
202060,23643.51,high_value
202061,167.76,low_value
202062,55.13,low_value
202063,129.19,low_value
202064,28438.34,high_value
202065,203.16,mid_value
202066,25689.02,high_value
202067,58.37,low_value
202068,1275.88,high_value
202069,714.8,mid_value
202070,160.67,low_value
202071,20936.48,high_value
202072,93.1,low_value
202073,210.35,mid_value
202074,632.88,mid_value
202075,342.64,mid_value
202076,129.62,low_value
202077,24870.88,high_value
202078,368.87,mid_value
202079,74.92,low_value
202080,275.92,mid_value
202081,107.54,low_value
202082,175.28,low_value
202083,529.28,mid_value
202084,20386.67,high_value
202085,642.39,mid_value
202086,22543.51,high_value
202087,33679.75,high_value
202088,25925.78,high_value
202089,1370.4,high_value
202090,788.12,mid_value
202091,522.69,mid_value
202092,16291.74,high_value
202093,26278.1,high_value
202094,336.08,mid_value
202095,132.46,low_value
202096,373.73,mid_value
202097,246.72,mid_value
202098,426.27,mid_value
202099,18817.08,high_value
202100,571.54,mid_value
202101,25637.85,high_value
202102,364.77,mid_value
202103,23046.9,high_value
202104,314.0,mid_value
202105,630.37,mid_value
202106,181.57,mid_value
202107,21574.01,high_value
202108,994.66,mid_value
202109,501.0,mid_value
202110,1269.25,high_value
202111,469.25,mid_value
202112,102.46,low_value
202113,190.99,mid_value
202114,61.54,low_value
202115,399.33,mid_value
202116,102.31,low_value
202117,457.71,mid_value
202118,680.52,mid_value
202119,63.92,low_value
202120,246.73,mid_value
202121,765.64,mid_value
202122,488.52,mid_value
202123,938.38,mid_value
202124,29363.45,high_value
202125,498.37,mid_value
202126,27128.02,high_value
202127,257.37,mid_value
202128,66.39,low_value
202129,132.8,low_value
202130,572.29,mid_value
202131,380.44,mid_value
202132,202.37,mid_value
202133,151.11,low_value
202134,290.13,mid_value
202135,319.49,mid_value
202136,265.4,mid_value
202137,657.16,mid_value
202138,29916.86,high_value
202139,784.79,mid_value
202140,74.59,low_value
202141,105.76,low_value
202142,25504.71,high_value
202143,25903.05,high_value
202144,361.99,mid_value
202145,171.05,low_value
202146,173.11,low_value
202147,910.93,mid_value
202148,54.61,low_value
202149,307.59,mid_value
202150,382.81,mid_value
202151,105.42,low_value
202152,80.05,low_value
202153,161.62,low_value
202154,180.74,mid_value
202155,756.87,mid_value
202156,31112.13,high_value
202157,784.8,mid_value
202158,345.3,mid_value
202159,150.23,low_value
202160,264.33,mid_value
202161,435.44,mid_value
202162,24208.25,high_value
202163,692.94,mid_value
202164,27046.0,high_value
202165,153.75,low_value
202166,689.96,mid_value
202167,70.94,low_value
202168,23554.76,high_value
202169,32561.76,high_value
202170,1588.45,high_value
202171,1394.31,high_value
202172,24749.44,high_value
202173,775.22,mid_value
202174,290.63,mid_value
202175,427.08,mid_value
202176,247.0,mid_value
202177,159.22,low_value
202178,200.14,mid_value
202179,113.89,low_value
202180,70.28,low_value
202181,25757.92,high_value
202182,122.07,low_value
202183,22123.56,high_value
202184,541.23,mid_value
202185,243.99,mid_value
202186,759.11,mid_value
202187,130.05,low_value
202188,26188.98,high_value
202189,194.03,mid_value
202190,745.99,mid_value
202191,842.48,mid_value
202192,230.47,mid_value
202193,64.55,low_value
202194,25524.26,high_value
202195,188.86,mid_value
202196,21024.55,high_value
202197,517.29,mid_value
202198,392.98,mid_value
202199,202.06,mid_value
202200,137.85,low_value
202201,673.02,mid_value
202202,619.79,mid_value
202203,556.69,mid_value
202204,384.98,mid_value
202205,28448.89,high_value
202206,176.96,low_value
202207,248.19,mid_value
202208,82.1,low_value
202209,146.37,low_value
202210,111.53,low_value
202211,65.44,low_value
202212,365.14,mid_value
202213,1000.01,mid_value
202214,94.82,low_value
202215,284.74,mid_value
202216,22902.21,high_value
202217,121.66,low_value
202218,991.03,mid_value
202219,30325.36,high_value
202220,179.77,mid_value
202221,299.57,mid_value
202222,413.91,mid_value
202223,163.47,low_value
202224,21671.75,high_value
202225,675.09,mid_value
202226,746.57,mid_value
202227,26866.18,high_value
202228,22886.81,high_value
202229,23509.3,high_value
202230,162.18,low_value
202231,28293.12,high_value
202232,149.55,low_value
202233,22797.79,high_value
202234,179.55,mid_value
202235,23382.41,high_value
202236,30101.56,high_value
202237,358.86,mid_value
202238,16697.65,high_value
202239,245.63,mid_value
202240,767.34,mid_value
202241,24574.65,high_value
202242,25730.0,high_value
202243,389.5,mid_value
202244,430.19,mid_value
202245,397.82,mid_value
202246,222.6,mid_value
202247,215.8,mid_value
202248,376.96,mid_value
202249,499.87,mid_value
202250,22059.2,high_value
202251,312.53,mid_value
202252,1591.8,high_value
202253,1599.05,high_value
202254,538.54,mid_value
202255,261.66,mid_value
202256,354.21,mid_value
202257,1038.68,high_value
202258,456.08,mid_value
202259,195.65,mid_value
202260,466.72,mid_value
202261,408.52,mid_value
202262,24269.72,high_value
202263,823.39,mid_value
202264,844.76,mid_value
202265,709.61,mid_value
202266,117.46,low_value
202267,59.41,low_value
202268,328.59,mid_value
202269,134.82,low_value
202270,19919.76,high_value
202271,87.41,low_value
202272,23163.64,high_value
202273,143.12,low_value
202274,890.67,mid_value
202275,30573.82,high_value
202276,396.99,mid_value
202277,1276.27,high_value
202278,17639.69,high_value
202279,83.5,low_value
202280,32318.48,high_value
202281,330.38,mid_value
202282,105.68,low_value
202283,247.07,mid_value
202284,211.19,mid_value
202285,78.32,low_value
202286,235.77,mid_value
202287,281.63,mid_value
202288,1061.66,high_value
202289,113.97,low_value
202290,28339.01,high_value
202291,25289.12,high_value
202292,447.17,mid_value
202293,74.06,low_value
202294,60.8,low_value
202295,28398.45,high_value
202296,90.5,low_value
202297,476.74,mid_value
202298,440.05,mid_value
202299,107.72,low_value
202300,254.53,mid_value
202301,94.82,low_value
202302,247.35,mid_value
202303,19305.27,high_value
202304,174.81,low_value
202305,307.94,mid_value
202306,68.04,low_value
202307,163.93,low_value
202308,1566.95,high_value
202309,25582.08,high_value
202310,1198.7,high_value
202311,1643.11,high_value
202312,29767.6,high_value
202313,1708.79,high_value
202314,78.96,low_value
202315,644.82,mid_value
202316,121.44,low_value
202317,963.49,mid_value
202318,548.61,mid_value
202319,227.55,mid_value
202320,301.26,mid_value
202321,1203.82,high_value
202322,59.35,low_value
202323,782.46,mid_value
202324,780.29,mid_value
202325,87.45,low_value
202326,503.98,mid_value
202327,94.58,low_value
202328,16970.17,high_value
202329,117.26,low_value
202330,27330.29,high_value
202331,493.46,mid_value
202332,487.15,mid_value
202333,26249.51,high_value
202334,23425.88,high_value
202335,248.95,mid_value
202336,760.39,mid_value
202337,597.08,mid_value
202338,488.64,mid_value
202339,294.4,mid_value
202340,24743.26,high_value
202341,90.81,low_value
202342,111.05,low_value
202343,369.15,mid_value
202344,346.84,mid_value
202345,905.62,mid_value
202346,113.23,low_value
202347,456.56,mid_value
202348,268.93,mid_value
202349,232.96,mid_value
202350,125.76,low_value
202351,383.14,mid_value
202352,26717.36,high_value
202353,27842.2,high_value
202354,107.57,low_value
202355,458.11,mid_value
202356,332.88,mid_value
202357,138.9,low_value
202358,23351.12,high_value
202359,110.81,low_value
202360,288.3,mid_value
202361,229.66,mid_value
202362,155.17,low_value
202363,1069.62,high_value
202364,308.53,mid_value
202365,1025.95,high_value
202366,26519.07,high_value
202367,28131.49,high_value
202368,233.34,mid_value
202369,839.22,mid_value
202370,1895.18,high_value
202371,269.31,mid_value
202372,23791.28,high_value
202373,341.97,mid_value
202374,90.68,low_value
202375,35046.23,high_value
202376,188.32,mid_value
202377,651.54,mid_value
202378,391.4,mid_value
