customer_id,revenue,transaction_count,revenue_normalized,revenue_zscore
116797,87.4,185,0.013184,-0.847126
116798,101.81,197,0.015639,-0.818102
116799,33.32,187,0.003972,-0.956052
116800,1172.18,156,0.197963,1.337796
116801,399.1,2,0.066278,-0.219312
116802,611.92,126,0.10253,0.209342
116803,890.45,139,0.149974,0.770346
116804,794.01,64,0.133546,0.5761
116805,1081.11,146,0.18245,1.154366
116806,1719.5,47,0.291192,2.440187
116807,299.08,113,0.049241,-0.420769
116808,1511.23,53,0.255716,2.020697
116809,652.39,133,0.109423,0.290855
116810,46.64,19,0.006241,-0.929224
116811,582.51,133,0.09752,0.150105
116812,590.32,40,0.09885,0.165836
116813,1191.49,211,0.201252,1.376689
116814,243.35,76,0.039748,-0.533018
116815,449.63,100,0.074886,-0.117537
116816,16.13,220,0.001044,-0.990676
116817,211.79,110,0.034372,-0.596585
116818,42.13,176,0.005473,-0.938307
116819,378.94,227,0.062844,-0.259918
116820,860.36,230,0.144848,0.70974
116821,125.61,23,0.019693,-0.770165
116822,384.8,55,0.063843,-0.248115
116823,124.08,162,0.019432,-0.773247
116824,74.31,215,0.010954,-0.873492
116825,367.69,225,0.060928,-0.282577
116826,51.23,234,0.007023,-0.919979
116827,452.58,58,0.075388,-0.111595
116828,25.92,205,0.002712,-0.970957
116829,66.42,98,0.00961,-0.889383
116830,409.25,221,0.068007,-0.198868
116831,457.52,158,0.07623,-0.101645
116832,24.71,61,0.002506,-0.973394
116833,435.93,82,0.072552,-0.145131
116834,921.63,56,0.155285,0.833148
116835,650.64,99,0.109125,0.28733
116836,80.31,133,0.011976,-0.861407
116837,458.83,132,0.076453,-0.099006
116838,567.76,197,0.095008,0.120396
116839,28.97,39,0.003231,-0.964814
116840,976.71,207,0.164667,0.944088
116841,1193.65,238,0.20162,1.38104
116842,960.07,73,0.161833,0.910572
116843,880.43,238,0.148267,0.750164
116844,693.18,50,0.116371,0.373012
116845,511.79,72,0.085474,0.007664
116846,577.58,236,0.09668,0.140175
116847,830.97,202,0.139842,0.650544
116848,553.09,22,0.092509,0.090849
116849,208.55,88,0.033821,-0.603111
116850,245.77,24,0.040161,-0.528144
116851,1146.79,73,0.193638,1.286656
116852,18.64,150,0.001472,-0.98562
116853,610.02,247,0.102206,0.205515
116854,1558.08,34,0.263696,2.115061
116855,622.48,176,0.104328,0.230611
116856,2560.72,204,0.434484,4.13454
116857,591.65,209,0.099077,0.168515
116858,27.48,132,0.002978,-0.967815
116859,887.26,113,0.14943,0.763921
116860,177.48,57,0.028528,-0.665691
116861,305.35,63,0.050309,-0.40814
116862,197.05,158,0.031862,-0.626273
116863,166.37,100,0.026636,-0.688068
116864,292.29,193,0.048085,-0.434445
116865,248.01,97,0.040542,-0.523632
116866,511.66,91,0.085452,0.007402
116867,848.73,78,0.142867,0.686315
116868,186.26,4,0.030024,-0.648006
116869,130.22,35,0.020478,-0.76088
116870,559.65,33,0.093626,0.104061
116871,564.82,179,0.094507,0.114475
116872,1166.98,120,0.197077,1.327322
116873,18.04,114,0.00137,-0.986829
116874,968.8,246,0.16332,0.928156
116875,378.03,12,0.062689,-0.261751
116876,495.51,196,0.082701,-0.025127
116877,57.91,98,0.008161,-0.906524
116878,293.36,78,0.048267,-0.43229
116879,138.93,2,0.021962,-0.743337
116880,156.67,91,0.024983,-0.707605
116881,360.69,120,0.059736,-0.296676
116882,846.87,234,0.142551,0.682569
116883,690.86,223,0.115976,0.36834
116884,457.02,161,0.076144,-0.102652
116885,397.63,219,0.066028,-0.222273
116886,288.7,45,0.047473,-0.441676
116887,1810.62,184,0.306714,2.623717
116888,420.71,156,0.069959,-0.175786
116889,156.49,98,0.024953,-0.707968
116890,140.74,30,0.02227,-0.739691
116891,482.54,229,0.080491,-0.051251
116892,379.94,162,0.063015,-0.257903
116893,13.86,129,0.000658,-0.995248
116894,896.17,124,0.150948,0.781867
116895,618.9,52,0.103719,0.223401
116896,552.1,141,0.09234,0.088855
116897,45.63,210,0.006069,-0.931258
116898,234.75,168,0.038283,-0.55034
116899,1379.63,193,0.2333,1.755634
116900,1002.39,9,0.169041,0.995811
116901,178.12,70,0.028637,-0.664402
116902,95.43,115,0.014552,-0.830953
116903,308.09,72,0.050776,-0.402621
116904,229.9,72,0.037457,-0.560108
116905,583.21,243,0.097639,0.151515
116906,1707.13,88,0.289085,2.415272
116907,235.49,49,0.038409,-0.548849
116908,42.12,25,0.005471,-0.938328
116909,1149.5,125,0.1941,1.292115
116910,29.34,115,0.003294,-0.964069
116911,1536.32,26,0.25999,2.071233
116912,556.19,154,0.093037,0.097092
116913,1430.98,103,0.242047,1.859061
116914,121.36,168,0.018969,-0.778725
116915,30.78,115,0.00354,-0.961168
116916,344.92,34,0.05705,-0.328439
116917,309.49,245,0.051014,-0.399801
116918,211.35,136,0.034298,-0.597471
116919,1590.97,110,0.269299,2.181307
116920,874.63,2,0.147279,0.738482
116921,551.74,117,0.092279,0.088129
116922,98.88,82,0.01514,-0.824004
116923,672.74,16,0.11289,0.331843
116924,659.16,220,0.110576,0.304491
116925,286.75,200,0.047141,-0.445603
116926,1303.71,191,0.220368,1.602719
116927,101.35,18,0.01556,-0.819029
116928,165.54,167,0.026494,-0.68974
116929,42.66,170,0.005563,-0.93724
116930,803.47,211,0.135158,0.595154
116931,496.11,32,0.082803,-0.023918
116932,199.12,190,0.032214,-0.622104
116933,99.45,127,0.015237,-0.822856
116934,30.49,32,0.00349,-0.961752
116935,101.21,106,0.015537,-0.819311
116936,311.91,240,0.051427,-0.394927
116937,151.96,85,0.024181,-0.717092
116938,159.87,221,0.025529,-0.70116
116939,1052.03,237,0.177497,1.095794
116940,371.95,197,0.061654,-0.273997
116941,663.28,212,0.111278,0.312789
116942,28.18,22,0.003097,-0.966405
116943,237.19,241,0.038699,-0.545425
116944,336.17,27,0.055559,-0.346063
116945,113.15,107,0.01757,-0.795262
116946,74.03,120,0.010907,-0.874056
116947,1031.28,1,0.173963,1.054
116948,1411.99,141,0.238812,1.820812
116949,51.04,225,0.006991,-0.920361
116950,224.64,231,0.036561,-0.570703
116951,1598.45,134,0.270573,2.196372
116952,53.41,141,0.007394,-0.915588
116953,525.91,246,0.087879,0.036104
116954,1801.74,78,0.305201,2.605831
116955,1923.47,200,0.325936,2.851015
116956,328.59,195,0.054268,-0.361331
116957,98.82,165,0.015129,-0.824125
116958,122.88,240,0.019228,-0.775664
116959,1111.83,204,0.187683,1.216241
116960,1223.41,136,0.20669,1.440981
116961,478.09,221,0.079733,-0.060214
116962,736.59,20,0.123766,0.460447
116963,683.4,62,0.114705,0.353314
116964,552.09,151,0.092338,0.088834
116965,888.03,196,0.149562,0.765472
116966,588.24,25,0.098496,0.161646
116967,391.79,32,0.065033,-0.234036
116968,145.22,113,0.023033,-0.730667
116969,691.07,127,0.116012,0.368763
116970,330.69,119,0.054626,-0.357101
116971,184.63,186,0.029746,-0.651289
116972,819.61,153,0.137907,0.627663
116973,606.54,69,0.101613,0.198506
116974,1395.01,138,0.235919,1.786611
116975,100.43,64,0.015404,-0.820882
116976,533.75,159,0.089214,0.051895
116977,150.02,132,0.023851,-0.721
116978,1179.54,185,0.199217,1.35262
116979,62.4,199,0.008926,-0.89748
116980,543.79,34,0.090925,0.072117
116981,792.92,105,0.133361,0.573905
116982,229.19,149,0.037336,-0.561538
116983,1551.06,83,0.262501,2.100921
116984,961.0,135,0.161991,0.912445
116985,184.51,226,0.029726,-0.651531
116986,13.78,121,0.000644,-0.995409
116987,185.96,58,0.029973,-0.648611
116988,175.16,161,0.028133,-0.670363
116989,1113.48,170,0.187964,1.219565
116990,1717.46,53,0.290845,2.436078
116991,46.52,121,0.006221,-0.929465
116992,328.66,85,0.05428,-0.36119
116993,407.4,183,0.067692,-0.202595
116994,58.76,178,0.008306,-0.904812
116995,247.0,166,0.04037,-0.525666
116996,200.69,81,0.032482,-0.618942
116997,394.0,46,0.06541,-0.229584
116998,551.16,81,0.09218,0.086961
116999,617.83,15,0.103536,0.221245
117000,83.53,136,0.012525,-0.854921
117001,848.18,49,0.142774,0.685208
117002,577.44,53,0.096656,0.139893
117003,1109.45,115,0.187278,1.211447
117004,308.32,37,0.050815,-0.402158
117005,1131.64,83,0.191058,1.256142
117006,1014.12,221,0.17104,1.019437
117007,298.49,38,0.049141,-0.421957
117008,249.94,97,0.040871,-0.519744
117009,1360.13,156,0.229978,1.716358
117010,637.92,104,0.106958,0.26171
117011,1327.25,61,0.224377,1.650132
117012,807.21,97,0.135795,0.602687
117013,479.9,128,0.080042,-0.056568
117014,71.57,7,0.010488,-0.87901
117015,182.29,227,0.029347,-0.656003
117016,1744.35,200,0.295425,2.490239
117017,202.41,7,0.032775,-0.615478
117018,58.95,237,0.008338,-0.904429
117019,624.74,59,0.104713,0.235163
117020,672.14,149,0.112787,0.330635
117021,178.06,241,0.028627,-0.664522
117022,186.68,153,0.030095,-0.64716
117023,326.4,195,0.053895,-0.365742
117024,21.01,32,0.001875,-0.980846
117025,788.71,176,0.132644,0.565425
117026,200.7,183,0.032483,-0.618922
117027,971.26,75,0.163739,0.933111
117028,821.34,213,0.138202,0.631147
117029,551.47,96,0.092233,0.087586
117030,206.43,66,0.033459,-0.607381
117031,373.16,151,0.06186,-0.27156
117032,304.24,173,0.05012,-0.410376
117033,216.91,138,0.035245,-0.586272
117034,952.39,78,0.160525,0.895103
117035,340.35,55,0.056271,-0.337644
117036,904.05,188,0.15229,0.797739
117037,65.59,9,0.009469,-0.891055
117038,86.01,83,0.012947,-0.849926
117039,1903.14,3,0.322473,2.810067
117040,453.09,32,0.075475,-0.110568
117041,366.44,54,0.060715,-0.285095
117042,380.28,215,0.063073,-0.257219
117043,131.21,211,0.020647,-0.758886
117044,644.17,76,0.108023,0.274298
117045,54.3,23,0.007546,-0.913795
117046,435.86,14,0.07254,-0.145272
117047,432.88,164,0.072032,-0.151274
117048,1237.8,176,0.209141,1.469965
117049,383.47,234,0.063616,-0.250793
117050,83.71,67,0.012556,-0.854559
117051,435.2,138,0.072428,-0.146601
117052,57.89,214,0.008157,-0.906564
117053,123.95,68,0.01941,-0.773509
117054,25.8,79,0.002691,-0.971199
117055,370.05,52,0.06133,-0.277824
117056,54.16,249,0.007522,-0.914077
117057,326.87,99,0.053975,-0.364795
117058,1361.12,49,0.230147,1.718352
117059,646.06,44,0.108345,0.278105
117060,50.29,128,0.006863,-0.921872
117061,136.94,133,0.021623,-0.747345
117062,569.91,92,0.095374,0.124727
117063,1135.48,241,0.191712,1.263876
117064,26.74,232,0.002851,-0.969305
117065,846.86,238,0.142549,0.682549
117066,422.56,219,0.070275,-0.17206
117067,404.93,143,0.067271,-0.20757
117068,1592.82,222,0.269614,2.185033
117069,698.46,136,0.117271,0.383647
117070,958.96,183,0.161644,0.908336
117071,228.47,113,0.037214,-0.562989
117072,414.13,121,0.068839,-0.189039
117073,487.78,20,0.081384,-0.040696
117074,204.0,205,0.033046,-0.612275
117075,432.27,134,0.071929,-0.152502
117076,145.02,1,0.022999,-0.73107
117077,87.38,174,0.013181,-0.847167
117078,244.18,123,0.03989,-0.531346
117079,682.17,170,0.114496,0.350837
117080,1249.58,242,0.211147,1.493692
117081,315.98,210,0.05212,-0.386729
117082,524.76,198,0.087683,0.033787
117083,64.37,177,0.009261,-0.893512
117084,1184.12,100,0.199997,1.361845
117085,430.36,241,0.071603,-0.156349
117086,767.83,218,0.129087,0.52337
117087,801.01,34,0.134739,0.5902
117088,158.18,228,0.025241,-0.704564
117089,386.63,185,0.064154,-0.244429
117090,1625.47,17,0.275175,2.250795
117091,56.95,89,0.007997,-0.908458
117092,584.51,191,0.097861,0.154134
117093,1648.57,248,0.27911,2.297322
117094,188.75,61,0.030448,-0.642991
117095,998.25,59,0.168336,0.987473
117096,1366.46,92,0.231056,1.729107
117097,697.35,79,0.117082,0.381412
117098,141.55,132,0.022408,-0.738059
117099,213.23,219,0.034618,-0.593684
117100,28.23,161,0.003105,-0.966304
117101,900.27,148,0.151647,0.790125
117102,957.27,149,0.161356,0.904932
117103,510.8,232,0.085305,0.00567
117104,227.34,41,0.037021,-0.565265
117105,49.96,74,0.006807,-0.922537
117106,709.3,44,0.119117,0.405481
117107,658.27,32,0.110425,0.302698
117108,1228.64,192,0.20758,1.451515
117109,665.65,103,0.111682,0.317563
117110,892.15,165,0.150263,0.77377
117111,695.12,189,0.116702,0.37692
117112,508.06,26,0.084838,0.000151
117113,288.41,150,0.047424,-0.44226
117114,1171.99,40,0.197931,1.337413
117115,536.3,59,0.089649,0.057031
117116,264.04,50,0.043273,-0.491345
117117,53.58,205,0.007423,-0.915245
117118,181.74,224,0.029254,-0.65711
117119,402.33,73,0.066829,-0.212806
117120,171.23,229,0.027464,-0.678279
117121,135.02,234,0.021296,-0.751212
117122,384.75,167,0.063834,-0.248215
117123,103.06,16,0.015852,-0.815585
117124,815.75,98,0.13725,0.619888
117125,341.18,74,0.056412,-0.335972
117126,436.5,88,0.072649,-0.143983
117127,89.72,138,0.013579,-0.842453
117128,206.21,173,0.033422,-0.607824
117129,273.89,90,0.04495,-0.471505
117130,835.68,162,0.140644,0.66003
117131,745.18,63,0.125229,0.477749
117132,136.14,229,0.021486,-0.748956
117133,488.79,68,0.081556,-0.038662
117134,149.5,93,0.023762,-0.722047
117135,2231.83,214,0.378461,3.472102
117136,1529.57,217,0.25884,2.057637
117137,424.21,11,0.070556,-0.168737
117138,610.16,238,0.10223,0.205797
117139,818.31,247,0.137686,0.625045
117140,648.27,84,0.108721,0.282556
117141,611.7,88,0.102492,0.208899
117142,1601.68,239,0.271123,2.202878
117143,463.74,95,0.077289,-0.089117
117144,515.72,153,0.086143,0.015579
117145,956.13,69,0.161162,0.902636
117146,564.17,159,0.094396,0.113165
117147,670.13,236,0.112445,0.326586
117148,143.4,185,0.022723,-0.734333
117149,242.02,87,0.039522,-0.535697
117150,89.67,248,0.013571,-0.842554
117151,362.37,181,0.060022,-0.293292
117152,314.15,209,0.051808,-0.390415
117153,2942.47,194,0.49951,4.903446
117154,482.36,56,0.080461,-0.051613
117155,781.93,66,0.131489,0.551769
117156,213.24,219,0.034619,-0.593664
117157,900.54,22,0.151693,0.790669
117158,487.37,209,0.081314,-0.041522
117159,607.0,181,0.101692,0.199432
117160,184.38,185,0.029703,-0.651793
117161,407.74,33,0.06775,-0.20191
117162,512.61,125,0.085613,0.009315
117163,454.7,5,0.075749,-0.107325
117164,1243.69,13,0.210144,1.481829
117165,1152.73,145,0.19465,1.29862
117166,1779.95,43,0.301489,2.561943
117167,560.45,84,0.093762,0.105673
117168,1796.24,212,0.304264,2.594753
117169,903.32,220,0.152166,0.796268
117170,167.93,122,0.026901,-0.684926
117171,288.82,140,0.047494,-0.441434
117172,146.16,212,0.023193,-0.728774
117173,12.1,199,0.000358,-0.998793
117174,114.16,121,0.017742,-0.793227
117175,12.03,56,0.000346,-0.998934
117176,646.19,197,0.108367,0.278367
117177,287.16,29,0.047211,-0.444777
117178,197.4,25,0.031921,-0.625569
117179,727.16,11,0.122159,0.441454
117180,903.35,169,0.152171,0.796329
117181,1860.47,139,0.315205,2.724123
117182,523.63,96,0.087491,0.031511
117183,319.51,38,0.052721,-0.379619
117184,192.11,117,0.03102,-0.636223
117185,135.72,82,0.021415,-0.749802
117186,129.72,190,0.020393,-0.761887
117187,273.13,121,0.044821,-0.473036
117188,2410.98,79,0.408977,3.832939
117189,10.43,209,7.3e-05,-1.002156
117190,119.83,152,0.018708,-0.781807
117191,114.37,44,0.017778,-0.792804
117192,641.37,19,0.107546,0.268659
117193,227.31,37,0.037016,-0.565325
117194,315.56,133,0.052048,-0.387575
117195,90.45,231,0.013704,-0.840983
117196,269.59,4,0.044218,-0.480166
117197,64.46,1,0.009277,-0.893331
117198,390.76,222,0.064858,-0.23611
117199,61.54,126,0.008779,-0.899213
117200,791.54,17,0.133126,0.571125
117201,428.05,171,0.07121,-0.161002
117202,653.62,100,0.109633,0.293332
117203,281.09,50,0.046177,-0.457003
117204,250.22,158,0.040919,-0.519181
117205,61.69,235,0.008805,-0.89891
117206,381.02,192,0.063199,-0.255728
117207,371.29,114,0.061541,-0.275326
117208,325.65,210,0.053767,-0.367252
117209,684.53,36,0.114898,0.35559
117210,903.4,1,0.15218,0.79643
117211,704.73,197,0.118339,0.396276
117212,87.66,120,0.013228,-0.846603
117213,496.51,210,0.082871,-0.023113
117214,51.87,29,0.007132,-0.918689
117215,603.1,209,0.101027,0.191577
117216,250.5,213,0.040966,-0.518617
117217,81.07,66,0.012106,-0.859876
117218,1000.44,36,0.168709,0.991884
117219,485.97,62,0.081076,-0.044342
117220,229.04,148,0.037311,-0.56184
117221,25.6,83,0.002657,-0.971601
117222,395.35,54,0.06564,-0.226865
117223,1293.44,82,0.218618,1.582033
117224,463.64,107,0.077272,-0.089318
117225,1791.57,141,0.303469,2.585347
117226,83.35,47,0.012494,-0.855284
117227,430.02,75,0.071545,-0.157034
117228,810.05,225,0.136279,0.608408
117229,382.79,113,0.0635,-0.252163
117230,57.74,156,0.008132,-0.906866
117231,447.2,128,0.074472,-0.122431
117232,483.04,55,0.080577,-0.050243
117233,662.28,171,0.111108,0.310775
117234,726.09,234,0.121977,0.439299
117235,746.52,44,0.125457,0.480448
117236,554.5,21,0.092749,0.093689
117237,131.55,222,0.020705,-0.758201
117238,268.96,53,0.044111,-0.481435
117239,758.34,175,0.127471,0.504255
117240,1543.37,124,0.261191,2.085432
117241,51.12,224,0.007004,-0.9202
117242,393.44,121,0.065314,-0.230712
117243,197.36,87,0.031914,-0.625649
117244,137.7,153,0.021752,-0.745814
117245,362.42,96,0.06003,-0.293192
117246,475.82,229,0.079347,-0.064786
117247,14.91,169,0.000836,-0.993133
117248,767.53,159,0.129036,0.522765
117249,867.07,13,0.145991,0.723255
117250,1693.55,6,0.286772,2.387919
117251,109.62,1,0.016969,-0.802372
117252,461.38,136,0.076887,-0.09387
117253,288.11,56,0.047373,-0.442864
117254,213.85,190,0.034723,-0.592436
117255,426.93,87,0.071019,-0.163258
117256,772.51,111,0.129884,0.532796
117257,21.66,197,0.001986,-0.979537
117258,1753.38,221,0.296963,2.508427
117259,840.05,150,0.141389,0.668832
117260,705.46,192,0.118463,0.397746
117261,724.37,197,0.121684,0.435834
117262,256.38,17,0.041968,-0.506773
117263,706.4,146,0.118623,0.39964
117264,254.51,45,0.041649,-0.51054
117265,1154.87,54,0.195015,1.302931
117266,107.53,39,0.016613,-0.806581
117267,182.9,65,0.029451,-0.654774
117268,410.74,95,0.068261,-0.195867
117269,202.25,216,0.032747,-0.6158
117270,286.03,182,0.047018,-0.447053
117271,349.05,144,0.057753,-0.320121
117272,980.2,197,0.165262,0.951117
117273,380.32,240,0.063079,-0.257138
117274,235.07,160,0.038338,-0.549695
117275,152.33,26,0.024244,-0.716347
117276,272.7,163,0.044748,-0.473902
117277,372.56,53,0.061758,-0.272768
117278,695.44,117,0.116756,0.377564
117279,74.51,249,0.010988,-0.873089
117280,135.26,171,0.021337,-0.750729
117281,248.74,169,0.040666,-0.522161
117282,233.45,24,0.038062,-0.552958
117283,258.58,44,0.042343,-0.502342
117284,798.78,207,0.134359,0.585708
117285,205.9,23,0.033369,-0.608448
117286,358.48,126,0.059359,-0.301127
117287,498.96,75,0.083288,-0.018178
117288,142.1,222,0.022502,-0.736952
117289,644.16,173,0.108021,0.274278
117290,406.05,222,0.067462,-0.205314
117291,306.0,55,0.05042,-0.406831
117292,839.8,70,0.141346,0.668329
117293,149.52,110,0.023766,-0.722007
117294,1083.54,69,0.182864,1.159261
117295,421.68,115,0.070125,-0.173832
117296,479.75,240,0.080016,-0.05687
117297,1049.96,237,0.177144,1.091625
117298,860.73,64,0.144911,0.710485
117299,470.1,142,0.078372,-0.076307
117300,709.56,30,0.119161,0.406004
117301,293.98,132,0.048373,-0.431041
117302,406.35,6,0.067513,-0.204709
117303,42.04,39,0.005458,-0.938489
117304,57.08,146,0.00802,-0.908196
117305,894.29,51,0.150628,0.77808
117306,40.76,103,0.00524,-0.941067
117307,102.8,106,0.015807,-0.816108
117308,804.41,247,0.135318,0.597048
117309,10.57,184,9.7e-05,-1.001874
117310,175.92,217,0.028262,-0.668833
117311,448.58,57,0.074707,-0.119651
117312,462.49,187,0.077076,-0.091634
117313,760.63,61,0.127861,0.508868
117314,362.54,145,0.060051,-0.29295
117315,366.06,225,0.06065,-0.28586
117316,656.06,38,0.110048,0.298247
117317,355.2,204,0.058801,-0.307734
117318,478.87,209,0.079866,-0.058642
117319,1150.28,89,0.194233,1.293686
117320,266.62,113,0.043712,-0.486148
117321,253.17,37,0.041421,-0.513239
117322,11.78,145,0.000303,-0.999437
117323,485.22,91,0.080948,-0.045853
117324,25.11,31,0.002574,-0.972588
117325,360.74,14,0.059744,-0.296575
117326,825.42,181,0.138897,0.639365
117327,409.17,36,0.067994,-0.19903
117328,167.11,86,0.026762,-0.686577
117329,781.28,248,0.131378,0.55046
117330,167.16,121,0.02677,-0.686477
117331,670.31,5,0.112476,0.326949
117332,481.14,40,0.080253,-0.05407
117333,103.16,198,0.015869,-0.815383
117334,1187.64,232,0.200597,1.368935
117335,121.97,197,0.019073,-0.777497
117336,2292.35,88,0.38877,3.593999
117337,13.67,150,0.000625,-0.99563
117338,162.91,14,0.026046,-0.695037
117339,121.48,153,0.018989,-0.778484
117340,17.05,212,0.001201,-0.988823
117341,669.07,193,0.112264,0.324451
117342,601.15,177,0.100695,0.187649
117343,795.95,35,0.133877,0.580008
117344,158.33,229,0.025266,-0.704262
117345,303.79,180,0.050044,-0.411282
117346,548.1,220,0.091659,0.080798
117347,299.7,157,0.049347,-0.41952
117348,607.55,186,0.101785,0.20054
117349,512.52,104,0.085598,0.009134
117350,70.88,72,0.01037,-0.8804
117351,769.44,210,0.129361,0.526612
117352,647.69,31,0.108623,0.281388
117353,543.32,21,0.090845,0.07117
117354,94.26,134,0.014353,-0.833309
117355,165.98,9,0.026569,-0.688853
117356,259.76,30,0.042544,-0.499965
117357,174.2,108,0.027969,-0.672297
117358,139.26,18,0.022018,-0.742672
117359,828.3,30,0.139387,0.645166
117360,518.38,249,0.086596,0.020937
117361,426.75,84,0.070988,-0.163621
117362,138.06,60,0.021813,-0.745089
117363,1260.99,183,0.213091,1.516674
117364,116.09,123,0.018071,-0.78934
117365,802.25,10,0.13495,0.592697
117366,1710.69,248,0.289692,2.422442
117367,659.31,141,0.110602,0.304793
117368,2480.94,41,0.420894,3.97385
117369,536.41,2,0.089667,0.057252
117370,132.61,119,0.020885,-0.756066
117371,123.96,5,0.019412,-0.773489
117372,206.2,161,0.03342,-0.607844
117373,13.58,193,0.00061,-0.995812
117374,582.38,248,0.097498,0.149843
117375,166.44,37,0.026648,-0.687927
117376,854.2,61,0.143799,0.697333
117377,232.5,58,0.0379,-0.554871
117378,336.92,12,0.055687,-0.344553
117379,1696.14,41,0.287213,2.393136
117380,148.65,28,0.023617,-0.723759
117381,648.73,210,0.1088,0.283483
117382,713.49,36,0.119831,0.41392
117383,134.87,94,0.02127,-0.751514
117384,357.57,42,0.059204,-0.30296
117385,225.55,182,0.036716,-0.56887
117386,749.0,182,0.12588,0.485443
117387,497.07,38,0.082966,-0.021985
117388,333.12,85,0.05504,-0.352207
117389,765.62,103,0.128711,0.518918
117390,144.04,123,0.022832,-0.733044
117391,710.44,71,0.119311,0.407777
117392,1012.63,69,0.170786,1.016436
117393,1064.42,186,0.179608,1.12075
117394,775.48,227,0.13039,0.538778
117395,272.14,79,0.044652,-0.47503
117396,2013.39,137,0.341253,3.032129
117397,248.69,48,0.040658,-0.522262
117398,518.92,247,0.086688,0.022025
117399,97.82,146,0.014959,-0.826139
117400,1977.36,115,0.335116,2.959558
117401,618.67,12,0.103679,0.222937
117402,709.95,27,0.119228,0.40679
117403,44.02,206,0.005795,-0.934501
117404,730.73,121,0.122768,0.448644
117405,755.21,77,0.126937,0.497951
117406,567.02,222,0.094882,0.118906
117407,182.59,126,0.029399,-0.655398
117408,346.37,164,0.057297,-0.325519
117409,68.51,117,0.009966,-0.885174
117410,328.94,177,0.054328,-0.360626
117411,149.74,116,0.023803,-0.721563
117412,224.7,233,0.036572,-0.570582
117413,98.73,9,0.015114,-0.824306
117414,140.72,162,0.022267,-0.739731
117415,49.83,76,0.006785,-0.922798
117416,1272.25,178,0.215009,1.539353
117417,387.95,89,0.064379,-0.24177
117418,262.71,50,0.043046,-0.494024
117419,392.89,22,0.065221,-0.23182
117420,504.82,5,0.084287,-0.006375
117421,1284.75,15,0.217138,1.56453
117422,108.43,107,0.016766,-0.804768
117423,185.17,239,0.029838,-0.650202
117424,1870.48,146,0.31691,2.744285
117425,241.97,119,0.039513,-0.535797
117426,21.41,77,0.001944,-0.980041
117427,89.88,15,0.013607,-0.842131
117428,23.35,217,0.002274,-0.976133
117429,2308.76,226,0.391566,3.627052
117430,173.47,194,0.027845,-0.673767
117431,1295.51,149,0.218971,1.586202
117432,2756.71,87,0.467868,4.529295
117433,467.95,209,0.078006,-0.080637
117434,26.88,189,0.002875,-0.969023
117435,52.56,4,0.00725,-0.9173
117436,338.49,105,0.055954,-0.34139
117437,270.58,48,0.044387,-0.478172
117438,475.93,129,0.079365,-0.064564
117439,298.88,7,0.049207,-0.421171
117440,1369.63,189,0.231596,1.735492
117441,392.58,181,0.065168,-0.232444
117442,601.64,95,0.100779,0.188636
117443,1144.02,35,0.193166,1.281077
117444,89.42,21,0.013528,-0.843058
117445,140.51,188,0.022231,-0.740154
117446,66.76,76,0.009668,-0.888699
117447,85.2,5,0.012809,-0.851557
117448,369.32,131,0.061206,-0.279294
117449,203.7,187,0.032994,-0.612879
117450,285.11,76,0.046862,-0.448906
117451,2032.49,121,0.344506,3.070599
117452,95.22,10,0.014516,-0.831376
117453,399.15,46,0.066287,-0.219211
117454,62.05,178,0.008866,-0.898185
117455,201.73,190,0.032659,-0.616847
117456,384.89,187,0.063858,-0.247933
117457,1475.27,222,0.249591,1.948268
117458,258.16,145,0.042271,-0.503188
117459,43.55,184,0.005715,-0.935447
117460,255.64,44,0.041842,-0.508264
117461,88.76,107,0.013416,-0.844387
117462,140.68,147,0.02226,-0.739812
117463,491.29,146,0.081982,-0.033627
117464,44.9,26,0.005945,-0.932728
117465,322.49,28,0.053229,-0.373617
117466,480.11,49,0.080077,-0.056145
117467,283.97,32,0.046667,-0.451203
117468,19.66,247,0.001645,-0.983566
117469,2127.47,103,0.360685,3.261904
117470,238.73,20,0.038961,-0.542323
117471,763.84,85,0.128407,0.515333
117472,207.0,46,0.033557,-0.606233
117473,332.19,236,0.054881,-0.35408
117474,255.89,58,0.041884,-0.50776
117475,219.69,16,0.035718,-0.580673
117476,21.05,76,0.001882,-0.980766
117477,233.16,129,0.038013,-0.553542
117478,1111.32,174,0.187596,1.215214
117479,596.23,160,0.099857,0.17774
117480,88.57,14,0.013383,-0.84477
117481,457.21,142,0.076177,-0.102269
117482,1123.88,83,0.189736,1.240512
117483,612.04,193,0.10255,0.209583
117484,90.49,25,0.01371,-0.840903
117485,1021.84,42,0.172355,1.034987
117486,189.44,113,0.030565,-0.641601
117487,312.64,237,0.051551,-0.393457
117488,383.42,119,0.063608,-0.250894
117489,960.25,13,0.161863,0.910935
117490,1351.25,53,0.228465,1.698472
117491,1337.16,196,0.226065,1.670092
117492,13.99,188,0.00068,-0.994986
117493,1284.81,212,0.217148,1.564651
117494,37.96,68,0.004763,-0.946706
117495,164.47,41,0.026312,-0.691895
117496,371.79,6,0.061626,-0.274319
117497,336.89,124,0.055682,-0.344613
117498,474.07,112,0.079049,-0.06831
117499,336.43,26,0.055603,-0.34554
117500,1371.9,234,0.231983,1.740064
117501,147.58,219,0.023435,-0.725914
117502,170.12,22,0.027274,-0.680515
117503,1277.5,157,0.215903,1.549927
