customer_id,days_as_customer,transactions_per_month,engagement,support_tickets,avg_spend,churn
300663,354,23.36,77.53,2,422.57,0
300664,545,21.55,76.82,3,246.6,0
300665,45,14.73,48.78,4,333.09,0
300666,821,2.68,2.91,5,260.23,0
300667,365,3.17,15.57,4,243.75,1
300668,788,25.72,91.39,1,419.1,0
300669,287,29.71,103.77,1,380.38,0
300670,526,20.61,71.08,1,246.87,0
300671,925,13.93,52.96,2,64.7,0
300672,189,19.78,78.49,1,66.55,0
300673,504,18.24,65.18,1,402.75,0
300674,881,12.12,39.35,6,269.4,1
300675,693,2.9,9.7,3,245.98,0
300676,937,24.82,88.18,3,343.48,0
300677,719,11.78,34.19,2,430.83,0
300678,704,24.74,87.61,4,318.15,0
300679,409,8.32,30.44,2,383.8,0
300680,574,1.03,7.58,1,384.98,0
300681,958,5.61,23.3,4,184.57,1
300682,986,14.59,51.39,2,144.3,0
300683,720,28.38,103.89,5,402.57,0
300684,456,3.96,19.98,0,194.82,0
300685,642,25.77,90.29,2,452.63,0
300686,297,16.28,58.25,3,44.15,0
300687,864,24.95,82.03,2,38.53,0
300688,606,9.65,29.43,3,464.23,0
300689,446,25.36,86.24,2,327.74,0
300690,197,23.41,80.61,3,196.0,0
300691,871,7.67,23.56,1,379.98,0
300692,72,4.81,16.72,2,339.44,0
300693,585,26.17,90.37,2,270.29,0
300694,314,28.93,104.48,2,58.45,0
300695,426,1.91,5.25,6,407.97,1
300696,41,22.21,70.86,2,434.35,0
300697,636,27.38,96.19,1,94.36,0
300698,331,25.86,90.48,2,426.75,0
300699,927,28.97,98.81,2,440.15,0
300700,282,23.04,80.93,4,279.22,0
300701,528,13.83,45.17,2,331.53,0
300702,783,10.05,36.15,2,197.3,0
300703,64,10.3,43.95,3,148.08,0
300704,756,22.01,71.61,4,363.77,0
300705,878,22.63,77.65,3,432.32,0
300706,119,6.81,21.81,4,330.5,0
300707,805,26.18,90.31,3,260.68,0
300708,634,21.73,79.12,0,87.87,0
300709,951,17.32,62.25,3,36.19,1
300710,999,14.67,53.91,0,228.39,0
300711,631,16.75,58.73,3,34.18,1
300712,447,5.62,15.7,3,288.97,0
300713,144,6.91,20.83,3,197.54,0
300714,646,3.64,14.99,0,381.02,0
300715,932,5.46,19.61,0,159.77,0
300716,225,14.16,53.33,2,300.56,0
300717,855,16.38,58.21,2,273.46,0
300718,530,1.52,1.76,2,12.31,1
300719,655,24.11,82.81,2,45.47,0
300720,522,9.53,35.05,3,152.28,0
300721,104,27.44,98.18,0,442.3,0
300722,442,29.06,104.27,0,82.04,0
300723,405,6.38,19.18,1,358.34,0
300724,449,14.4,46.8,3,486.95,0
300725,758,1.04,3.06,1,397.38,0
300726,306,18.35,68.55,4,129.04,1
300727,790,18.61,63.06,4,455.1,0
300728,705,8.18,29.99,1,55.62,0
300729,423,17.19,61.54,3,239.39,0
300730,898,7.54,28.67,6,444.9,0
300731,486,5.66,24.82,3,324.22,0
300732,949,19.89,74.31,0,212.69,0
300733,221,10.45,34.8,2,153.48,0
300734,768,18.12,57.12,2,193.8,0
300735,718,13.56,45.44,5,259.38,0
300736,128,29.55,103.64,3,166.33,0
300737,577,5.34,17.6,3,484.79,0
300738,125,14.47,56.56,4,467.21,0
300739,693,20.73,72.62,0,436.63,0
300740,692,12.47,45.61,1,216.7,0
300741,219,29.27,103.08,1,348.74,0
300742,765,21.93,75.73,1,452.39,0
300743,66,20.05,64.41,1,426.71,0
300744,809,22.95,80.11,2,213.02,0
300745,398,28.63,109.96,1,65.07,0
300746,724,27.33,91.91,1,47.06,0
300747,554,22.0,71.57,1,292.76,0
300748,308,22.73,85.35,3,324.89,1
300749,246,5.23,20.54,3,426.42,1
300750,896,3.98,14.5,1,153.33,0
300751,902,17.56,65.53,2,92.06,0
300752,827,1.53,2.87,0,195.71,0
300753,302,14.99,52.14,4,183.25,1
300754,910,7.1,27.72,3,74.91,1
300755,91,11.03,44.95,3,339.42,0
300756,625,23.5,78.74,5,259.26,0
300757,909,28.3,102.88,2,363.35,0
300758,758,3.1,12.0,1,182.82,0
300759,371,16.49,58.21,1,169.59,0
300760,426,26.59,93.05,3,241.56,0
300761,728,3.39,7.72,2,439.93,0
300762,48,24.91,90.08,5,29.74,0
300763,206,11.38,37.47,1,404.37,0
300764,641,10.34,32.95,3,190.8,0
300765,425,29.35,105.37,3,428.76,0
300766,474,6.82,26.25,3,403.08,0
300767,262,21.1,74.1,2,180.89,0
300768,944,24.82,90.11,0,350.0,0
300769,105,2.19,11.96,2,88.22,0
300770,294,20.44,75.47,1,449.18,0
300771,484,28.59,98.5,4,208.2,0
300772,825,4.6,19.15,1,233.26,0
300773,747,26.99,95.1,4,355.82,0
300774,764,18.25,69.05,2,412.21,0
300775,413,18.88,65.71,1,125.81,0
300776,593,18.78,64.64,1,334.06,0
300777,880,9.67,31.99,2,202.08,0
300778,535,28.12,98.99,4,190.66,0
300779,396,28.47,101.06,2,348.11,0
300780,173,19.13,68.43,5,199.72,0
300781,914,23.72,84.06,1,179.59,0
300782,98,18.76,67.66,3,419.59,0
300783,128,15.05,52.0,1,59.63,0
300784,425,20.16,67.96,3,341.19,0
300785,54,17.04,56.75,3,131.88,1
300786,977,18.33,67.07,3,17.59,0
300787,920,23.73,84.47,1,91.71,0
300788,498,14.95,46.74,2,307.26,0
300789,513,2.18,10.93,1,357.47,0
300790,594,5.76,25.79,2,20.32,0
300791,180,13.72,45.87,3,27.85,0
300792,173,22.02,78.08,3,452.25,0
300793,598,18.21,62.3,2,45.92,0
300794,68,19.86,71.39,3,448.15,0
300795,138,14.9,48.65,3,121.8,0
300796,722,18.86,65.78,4,372.61,0
300797,71,10.54,39.84,2,161.77,0
300798,215,14.64,54.93,4,430.79,0
300799,964,22.58,80.32,2,353.22,0
300800,427,26.28,90.97,4,206.89,0
300801,252,13.58,42.74,3,47.39,1
300802,663,2.27,5.66,4,369.02,1
300803,162,5.69,18.5,1,312.27,0
300804,192,1.6,3.52,2,11.43,0
300805,244,19.94,69.98,0,14.62,0
300806,762,10.64,36.2,1,406.31,0
300807,264,16.73,59.08,3,137.11,0
300808,872,15.31,57.18,3,321.71,0
300809,687,3.36,10.56,1,232.57,0
300810,780,12.69,40.28,6,433.08,0
300811,617,7.4,23.78,5,459.31,0
300812,38,13.13,47.72,4,498.44,0
300813,103,6.9,26.2,2,85.31,0
300814,983,25.37,90.02,0,432.85,0
300815,521,6.05,25.08,4,140.35,1
300816,942,28.86,100.46,4,299.5,0
300817,282,13.06,51.87,4,257.83,0
300818,259,25.54,91.85,2,18.81,0
300819,548,19.23,59.75,4,467.06,0
300820,203,22.33,83.54,5,48.38,0
300821,682,23.26,79.12,3,347.23,0
300822,197,15.64,51.64,1,394.65,0
300823,199,16.76,60.22,3,399.69,0
300824,422,15.91,50.46,5,76.39,0
300825,975,18.05,61.1,5,229.31,0
300826,824,1.85,11.15,2,416.42,0
300827,663,12.47,45.31,2,158.31,0
300828,223,18.58,67.46,3,239.2,0
300829,546,18.33,62.2,5,143.67,0
300830,58,24.0,79.37,0,237.14,0
300831,194,20.0,72.1,1,445.04,0
300832,451,29.77,106.99,4,233.01,0
300833,368,9.23,34.97,1,282.4,0
300834,677,11.42,40.58,1,207.95,0
300835,525,12.13,39.56,3,235.46,0
300836,394,14.51,58.09,4,17.44,1
300837,862,25.24,89.79,4,149.04,0
300838,371,7.84,26.91,0,223.93,0
300839,529,23.5,81.76,2,320.56,0
300840,686,12.75,45.09,4,230.53,1
300841,540,18.45,67.8,3,175.53,1
300842,356,19.34,68.27,2,200.17,0
300843,246,11.81,43.92,2,128.72,0
300844,330,15.87,55.98,3,463.0,0
300845,161,12.98,45.09,1,265.65,0
300846,833,3.0,12.44,4,16.57,1
300847,99,13.68,49.68,1,19.53,0
300848,281,3.82,12.88,1,486.75,0
300849,444,12.75,42.36,2,118.51,0
300850,816,18.19,64.71,0,404.75,0
300851,474,17.8,62.55,0,38.55,0
300852,905,20.22,69.09,1,461.37,0
300853,211,3.76,10.64,2,438.46,0
300854,196,19.91,70.92,2,289.84,0
300855,120,10.05,36.83,0,14.41,0
300856,743,12.57,42.92,2,136.33,0
300857,887,25.88,88.85,2,209.34,0
300858,560,1.26,1.93,3,235.43,0
300859,68,18.06,64.37,2,155.86,0
300860,155,18.36,61.86,1,26.14,0
300861,480,12.5,50.48,4,299.16,0
300862,202,7.87,26.33,3,266.84,0
300863,682,7.81,20.04,1,148.67,0
300864,783,26.63,93.11,3,28.61,0
300865,249,13.82,48.15,1,497.35,0
300866,667,10.6,40.42,5,246.17,1
300867,87,14.01,49.92,3,380.44,0
300868,689,20.41,68.94,1,231.63,0
300869,505,5.23,17.44,2,31.15,1
300870,485,14.03,50.1,1,161.7,0
300871,858,18.05,56.68,3,166.85,0
300872,924,28.51,103.8,2,420.79,0
300873,390,8.32,26.64,2,330.57,0
300874,964,11.42,44.22,1,144.96,0
300875,30,12.0,43.18,4,484.19,0
300876,416,18.56,66.85,0,167.56,0
300877,377,11.35,43.16,0,499.13,0
300878,219,16.47,59.37,2,498.12,0
300879,534,23.67,84.87,2,103.69,0
300880,220,21.46,74.6,1,163.24,0
300881,537,13.94,49.92,4,248.16,0
300882,398,26.06,89.46,1,335.41,0
300883,438,17.19,59.12,1,268.74,0
300884,853,16.66,64.19,3,485.03,0
300885,958,1.99,4.55,5,364.75,0
300886,963,29.61,104.11,1,113.9,0
300887,146,4.57,16.32,2,61.5,0
300888,163,7.7,26.03,1,347.32,1
300889,87,2.5,10.29,4,87.64,1
300890,585,19.56,70.23,2,395.96,0
300891,714,7.52,23.53,5,162.41,0
300892,701,6.22,22.08,2,170.18,0
300893,202,3.57,9.24,4,15.29,0
300894,858,4.0,16.35,2,353.5,0
300895,844,17.96,63.37,3,65.5,0
300896,178,20.96,73.6,1,388.71,0
300897,109,12.52,45.81,1,251.02,0
300898,915,14.92,51.38,4,394.3,0
300899,242,20.89,75.87,3,296.12,0
300900,232,1.5,2.42,3,50.39,1
300901,793,10.37,40.53,1,385.17,0
300902,258,29.22,100.62,6,44.2,1
300903,705,17.82,57.29,2,244.56,0
300904,256,8.37,28.32,1,94.45,1
300905,688,16.13,55.13,0,378.64,0
300906,561,10.94,37.27,4,456.68,0
300907,470,16.44,58.22,1,281.52,0
300908,431,4.65,19.56,4,268.3,0
300909,76,4.85,16.4,4,384.34,0
300910,262,5.16,15.99,1,12.49,1
300911,334,28.25,95.51,1,459.7,0
300912,555,22.25,76.48,1,106.75,0
300913,172,5.71,14.32,2,492.22,0
300914,444,6.46,20.44,4,370.76,0
300915,542,22.19,81.41,2,389.38,0
300916,402,5.53,16.88,1,331.54,0
300917,595,7.8,29.19,1,241.11,0
300918,915,28.94,97.6,6,290.1,1
300919,288,8.4,34.73,1,32.74,0
300920,685,20.19,76.17,2,315.74,0
300921,500,29.38,104.6,2,316.79,0
300922,982,11.85,47.46,1,446.69,0
300923,41,1.51,6.35,0,257.77,0
300924,359,8.08,30.59,3,47.8,0
300925,765,25.1,91.62,4,160.04,0
300926,813,26.07,91.8,3,331.26,0
300927,997,23.29,76.85,4,127.24,0
300928,387,4.28,17.35,3,147.46,0
300929,437,24.07,82.83,0,412.03,0
300930,697,27.64,95.55,6,296.32,0
300931,402,18.42,65.36,2,259.18,0
300932,37,28.29,100.7,4,166.04,0
300933,151,24.98,87.87,1,368.15,0
300934,377,20.34,73.1,3,150.98,0
300935,705,17.74,59.96,0,371.16,0
300936,119,11.11,38.75,1,44.35,0
300937,677,5.62,22.21,4,433.63,0
300938,727,18.54,70.22,3,254.79,0
300939,345,10.23,42.17,0,224.87,0
300940,207,26.13,92.74,3,309.4,0
300941,569,29.81,106.84,1,315.85,1
300942,761,22.82,85.82,0,74.7,0
300943,898,3.62,10.67,4,380.55,1
300944,70,9.37,34.69,2,145.2,0
300945,769,4.16,16.88,3,453.43,0
300946,733,19.86,73.87,2,410.75,0
300947,952,23.19,77.76,3,179.67,0
300948,531,27.84,94.64,2,405.79,0
300949,988,13.71,48.04,4,184.63,0
300950,174,27.14,96.12,2,59.46,0
300951,230,26.46,95.97,7,481.33,0
300952,958,10.2,37.25,3,329.77,0
300953,753,26.2,91.24,2,233.49,0
300954,490,11.89,42.88,3,204.91,1
300955,761,9.61,34.54,0,169.11,0
300956,781,19.82,74.62,2,490.91,0
300957,954,10.52,37.33,1,76.03,1
300958,938,19.28,66.32,3,164.25,0
300959,587,18.69,66.75,2,247.89,0
300960,576,17.34,61.28,5,244.22,0
300961,282,12.03,37.4,4,240.97,0
300962,419,16.91,59.13,1,96.13,0
300963,623,18.3,63.74,2,81.02,0
300964,912,16.82,57.26,1,134.84,0
300965,285,13.89,51.72,3,458.12,1
300966,738,1.43,2.63,2,65.4,1
300967,844,18.02,64.45,1,381.14,0
300968,950,5.88,20.15,2,381.2,0
300969,479,19.63,69.04,1,406.79,0
300970,39,23.02,81.81,4,444.44,0
300971,853,15.51,50.37,2,138.89,0
300972,827,16.73,59.12,2,120.03,0
300973,271,28.59,106.94,3,238.1,0
300974,280,25.57,84.82,5,139.89,0
300975,906,27.51,96.12,1,369.81,0
300976,34,24.6,89.47,0,321.61,1
300977,148,4.16,15.46,2,438.74,0
300978,830,5.32,20.69,3,50.54,1
300979,403,16.27,49.83,4,458.39,0
300980,94,8.14,30.27,2,153.74,0
300981,175,14.82,49.6,2,250.44,0
300982,253,12.44,44.46,2,224.92,0
300983,268,16.93,59.18,3,382.55,0
300984,206,22.66,86.14,1,215.96,0
300985,808,21.75,77.76,1,472.34,0
300986,882,16.12,56.07,4,452.24,0
300987,311,24.85,82.44,1,437.36,0
300988,92,13.5,47.6,2,44.92,0
300989,246,27.0,96.99,1,428.59,0
300990,883,3.07,10.49,1,393.0,0
300991,856,28.69,98.88,1,60.72,0
300992,824,19.99,68.23,1,62.63,0
300993,718,12.02,43.68,3,59.57,0
300994,490,6.72,25.79,2,15.55,0
300995,958,14.9,56.22,5,278.83,0
300996,639,6.64,20.26,5,486.96,0
300997,134,5.82,21.96,2,224.96,0
300998,128,18.9,65.8,2,274.97,0
300999,540,16.17,56.32,4,484.31,0
301000,414,20.43,72.72,0,135.04,0
