transaction_id,timestamp,customer_type,payment_method,region,device_type,status,error_message,amount
TX_00002395,2025-01-08 09:06:00,SMB,credit_card,US-East,desktop,success,None,73.2
TX_00002396,2025-01-08 09:07:00,Startup,credit_card,US-East,mobile_ios,success,None,21.67
TX_00002397,2025-01-08 09:14:00,Startup,credit_card,US-East,desktop,success,None,26.43
TX_00002398,2025-01-08 09:15:00,Enterprise,credit_card,US-East,mobile_android,success,None,141.4
TX_00002399,2025-01-08 09:17:00,SMB,credit_card,US-East,desktop,success,None,80.88
TX_00002400,2025-01-08 09:27:00,Startup,credit_card,US-East,desktop,success,None,50.64
TX_00002401,2025-01-08 09:31:00,SMB,debit,US-East,mobile_android,success,None,91.0
TX_00002402,2025-01-08 09:35:00,Enterprise,credit_card,US-East,desktop,success,None,184.0
TX_00002403,2025-01-08 09:52:00,SMB,debit,US-East,desktop,success,None,64.76
TX_00002404,2025-01-08 09:57:00,SMB,crypto,EU-Central,mobile_ios,success,None,99.75
TX_00002405,2025-01-08 10:00:00,SMB,debit,US-East,mobile_ios,failed,Invalid PIN,0.0
TX_00002406,2025-01-08 10:01:00,Startup,debit,US-East,desktop,success,None,44.65
TX_00002407,2025-01-08 10:02:00,SMB,crypto,US-East,desktop,success,None,86.7
TX_00002408,2025-01-08 10:03:00,Startup,credit_card,US-East,mobile_ios,success,None,40.31
TX_00002409,2025-01-08 10:05:00,Startup,crypto,US-East,desktop,success,None,37.34
TX_00002410,2025-01-08 10:12:00,Startup,debit,APAC,mobile_android,success,None,40.98
TX_00002411,2025-01-08 10:13:00,Enterprise,debit,EU-Central,desktop,success,None,159.93
TX_00002412,2025-01-08 10:14:00,SMB,credit_card,US-East,mobile_android,success,None,105.89
TX_00002413,2025-01-08 10:18:00,SMB,credit_card,US-West,desktop,success,None,70.12
TX_00002414,2025-01-08 10:19:00,Startup,debit,US-East,desktop,success,None,33.66
TX_00002415,2025-01-08 10:22:00,SMB,debit,US-East,desktop,success,None,73.78
TX_00002416,2025-01-08 10:23:00,SMB,debit,EU-Central,desktop,success,None,101.35
TX_00002417,2025-01-08 10:24:00,SMB,credit_card,US-East,desktop,success,None,96.09
TX_00002418,2025-01-08 10:24:00,SMB,credit_card,US-West,desktop,success,None,83.67
TX_00002419,2025-01-08 10:26:00,SMB,credit_card,US-West,mobile_android,success,None,78.5
TX_00002420,2025-01-08 10:27:00,SMB,credit_card,US-West,desktop,success,None,65.52
TX_00002421,2025-01-08 10:37:00,Enterprise,credit_card,APAC,mobile_android,success,None,185.75
TX_00002422,2025-01-08 10:40:00,Enterprise,credit_card,EU-Central,desktop,failed,Card expired,0.0
TX_00002423,2025-01-08 10:44:00,SMB,credit_card,EU-Central,mobile_ios,success,None,57.97
TX_00002424,2025-01-08 10:45:00,Startup,credit_card,US-East,mobile_android,success,None,45.89
TX_00002425,2025-01-08 10:48:00,SMB,credit_card,US-East,mobile_android,success,None,76.3
TX_00002426,2025-01-08 10:49:00,SMB,crypto,EU-Central,desktop,success,None,61.78
TX_00002427,2025-01-08 10:56:00,SMB,debit,APAC,mobile_ios,success,None,67.69
TX_00002428,2025-01-08 10:57:00,SMB,debit,US-West,desktop,success,None,84.29
TX_00002429,2025-01-08 10:58:00,Startup,credit_card,APAC,desktop,success,None,56.47
TX_00002430,2025-01-08 11:00:00,Enterprise,debit,US-East,mobile_ios,success,None,170.05
TX_00002431,2025-01-08 11:04:00,Startup,credit_card,US-East,desktop,success,None,56.44
TX_00002432,2025-01-08 11:08:00,Startup,crypto,US-East,desktop,success,None,46.47
TX_00002433,2025-01-08 11:09:00,Startup,debit,US-West,desktop,success,None,44.78
TX_00002434,2025-01-08 11:10:00,SMB,credit_card,EU-Central,desktop,success,None,76.08
TX_00002435,2025-01-08 11:11:00,SMB,debit,US-East,desktop,success,None,102.21
TX_00002436,2025-01-08 11:14:00,Startup,credit_card,APAC,mobile_android,success,None,49.47
TX_00002437,2025-01-08 11:14:00,Enterprise,credit_card,US-West,desktop,success,None,152.77
TX_00002438,2025-01-08 11:16:00,Startup,debit,US-West,mobile_ios,success,None,30.82
TX_00002439,2025-01-08 11:19:00,Startup,credit_card,EU-Central,mobile_ios,success,None,45.63
TX_00002440,2025-01-08 11:22:00,Startup,credit_card,US-East,mobile_ios,failed,Insufficient funds,0.0
TX_00002441,2025-01-08 11:22:00,Enterprise,debit,EU-Central,mobile_ios,success,None,140.92
TX_00002442,2025-01-08 11:23:00,Startup,credit_card,US-East,mobile_ios,success,None,27.2
TX_00002443,2025-01-08 11:26:00,Startup,debit,US-East,desktop,success,None,42.72
TX_00002444,2025-01-08 11:30:00,Startup,crypto,US-West,desktop,success,None,32.04
TX_00002445,2025-01-08 11:35:00,Enterprise,credit_card,APAC,mobile_android,success,None,146.46
TX_00002446,2025-01-08 11:35:00,Enterprise,credit_card,US-West,mobile_android,success,None,187.98
TX_00002447,2025-01-08 11:36:00,SMB,credit_card,US-West,mobile_ios,success,None,91.43
TX_00002448,2025-01-08 11:36:00,Enterprise,credit_card,EU-Central,desktop,success,None,142.98
TX_00002449,2025-01-08 11:38:00,SMB,credit_card,US-East,desktop,success,None,69.21
TX_00002450,2025-01-08 11:45:00,Startup,credit_card,EU-Central,desktop,success,None,42.96
TX_00002451,2025-01-08 11:47:00,SMB,credit_card,US-West,mobile_ios,success,None,99.88
TX_00002452,2025-01-08 11:49:00,Startup,credit_card,US-East,mobile_ios,success,None,43.06
TX_00002453,2025-01-08 11:49:00,Enterprise,debit,US-East,mobile_ios,success,None,128.47
TX_00002454,2025-01-08 11:49:00,SMB,debit,US-East,mobile_ios,success,None,98.89
TX_00002455,2025-01-08 11:53:00,Enterprise,debit,US-East,desktop,success,None,142.41
TX_00002456,2025-01-08 11:54:00,SMB,credit_card,US-East,mobile_ios,failed,Invalid PIN,0.0
TX_00002457,2025-01-08 11:59:00,Startup,credit_card,US-East,desktop,success,None,31.14
TX_00002458,2025-01-08 12:00:00,Enterprise,debit,US-West,mobile_ios,success,None,132.6
TX_00002459,2025-01-08 12:05:00,Startup,credit_card,US-West,desktop,success,None,23.18
TX_00002460,2025-01-08 12:08:00,SMB,credit_card,US-West,desktop,success,None,55.81
TX_00002461,2025-01-08 12:13:00,Startup,debit,US-East,desktop,success,None,55.5
TX_00002462,2025-01-08 12:16:00,Enterprise,credit_card,EU-Central,mobile_android,success,None,169.68
TX_00002463,2025-01-08 12:25:00,SMB,credit_card,US-East,mobile_ios,success,None,80.1
TX_00002464,2025-01-08 12:28:00,Enterprise,debit,US-West,desktop,success,None,184.8
TX_00002465,2025-01-08 12:31:00,SMB,crypto,US-East,mobile_ios,success,None,66.42
TX_00002466,2025-01-08 12:32:00,SMB,credit_card,US-West,mobile_ios,success,None,100.95
TX_00002467,2025-01-08 12:37:00,Startup,credit_card,US-East,mobile_ios,success,None,14.44
TX_00002468,2025-01-08 12:39:00,Startup,credit_card,EU-Central,desktop,success,None,43.85
TX_00002469,2025-01-08 12:46:00,Startup,debit,EU-Central,desktop,success,None,25.21
TX_00002470,2025-01-08 12:48:00,SMB,credit_card,EU-Central,desktop,success,None,83.07
TX_00002471,2025-01-08 13:00:00,Enterprise,credit_card,US-East,desktop,success,None,139.82
TX_00002472,2025-01-08 13:00:00,SMB,crypto,US-East,mobile_ios,success,None,77.69
TX_00002473,2025-01-08 13:00:00,Startup,credit_card,APAC,desktop,success,None,55.2
TX_00002474,2025-01-08 13:11:00,Startup,crypto,US-West,desktop,success,None,53.57
TX_00002475,2025-01-08 13:15:00,Startup,crypto,APAC,desktop,success,None,53.2
TX_00002476,2025-01-08 13:18:00,Startup,credit_card,US-East,desktop,success,None,57.64
TX_00002477,2025-01-08 13:26:00,Enterprise,debit,APAC,mobile_android,success,None,147.43
TX_00002478,2025-01-08 13:29:00,SMB,credit_card,APAC,mobile_android,success,None,80.05
TX_00002479,2025-01-08 13:31:00,Enterprise,debit,US-West,desktop,success,None,143.69
TX_00002480,2025-01-08 13:32:00,SMB,debit,US-East,mobile_android,success,None,81.05
TX_00002481,2025-01-08 13:32:00,Enterprise,credit_card,US-West,desktop,success,None,210.44
TX_00002482,2025-01-08 13:33:00,SMB,debit,APAC,mobile_ios,success,None,90.1
TX_00002483,2025-01-08 13:40:00,Startup,debit,EU-Central,desktop,success,None,31.83
TX_00002484,2025-01-08 13:45:00,Startup,credit_card,US-East,desktop,success,None,24.56
TX_00002485,2025-01-08 13:52:00,Startup,credit_card,US-East,mobile_android,success,None,22.57
TX_00002486,2025-01-08 13:53:00,Startup,credit_card,EU-Central,mobile_android,success,None,26.39
TX_00002487,2025-01-08 13:56:00,Enterprise,credit_card,US-West,desktop,success,None,154.46
TX_00002488,2025-01-08 14:02:00,Enterprise,crypto,EU-Central,mobile_android,success,None,126.84
TX_00002489,2025-01-08 14:09:00,Startup,debit,EU-Central,mobile_ios,success,None,42.4
TX_00002490,2025-01-08 14:11:00,SMB,credit_card,APAC,desktop,success,None,60.61
TX_00002491,2025-01-08 14:18:00,SMB,credit_card,US-East,desktop,success,None,81.71
TX_00002492,2025-01-08 14:20:00,SMB,credit_card,US-East,desktop,success,None,63.57
TX_00002493,2025-01-08 14:22:00,SMB,credit_card,US-East,mobile_ios,success,None,66.24
TX_00002494,2025-01-08 14:34:00,SMB,credit_card,APAC,mobile_android,success,None,79.94
TX_00002495,2025-01-08 14:36:00,SMB,credit_card,US-West,mobile_ios,success,None,71.52
TX_00002496,2025-01-08 14:45:00,SMB,credit_card,US-East,mobile_ios,success,None,92.07
TX_00002497,2025-01-08 14:46:00,Startup,crypto,US-East,mobile_ios,success,None,47.85
TX_00002498,2025-01-08 14:46:00,SMB,debit,US-East,desktop,success,None,81.95
TX_00002499,2025-01-08 14:52:00,SMB,debit,EU-Central,desktop,success,None,99.57
TX_00002500,2025-01-08 14:53:00,SMB,credit_card,EU-Central,desktop,success,None,65.87
TX_00002501,2025-01-08 14:53:00,SMB,crypto,US-West,mobile_ios,success,None,63.07
TX_00002502,2025-01-08 14:54:00,Startup,debit,US-East,mobile_android,success,None,23.71
TX_00002503,2025-01-08 14:55:00,Startup,debit,APAC,desktop,success,None,42.14
TX_00002504,2025-01-08 14:56:00,Startup,credit_card,US-East,desktop,success,None,26.15
TX_00002505,2025-01-08 15:03:00,SMB,credit_card,US-West,mobile_ios,success,None,72.95
TX_00002506,2025-01-08 15:08:00,SMB,credit_card,US-East,desktop,success,None,68.02
TX_00002507,2025-01-08 15:17:00,SMB,credit_card,US-East,mobile_ios,success,None,57.29
TX_00002508,2025-01-08 15:18:00,SMB,debit,US-East,desktop,success,None,73.66
TX_00002509,2025-01-08 15:21:00,SMB,crypto,US-West,mobile_ios,success,None,69.46
TX_00002510,2025-01-08 15:22:00,SMB,credit_card,US-West,mobile_ios,success,None,75.76
TX_00002511,2025-01-08 15:23:00,SMB,credit_card,US-East,desktop,success,None,82.77
TX_00002512,2025-01-08 15:25:00,Startup,debit,US-East,mobile_android,success,None,58.86
TX_00002513,2025-01-08 15:29:00,Enterprise,credit_card,EU-Central,desktop,success,None,131.46
TX_00002514,2025-01-08 15:36:00,Startup,debit,US-East,desktop,success,None,45.17
TX_00002515,2025-01-08 15:37:00,Enterprise,debit,US-East,desktop,success,None,121.6
TX_00002516,2025-01-08 15:43:00,Enterprise,credit_card,US-West,mobile_android,success,None,191.48
TX_00002517,2025-01-08 15:43:00,Startup,debit,EU-Central,desktop,success,None,37.67
TX_00002518,2025-01-08 15:53:00,Startup,credit_card,US-East,desktop,success,None,52.99
TX_00002519,2025-01-08 15:59:00,Enterprise,debit,APAC,mobile_ios,success,None,157.26
TX_00002520,2025-01-08 16:06:00,SMB,debit,US-East,desktop,success,None,87.23
TX_00002521,2025-01-08 16:09:00,SMB,debit,US-East,desktop,success,None,39.91
TX_00002522,2025-01-08 16:13:00,SMB,credit_card,US-East,desktop,success,None,101.68
TX_00002523,2025-01-08 16:24:00,Startup,credit_card,US-West,mobile_android,success,None,47.39
TX_00002524,2025-01-08 16:43:00,Startup,credit_card,US-East,mobile_android,success,None,65.16
TX_00002525,2025-01-08 16:45:00,Startup,credit_card,US-West,desktop,success,None,40.75
TX_00002526,2025-01-08 16:47:00,SMB,debit,US-East,mobile_ios,success,None,96.06
TX_00002527,2025-01-08 16:47:00,Startup,credit_card,US-East,desktop,success,None,49.06
TX_00002528,2025-01-08 16:53:00,SMB,debit,EU-Central,mobile_ios,success,None,92.37
TX_00002529,2025-01-08 16:53:00,Startup,credit_card,EU-Central,desktop,success,None,47.4
TX_00002530,2025-01-08 16:54:00,Startup,credit_card,US-East,desktop,success,None,30.65
TX_00002531,2025-01-08 16:55:00,SMB,debit,US-West,mobile_ios,success,None,80.15
TX_00002532,2025-01-08 17:01:00,SMB,credit_card,US-West,desktop,success,None,65.5
TX_00002533,2025-01-08 17:08:00,SMB,debit,US-East,desktop,success,None,83.62
TX_00002534,2025-01-08 17:10:00,Enterprise,credit_card,US-West,mobile_android,success,None,159.81
TX_00002535,2025-01-08 17:10:00,Startup,crypto,US-East,mobile_android,success,None,27.22
TX_00002536,2025-01-08 17:11:00,SMB,credit_card,US-West,desktop,success,None,67.12
TX_00002537,2025-01-08 17:16:00,SMB,debit,EU-Central,mobile_ios,success,None,74.88
TX_00002538,2025-01-08 17:20:00,SMB,credit_card,US-East,mobile_ios,success,None,65.53
TX_00002539,2025-01-08 17:22:00,Startup,credit_card,US-East,desktop,success,None,32.16
TX_00002540,2025-01-08 17:30:00,Enterprise,crypto,US-East,mobile_android,success,None,159.07
TX_00002541,2025-01-08 17:30:00,Startup,debit,APAC,mobile_ios,success,None,37.09
TX_00002542,2025-01-08 17:33:00,Startup,credit_card,EU-Central,mobile_ios,success,None,48.1
TX_00002543,2025-01-08 17:38:00,Startup,credit_card,US-East,desktop,success,None,36.88
TX_00002544,2025-01-08 17:38:00,SMB,credit_card,US-West,desktop,success,None,87.33
TX_00002545,2025-01-08 17:39:00,SMB,credit_card,US-East,desktop,success,None,68.23
TX_00002546,2025-01-08 17:51:00,SMB,debit,US-West,desktop,failed,Invalid PIN,0.0
TX_00002547,2025-01-08 17:54:00,SMB,credit_card,US-West,desktop,success,None,101.09
TX_00002548,2025-01-08 17:56:00,SMB,credit_card,APAC,desktop,success,None,72.45
TX_00002549,2025-01-08 17:57:00,Startup,debit,US-East,desktop,success,None,44.53
TX_00002550,2025-01-08 18:01:00,SMB,credit_card,US-West,desktop,success,None,68.03
TX_00002551,2025-01-08 18:02:00,Startup,debit,EU-Central,desktop,success,None,37.95
TX_00002552,2025-01-08 18:04:00,Enterprise,crypto,EU-Central,desktop,success,None,168.71
TX_00002553,2025-01-08 18:11:00,Startup,credit_card,US-West,desktop,success,None,43.16
TX_00002554,2025-01-08 18:12:00,Startup,debit,US-West,mobile_ios,success,None,23.4
TX_00002555,2025-01-08 18:13:00,Startup,credit_card,US-East,desktop,success,None,51.42
TX_00002556,2025-01-08 18:13:00,Startup,credit_card,US-West,mobile_android,success,None,43.42
TX_00002557,2025-01-08 18:14:00,Startup,credit_card,EU-Central,mobile_ios,success,None,44.56
TX_00002558,2025-01-08 18:22:00,Startup,credit_card,APAC,mobile_ios,success,None,42.72
TX_00002559,2025-01-08 18:25:00,SMB,credit_card,EU-Central,mobile_android,success,None,80.0
TX_00002560,2025-01-08 18:30:00,SMB,credit_card,US-East,desktop,success,None,81.55
TX_00002561,2025-01-08 18:37:00,Enterprise,debit,EU-Central,desktop,success,None,160.49
TX_00002562,2025-01-08 18:45:00,Enterprise,debit,US-East,desktop,success,None,156.42
TX_00002563,2025-01-08 18:47:00,SMB,crypto,US-East,desktop,success,None,98.46
TX_00002564,2025-01-08 18:51:00,Enterprise,credit_card,US-West,desktop,success,None,133.73
TX_00002565,2025-01-08 19:01:00,SMB,credit_card,US-East,mobile_android,success,None,81.34
TX_00002566,2025-01-08 19:12:00,SMB,credit_card,APAC,desktop,success,None,70.81
TX_00002567,2025-01-08 19:20:00,Enterprise,credit_card,US-West,mobile_android,success,None,139.93
TX_00002568,2025-01-08 19:21:00,Startup,credit_card,US-West,mobile_ios,success,None,24.57
TX_00002569,2025-01-08 19:26:00,Enterprise,debit,US-West,mobile_ios,success,None,144.9
TX_00002570,2025-01-08 19:29:00,Startup,credit_card,EU-Central,desktop,success,None,75.47
TX_00002571,2025-01-08 19:34:00,SMB,credit_card,US-West,mobile_ios,success,None,86.33
TX_00002572,2025-01-08 19:34:00,Startup,credit_card,US-East,desktop,success,None,42.79
TX_00002573,2025-01-08 19:38:00,Startup,credit_card,EU-Central,desktop,success,None,30.64
TX_00002574,2025-01-08 19:41:00,Startup,credit_card,US-East,mobile_android,success,None,42.8
TX_00002575,2025-01-08 19:47:00,Startup,credit_card,US-East,desktop,success,None,28.38
TX_00002576,2025-01-08 19:59:00,Enterprise,debit,US-West,desktop,success,None,170.19
TX_00002577,2025-01-08 20:00:00,Startup,credit_card,US-East,mobile_android,success,None,29.06
TX_00002578,2025-01-08 20:03:00,Startup,debit,APAC,desktop,success,None,70.68
TX_00002579,2025-01-08 20:04:00,Startup,credit_card,US-West,mobile_ios,success,None,43.92
TX_00002580,2025-01-08 20:14:00,Startup,credit_card,APAC,mobile_ios,success,None,29.38
TX_00002581,2025-01-08 20:22:00,SMB,debit,US-East,desktop,success,None,68.42
TX_00002582,2025-01-08 20:23:00,Startup,credit_card,APAC,mobile_android,success,None,41.49
TX_00002583,2025-01-08 20:28:00,SMB,credit_card,US-East,mobile_android,success,None,105.05
TX_00002584,2025-01-08 20:32:00,SMB,debit,US-East,desktop,success,None,79.32
TX_00002585,2025-01-08 20:34:00,Enterprise,credit_card,US-East,desktop,success,None,91.04
TX_00002586,2025-01-08 20:34:00,Startup,credit_card,US-West,mobile_ios,success,None,39.03
TX_00002587,2025-01-08 20:37:00,Enterprise,debit,US-East,mobile_ios,success,None,160.44
TX_00002588,2025-01-08 20:39:00,SMB,debit,US-West,mobile_ios,success,None,64.68
TX_00002589,2025-01-08 20:49:00,SMB,credit_card,US-East,desktop,success,None,73.3
TX_00002590,2025-01-08 20:52:00,Startup,credit_card,US-East,desktop,success,None,51.7
TX_00002591,2025-01-08 20:54:00,Startup,debit,US-West,mobile_android,success,None,46.69
TX_00002592,2025-01-08 20:56:00,SMB,credit_card,US-East,desktop,success,None,81.83
TX_00002593,2025-01-08 20:58:00,Enterprise,credit_card,EU-Central,mobile_ios,success,None,141.81
TX_00002594,2025-01-08 21:00:00,Startup,credit_card,US-West,mobile_android,success,None,37.77
TX_00002595,2025-01-08 21:04:00,Startup,crypto,APAC,desktop,success,None,35.57
TX_00002596,2025-01-08 21:05:00,Startup,credit_card,US-East,mobile_ios,success,None,53.53
TX_00002597,2025-01-08 21:09:00,SMB,debit,APAC,desktop,success,None,89.91
TX_00002598,2025-01-08 21:10:00,Startup,credit_card,US-West,mobile_android,success,None,51.16
TX_00002599,2025-01-08 21:11:00,SMB,credit_card,APAC,desktop,success,None,127.87
TX_00002600,2025-01-08 21:13:00,SMB,debit,US-East,desktop,success,None,66.62
TX_00002601,2025-01-08 21:17:00,SMB,crypto,EU-Central,mobile_ios,success,None,65.02
TX_00002602,2025-01-08 21:20:00,SMB,credit_card,EU-Central,mobile_ios,success,None,51.1
TX_00002603,2025-01-08 21:20:00,Startup,credit_card,US-East,desktop,success,None,44.44
TX_00002604,2025-01-08 21:22:00,SMB,crypto,US-West,desktop,success,None,67.47
TX_00002605,2025-01-08 21:32:00,SMB,debit,EU-Central,desktop,success,None,67.39
TX_00002606,2025-01-08 21:41:00,SMB,credit_card,US-West,desktop,success,None,69.76
TX_00002607,2025-01-08 21:42:00,Enterprise,credit_card,US-East,mobile_ios,success,None,135.42
TX_00002608,2025-01-08 21:42:00,SMB,debit,US-West,desktop,success,None,55.84
TX_00002609,2025-01-08 21:43:00,SMB,debit,US-East,mobile_ios,success,None,115.29
TX_00002610,2025-01-08 21:44:00,Enterprise,crypto,EU-Central,mobile_android,success,None,103.97
TX_00002611,2025-01-08 21:50:00,Startup,credit_card,US-East,mobile_android,success,None,48.77
TX_00002612,2025-01-08 21:52:00,Startup,credit_card,US-East,mobile_ios,success,None,46.99
TX_00002613,2025-01-08 21:54:00,Startup,debit,US-East,desktop,failed,Insufficient funds,0.0
TX_00002614,2025-01-08 21:57:00,SMB,credit_card,US-West,desktop,success,None,72.0
TX_00002615,2025-01-08 22:07:00,Startup,credit_card,APAC,mobile_android,success,None,32.29
TX_00002616,2025-01-08 22:10:00,Startup,credit_card,US-East,mobile_android,success,None,25.53
TX_00002617,2025-01-08 22:10:00,Startup,credit_card,US-East,desktop,success,None,57.28
TX_00002618,2025-01-08 22:11:00,Startup,credit_card,US-East,mobile_android,success,None,34.77
TX_00002619,2025-01-08 22:13:00,SMB,debit,EU-Central,mobile_android,success,None,79.83
TX_00002620,2025-01-08 22:15:00,Startup,debit,US-West,mobile_android,success,None,36.68
TX_00002621,2025-01-08 22:21:00,SMB,credit_card,US-East,mobile_ios,success,None,101.52
TX_00002622,2025-01-08 22:22:00,SMB,credit_card,US-West,mobile_android,success,None,71.37
TX_00002623,2025-01-08 22:25:00,SMB,credit_card,US-East,mobile_android,success,None,67.75
TX_00002624,2025-01-08 22:34:00,Enterprise,debit,US-West,desktop,success,None,175.5
TX_00002625,2025-01-08 22:35:00,Startup,credit_card,US-East,mobile_android,success,None,37.24
TX_00002626,2025-01-08 22:37:00,SMB,debit,EU-Central,desktop,success,None,96.65
TX_00002627,2025-01-08 22:39:00,SMB,credit_card,APAC,desktop,success,None,87.67
TX_00002628,2025-01-08 22:40:00,Startup,credit_card,EU-Central,mobile_ios,success,None,30.77
TX_00002629,2025-01-08 22:42:00,SMB,debit,US-West,mobile_ios,success,None,80.31
TX_00002630,2025-01-08 22:45:00,Enterprise,credit_card,US-West,mobile_android,success,None,120.6
TX_00002631,2025-01-08 23:00:00,Startup,credit_card,US-East,desktop,success,None,53.45
TX_00002632,2025-01-08 23:08:00,Startup,credit_card,EU-Central,desktop,success,None,31.76
TX_00002633,2025-01-08 23:25:00,SMB,credit_card,US-West,desktop,success,None,44.56
TX_00002634,2025-01-08 23:32:00,Startup,credit_card,APAC,desktop,success,None,29.62
TX_00002635,2025-01-08 23:56:00,SMB,credit_card,US-East,mobile_ios,success,None,103.78
TX_00002636,2025-01-08 23:56:00,SMB,debit,EU-Central,desktop,success,None,84.78
TX_00002637,2025-01-09 00:03:00,SMB,debit,US-West,desktop,success,None,80.23
TX_00002638,2025-01-09 00:08:00,SMB,debit,US-East,desktop,success,None,55.15
TX_00002639,2025-01-09 00:09:00,Startup,credit_card,US-West,mobile_ios,success,None,56.77
TX_00002640,2025-01-09 00:11:00,Startup,debit,APAC,desktop,success,None,51.87
TX_00002641,2025-01-09 00:14:00,SMB,credit_card,APAC,mobile_ios,success,None,64.31
TX_00002642,2025-01-09 00:16:00,SMB,credit_card,EU-Central,desktop,success,None,54.28
TX_00002643,2025-01-09 00:19:00,Startup,credit_card,US-East,desktop,success,None,46.87
TX_00002644,2025-01-09 00:29:00,SMB,crypto,EU-Central,mobile_android,success,None,93.78
TX_00002645,2025-01-09 00:35:00,SMB,credit_card,US-West,desktop,success,None,85.47
TX_00002646,2025-01-09 00:36:00,Startup,crypto,US-East,mobile_ios,success,None,51.7
TX_00002647,2025-01-09 00:39:00,Startup,credit_card,US-East,mobile_ios,success,None,42.0
TX_00002648,2025-01-09 00:40:00,Startup,credit_card,US-East,mobile_ios,success,None,33.43
TX_00002649,2025-01-09 00:41:00,SMB,credit_card,US-East,mobile_ios,failed,Insufficient funds,0.0
TX_00002650,2025-01-09 00:43:00,Startup,debit,EU-Central,mobile_ios,success,None,52.65
TX_00002651,2025-01-09 00:49:00,SMB,credit_card,US-East,mobile_ios,success,None,71.56
TX_00002652,2025-01-09 00:57:00,SMB,debit,US-East,desktop,success,None,86.23
TX_00002653,2025-01-09 01:00:00,SMB,debit,US-East,desktop,success,None,75.52
TX_00002654,2025-01-09 01:00:00,SMB,debit,US-West,mobile_android,success,None,76.64
TX_00002655,2025-01-09 01:06:00,SMB,credit_card,US-East,mobile_android,success,None,61.4
TX_00002656,2025-01-09 01:10:00,SMB,crypto,US-East,desktop,success,None,86.42
TX_00002657,2025-01-09 01:13:00,Enterprise,debit,US-East,desktop,success,None,137.68
TX_00002658,2025-01-09 01:13:00,Startup,credit_card,US-West,desktop,success,None,26.41
TX_00002659,2025-01-09 01:15:00,SMB,debit,US-East,mobile_ios,success,None,85.52
TX_00002660,2025-01-09 01:20:00,Enterprise,credit_card,US-West,desktop,success,None,151.2
TX_00002661,2025-01-09 01:33:00,SMB,credit_card,US-East,mobile_ios,success,None,46.37
TX_00002662,2025-01-09 01:38:00,Enterprise,credit_card,US-East,mobile_android,success,None,191.42
TX_00002663,2025-01-09 01:38:00,Startup,credit_card,US-East,mobile_android,success,None,36.48
TX_00002664,2025-01-09 01:38:00,Enterprise,credit_card,US-East,desktop,success,None,141.21
TX_00002665,2025-01-09 01:40:00,Startup,credit_card,US-East,mobile_android,success,None,51.28
TX_00002666,2025-01-09 01:57:00,Enterprise,debit,US-East,mobile_ios,success,None,153.33
TX_00002667,2025-01-09 01:59:00,SMB,crypto,US-East,desktop,success,None,77.35
TX_00002668,2025-01-09 02:10:00,Startup,crypto,EU-Central,desktop,success,None,39.47
TX_00002669,2025-01-09 02:13:00,Startup,credit_card,US-East,mobile_ios,success,None,51.53
TX_00002670,2025-01-09 02:13:00,Enterprise,debit,EU-Central,mobile_android,success,None,165.9
TX_00002671,2025-01-09 02:16:00,Startup,credit_card,EU-Central,desktop,success,None,23.37
TX_00002672,2025-01-09 02:22:00,SMB,debit,EU-Central,desktop,success,None,94.48
TX_00002673,2025-01-09 02:23:00,Startup,credit_card,US-East,desktop,success,None,45.66
TX_00002674,2025-01-09 02:24:00,Startup,credit_card,EU-Central,mobile_android,success,None,43.11
TX_00002675,2025-01-09 02:29:00,Startup,debit,US-East,mobile_android,success,None,35.77
TX_00002676,2025-01-09 02:32:00,Startup,credit_card,US-East,desktop,success,None,57.03
TX_00002677,2025-01-09 02:33:00,SMB,credit_card,US-East,desktop,success,None,87.3
TX_00002678,2025-01-09 02:36:00,Startup,debit,APAC,mobile_android,success,None,47.33
TX_00002679,2025-01-09 02:38:00,SMB,credit_card,US-East,mobile_ios,success,None,71.08
TX_00002680,2025-01-09 02:43:00,Enterprise,credit_card,APAC,mobile_android,success,None,120.09
TX_00002681,2025-01-09 02:48:00,Enterprise,credit_card,US-East,mobile_android,success,None,144.7
TX_00002682,2025-01-09 02:49:00,Enterprise,credit_card,APAC,desktop,success,None,116.47
TX_00002683,2025-01-09 02:51:00,Startup,credit_card,APAC,mobile_ios,success,None,44.15
TX_00002684,2025-01-09 02:54:00,SMB,debit,APAC,desktop,failed,Invalid PIN,0.0
TX_00002685,2025-01-09 02:55:00,SMB,credit_card,US-West,mobile_android,success,None,75.15
TX_00002686,2025-01-09 02:55:00,Enterprise,debit,EU-Central,mobile_ios,success,None,162.41
TX_00002687,2025-01-09 03:00:00,SMB,credit_card,APAC,mobile_android,success,None,86.04
TX_00002688,2025-01-09 03:03:00,Startup,credit_card,US-East,mobile_android,success,None,45.61
TX_00002689,2025-01-09 03:04:00,SMB,debit,US-West,desktop,success,None,103.6
TX_00002690,2025-01-09 03:05:00,Startup,debit,EU-Central,desktop,success,None,37.92
TX_00002691,2025-01-09 03:06:00,Startup,debit,US-East,desktop,success,None,51.78
TX_00002692,2025-01-09 03:07:00,Startup,crypto,EU-Central,mobile_android,success,None,59.61
TX_00002693,2025-01-09 03:22:00,SMB,credit_card,US-East,mobile_android,success,None,59.83
TX_00002694,2025-01-09 03:25:00,Startup,credit_card,US-West,mobile_android,success,None,43.57
