customer_id,customer_type,lifetime_value,churn,support_tickets,retention_days
CUST_00577,SMB,6862.82,0,6,366.4
CUST_00578,Startup,1483.65,0,3,243.4
CUST_00579,Startup,2509.83,0,5,263.9
CUST_00580,SMB,8422.11,0,7,513.4
CUST_00581,Startup,1985.79,0,2,216.7
CUST_00582,Startup,1925.28,0,3,213.1
CUST_00583,Startup,2194.83,0,3,303.3
CUST_00584,SMB,7403.37,0,2,545.9
CUST_00585,Startup,1477.33,0,3,258.2
CUST_00586,SMB,8078.78,0,5,483.2
CUST_00587,SMB,7392.53,0,6,395.7
CUST_00588,SMB,8839.66,0,4,338.5
CUST_00589,SMB,9080.06,0,6,476.6
CUST_00590,SMB,7874.83,1,4,470.8
CUST_00591,SMB,6941.56,0,3,270.1
CUST_00592,Startup,1979.56,0,4,289.2
CUST_00593,SMB,7238.57,0,4,397.5
CUST_00594,SMB,7197.34,0,6,415.4
CUST_00595,Startup,1936.25,0,1,327.2
CUST_00596,Startup,2144.22,0,1,339.9
CUST_00597,Startup,2037.21,0,0,255.0
CUST_00598,SMB,8095.74,0,4,384.4
CUST_00599,SMB,8747.07,0,4,503.9
CUST_00600,Enterprise,155746.23,0,2,1169.5
CUST_00601,SMB,9867.22,0,5,494.6
CUST_00602,SMB,6605.5,0,2,483.2
CUST_00603,SMB,7154.85,0,4,453.2
CUST_00604,SMB,8881.15,0,4,420.1
CUST_00605,SMB,7194.83,0,5,484.6
CUST_00606,Startup,2094.28,0,3,272.5
CUST_00607,SMB,8657.76,0,3,415.8
CUST_00608,SMB,9358.58,0,3,398.7
CUST_00609,Startup,1853.69,0,4,323.0
CUST_00610,Startup,1984.07,0,4,258.0
CUST_00611,Enterprise,161136.88,0,2,1186.2
CUST_00612,Startup,1687.94,0,4,357.8
CUST_00613,Startup,2111.06,0,1,303.4
CUST_00614,SMB,8232.87,0,2,463.2
CUST_00615,Startup,2434.96,0,3,223.0
CUST_00616,Startup,1731.1,1,4,288.8
CUST_00617,SMB,8852.47,0,6,346.2
CUST_00618,SMB,7403.59,0,3,402.0
CUST_00619,Startup,2008.42,0,3,284.2
CUST_00620,Startup,2062.84,0,5,240.6
CUST_00621,SMB,9364.08,1,9,337.3
CUST_00622,SMB,9635.07,0,2,498.7
CUST_00623,SMB,7654.84,0,7,449.4
CUST_00624,Startup,1830.9,1,0,296.6
CUST_00625,Startup,1648.64,0,0,371.0
CUST_00626,SMB,9654.75,0,5,384.8
CUST_00627,Startup,2328.82,0,4,297.0
CUST_00628,Startup,2156.97,0,6,231.2
CUST_00629,Enterprise,159559.87,0,0,1411.6
CUST_00630,SMB,6383.29,0,5,406.2
CUST_00631,Startup,1760.11,0,3,270.1
CUST_00632,Startup,2215.53,0,2,273.7
CUST_00633,Startup,2195.69,0,3,214.7
CUST_00634,Startup,2279.38,0,2,309.3
CUST_00635,SMB,6825.93,0,4,372.7
CUST_00636,SMB,7347.79,0,3,323.7
CUST_00637,Startup,2285.39,0,3,301.1
CUST_00638,SMB,6503.99,0,9,477.6
CUST_00639,SMB,7391.65,0,4,455.6
CUST_00640,SMB,10388.37,0,2,491.1
CUST_00641,Enterprise,160842.4,0,1,1261.2
CUST_00642,SMB,5967.0,0,4,546.7
CUST_00643,SMB,8406.73,0,5,362.3
CUST_00644,SMB,6634.98,0,6,462.1
CUST_00645,SMB,7131.74,0,3,425.9
CUST_00646,Startup,2175.4,0,2,265.2
CUST_00647,Startup,2355.28,0,4,256.4
CUST_00648,Startup,2078.35,0,2,320.9
CUST_00649,Startup,1878.73,0,7,290.6
CUST_00650,Startup,1671.42,0,3,152.9
CUST_00651,SMB,6494.7,0,3,445.1
CUST_00652,Startup,1965.61,0,2,290.6
CUST_00653,Startup,2145.86,0,3,202.0
CUST_00654,Startup,1741.85,0,3,247.6
CUST_00655,SMB,9427.31,0,3,394.8
CUST_00656,SMB,7644.88,0,4,444.9
CUST_00657,SMB,7971.2,1,6,340.3
CUST_00658,SMB,9006.6,0,2,496.9
CUST_00659,Startup,2015.16,0,1,339.6
CUST_00660,Startup,2405.26,0,1,253.9
CUST_00661,SMB,7801.52,0,4,367.1
CUST_00662,Startup,2088.8,0,5,295.7
CUST_00663,Startup,2261.22,0,2,318.0
CUST_00664,SMB,7312.99,0,3,339.0
CUST_00665,SMB,7465.76,0,4,429.1
CUST_00666,SMB,8868.66,0,2,319.0
CUST_00667,SMB,8584.13,0,3,456.8
CUST_00668,SMB,7147.61,0,3,448.5
CUST_00669,SMB,8749.58,0,3,409.6
CUST_00670,SMB,7430.55,0,4,412.6
CUST_00671,SMB,7608.12,0,4,358.9
CUST_00672,Startup,2080.35,0,6,247.1
CUST_00673,SMB,9062.66,0,8,397.5
CUST_00674,Startup,2134.22,0,1,260.0
CUST_00675,SMB,7497.88,1,6,359.6
CUST_00676,Startup,1944.84,0,3,287.5
CUST_00677,SMB,8982.68,0,5,336.0
CUST_00678,SMB,9023.78,0,8,395.8
CUST_00679,Startup,1659.72,0,5,273.9
CUST_00680,Startup,1718.16,0,4,324.8
CUST_00681,Startup,1558.39,0,4,225.0
CUST_00682,SMB,8286.77,0,2,411.2
CUST_00683,SMB,8192.6,0,2,563.5
CUST_00684,Startup,1965.56,0,0,302.7
CUST_00685,Startup,2213.42,0,2,404.5
CUST_00686,Startup,1461.31,0,4,266.8
CUST_00687,Startup,2479.5,1,1,309.3
CUST_00688,SMB,8787.32,0,4,427.8
CUST_00689,Startup,1521.81,0,3,271.6
CUST_00690,SMB,9288.08,0,4,420.9
CUST_00691,SMB,8731.0,0,3,452.3
CUST_00692,SMB,7742.81,0,4,323.2
CUST_00693,Startup,2452.4,0,3,259.2
CUST_00694,SMB,9121.86,0,3,408.8
CUST_00695,SMB,7674.27,0,3,464.4
CUST_00696,Startup,1908.44,0,4,321.9
CUST_00697,SMB,7979.44,1,5,437.4
CUST_00698,Startup,2476.49,0,5,306.1
CUST_00699,SMB,8084.47,0,2,355.8
CUST_00700,Startup,2286.89,0,1,373.0
CUST_00701,Startup,2361.38,0,3,287.3
CUST_00702,SMB,6608.04,1,6,522.2
CUST_00703,SMB,7233.14,0,8,424.1
CUST_00704,SMB,6926.31,0,2,424.9
CUST_00705,SMB,7960.11,0,5,335.7
CUST_00706,Startup,1902.45,1,2,242.5
CUST_00707,SMB,7949.54,1,6,370.2
CUST_00708,Startup,2156.15,0,5,297.0
CUST_00709,SMB,7307.65,0,3,380.5
CUST_00710,Startup,1872.53,0,3,322.3
CUST_00711,Startup,1962.71,0,3,271.5
CUST_00712,Startup,1988.23,0,2,209.8
CUST_00713,Startup,1420.74,0,1,253.0
CUST_00714,SMB,8794.6,0,3,478.4
CUST_00715,SMB,7007.96,0,4,386.8
CUST_00716,Startup,2466.14,1,2,200.2
CUST_00717,Startup,2138.02,0,5,289.1
CUST_00718,Startup,1724.61,0,0,349.2
CUST_00719,SMB,8556.02,0,5,384.5
CUST_00720,Startup,2079.17,0,4,273.8
CUST_00721,Startup,2217.31,0,3,282.4
CUST_00722,SMB,8290.96,0,4,389.6
CUST_00723,SMB,10935.66,0,6,355.6
CUST_00724,Startup,2092.35,0,3,362.7
CUST_00725,Startup,2474.44,0,3,267.6
CUST_00726,Startup,2245.81,0,2,297.0
CUST_00727,SMB,7533.24,0,3,331.0
CUST_00728,Startup,1407.6,0,4,250.0
CUST_00729,SMB,7637.21,0,2,367.9
CUST_00730,SMB,8361.03,0,6,478.1
CUST_00731,SMB,8609.83,1,7,295.2
CUST_00732,Startup,1818.45,0,3,316.4
CUST_00733,Startup,2604.11,0,1,302.5
CUST_00734,Startup,2257.37,0,1,302.1
CUST_00735,SMB,6499.53,0,5,399.2
CUST_00736,Startup,1802.99,0,4,269.6
CUST_00737,SMB,8223.28,0,0,348.1
CUST_00738,Startup,2325.26,0,2,288.4
CUST_00739,SMB,8475.59,0,1,315.2
CUST_00740,SMB,9225.47,0,4,409.0
CUST_00741,Startup,2273.55,0,4,253.2
CUST_00742,SMB,8336.54,0,5,474.9
CUST_00743,Startup,1917.56,0,7,192.0
CUST_00744,Startup,1751.27,0,3,215.8
CUST_00745,SMB,8061.88,1,3,364.3
CUST_00746,Startup,2192.8,0,3,312.2
CUST_00747,SMB,6903.78,0,9,415.9
CUST_00748,Startup,2197.91,0,2,237.1
CUST_00749,Startup,1880.01,0,3,238.8
CUST_00750,Startup,1600.79,0,1,192.9
CUST_00751,SMB,9092.1,0,5,331.4
CUST_00752,Startup,1432.17,0,3,292.5
CUST_00753,Startup,2062.42,0,3,251.1
CUST_00754,SMB,7235.81,0,5,472.6
CUST_00755,SMB,7020.24,0,7,396.2
CUST_00756,Startup,1768.64,0,1,209.0
CUST_00757,Startup,1605.75,1,4,311.7
CUST_00758,Startup,1790.72,0,5,241.8
CUST_00759,Startup,2095.99,0,0,223.7
CUST_00760,Startup,2511.38,0,2,235.7
CUST_00761,SMB,6963.69,0,7,407.8
CUST_00762,SMB,8085.96,0,3,384.8
CUST_00763,SMB,7830.15,0,0,518.2
CUST_00764,Startup,1855.31,0,6,324.0
CUST_00765,Enterprise,139328.07,0,1,1211.6
CUST_00766,Startup,1576.62,0,0,274.5
CUST_00767,Startup,2362.4,0,3,190.2
CUST_00768,Startup,2049.62,0,4,224.7
CUST_00769,SMB,7772.89,0,5,411.5
CUST_00770,Startup,2132.49,0,3,263.3
CUST_00771,SMB,7254.06,0,5,380.3
CUST_00772,Startup,1934.11,0,6,254.2
CUST_00773,SMB,7971.45,0,6,427.1
CUST_00774,SMB,9698.29,0,5,281.1
CUST_00775,Startup,1980.93,0,4,222.0
CUST_00776,SMB,7375.49,0,7,464.8
CUST_00777,SMB,6782.52,0,3,419.5
CUST_00778,Startup,1595.55,0,5,280.6
CUST_00779,Startup,2656.55,1,3,270.7
CUST_00780,Startup,1773.84,0,2,295.3
CUST_00781,Startup,2122.83,1,3,268.9
CUST_00782,Startup,2145.85,0,3,267.0
CUST_00783,SMB,8898.67,0,4,422.3
CUST_00784,SMB,9038.61,0,2,425.6
CUST_00785,SMB,8390.37,0,6,410.8
CUST_00786,Startup,1756.73,0,2,294.7
CUST_00787,Startup,2045.42,0,2,291.9
CUST_00788,SMB,7660.24,0,6,433.9
CUST_00789,Startup,1817.73,0,2,342.7
CUST_00790,Startup,1960.72,0,3,325.1
CUST_00791,SMB,7609.08,0,5,434.5
CUST_00792,Startup,2208.18,0,5,308.7
CUST_00793,Startup,2385.21,0,2,138.4
CUST_00794,Startup,1955.32,0,1,300.3
CUST_00795,Enterprise,141537.06,0,2,1100.6
CUST_00796,Startup,2020.51,0,6,210.1
CUST_00797,Startup,1880.03,0,4,250.2
CUST_00798,Startup,1992.35,1,3,271.3
CUST_00799,Startup,2112.15,0,3,314.1
CUST_00800,Startup,2257.02,0,5,295.9
CUST_00801,Startup,1811.77,1,3,282.9
CUST_00802,SMB,7552.04,0,4,347.1
CUST_00803,Startup,2306.85,0,2,272.4
CUST_00804,Startup,1811.56,0,3,284.0
CUST_00805,SMB,8115.44,0,2,416.7
CUST_00806,Startup,1626.57,0,2,278.9
CUST_00807,Startup,1729.19,0,2,293.6
CUST_00808,Startup,2289.96,1,3,252.9
CUST_00809,Startup,2032.16,0,3,267.2
CUST_00810,SMB,7609.36,0,4,431.0
CUST_00811,Startup,1344.65,0,0,290.9
CUST_00812,Startup,2254.74,0,5,229.0
CUST_00813,SMB,6374.46,0,3,269.6
CUST_00814,Startup,1623.01,0,5,286.7
CUST_00815,Startup,2353.16,0,3,285.5
CUST_00816,Startup,2087.66,0,1,306.9
CUST_00817,Startup,1269.41,0,1,307.4
CUST_00818,SMB,9834.2,0,4,455.9
CUST_00819,SMB,6235.55,1,4,437.5
CUST_00820,SMB,8672.63,0,4,526.2
CUST_00821,Startup,1563.02,0,3,354.6
CUST_00822,Enterprise,136178.23,0,1,1193.5
CUST_00823,SMB,7093.19,0,3,514.3
CUST_00824,SMB,9243.41,0,3,493.7
CUST_00825,Startup,1952.4,0,1,288.7
CUST_00826,Startup,1809.34,0,4,288.3
CUST_00827,SMB,7182.59,0,7,439.3
CUST_00828,SMB,7857.13,0,7,318.7
CUST_00829,Startup,2011.26,0,2,323.7
CUST_00830,Startup,1954.41,0,1,322.4
CUST_00831,SMB,5436.05,0,5,414.1
CUST_00832,Startup,2239.36,0,1,205.1
CUST_00833,SMB,7601.49,0,3,449.2
CUST_00834,SMB,8644.12,0,5,424.9
CUST_00835,Startup,2076.11,0,2,244.1
CUST_00836,SMB,7842.16,0,7,387.8
CUST_00837,Startup,2000.33,0,4,218.2
CUST_00838,SMB,8136.6,0,2,421.5
CUST_00839,Startup,2159.27,0,4,314.3
CUST_00840,Startup,2010.47,0,3,225.0
CUST_00841,Enterprise,150037.53,0,1,1430.9
CUST_00842,Startup,2205.76,0,1,193.9
CUST_00843,SMB,8292.95,0,4,347.9
CUST_00844,Startup,2028.28,0,3,238.5
CUST_00845,SMB,8434.94,0,4,396.4
CUST_00846,SMB,7001.69,0,5,451.1
CUST_00847,SMB,7335.56,0,5,358.4
CUST_00848,Startup,1982.38,0,3,297.9
CUST_00849,Startup,2237.22,0,6,292.2
CUST_00850,Startup,1966.76,0,0,268.3
CUST_00851,SMB,7956.47,0,4,395.1
CUST_00852,Startup,1815.21,0,1,239.1
CUST_00853,SMB,8820.23,0,3,469.0
CUST_00854,Startup,2388.75,0,3,302.7
CUST_00855,SMB,7636.87,0,7,471.3
CUST_00856,SMB,10321.0,0,4,456.2
CUST_00857,Enterprise,144880.35,0,2,1303.5
CUST_00858,Startup,1678.38,0,4,332.1
CUST_00859,Startup,2016.51,0,2,260.9
CUST_00860,SMB,6703.17,0,4,380.6
CUST_00861,Startup,2010.12,0,0,292.1
CUST_00862,Startup,2119.53,0,1,289.8
CUST_00863,Startup,2021.65,0,1,309.5
CUST_00864,SMB,8706.23,0,3,433.7
CUST_00865,SMB,7104.65,0,5,483.8
CUST_00866,Startup,1771.44,0,2,295.4
CUST_00867,SMB,8462.26,1,6,346.0
CUST_00868,SMB,8032.25,0,3,529.0
CUST_00869,Startup,2326.97,0,2,257.2
CUST_00870,Startup,1995.03,0,1,307.3
CUST_00871,SMB,9327.62,0,3,552.6
CUST_00872,SMB,7226.97,1,3,367.8
CUST_00873,Startup,2094.82,0,1,257.4
CUST_00874,SMB,7841.46,0,6,364.9
CUST_00875,Enterprise,173691.57,0,2,1188.8
CUST_00876,SMB,7116.0,0,4,427.9
CUST_00877,Startup,2477.42,0,3,315.1
CUST_00878,Startup,2394.69,0,2,274.2
CUST_00879,Enterprise,164720.76,0,1,1316.9
CUST_00880,SMB,6569.17,0,1,391.4
CUST_00881,SMB,6524.59,0,3,481.4
CUST_00882,Startup,2687.57,0,2,354.7
CUST_00883,Enterprise,149050.89,0,1,1184.0
CUST_00884,SMB,7496.16,0,3,453.6
CUST_00885,Startup,1920.33,0,5,334.8
CUST_00886,SMB,7275.23,0,2,367.5
CUST_00887,Startup,1863.05,0,3,331.4
CUST_00888,SMB,7244.05,1,4,441.6
CUST_00889,SMB,7395.09,0,4,449.9
CUST_00890,SMB,10637.88,0,5,438.1
CUST_00891,Startup,2103.16,0,3,240.5
CUST_00892,Startup,1819.88,0,3,285.6
CUST_00893,Startup,1767.66,0,1,264.5
CUST_00894,SMB,8910.22,0,4,409.0
CUST_00895,Startup,2034.04,0,2,287.4
CUST_00896,SMB,6959.8,0,7,461.9
CUST_00897,SMB,7277.11,0,3,399.0
CUST_00898,Startup,2287.64,0,4,325.1
CUST_00899,Enterprise,148973.3,0,1,1252.9
CUST_00900,SMB,8690.63,0,8,354.8
CUST_00901,SMB,9195.98,0,5,399.3
CUST_00902,Enterprise,148281.61,0,1,1258.4
CUST_00903,SMB,7567.96,1,3,528.5
CUST_00904,Startup,1956.9,0,4,273.4
CUST_00905,SMB,10779.96,0,4,357.7
CUST_00906,Startup,1376.86,0,4,270.6
CUST_00907,Startup,1846.22,0,3,307.3
CUST_00908,SMB,7632.3,1,7,392.4
CUST_00909,SMB,8357.66,0,3,423.9
CUST_00910,SMB,9257.1,0,3,440.2
CUST_00911,Startup,1992.68,0,5,223.1
CUST_00912,SMB,8972.91,0,4,364.5
CUST_00913,Startup,1612.72,1,3,316.9
CUST_00914,SMB,8521.45,0,3,500.2
CUST_00915,Startup,2013.45,0,2,301.3
CUST_00916,SMB,8493.52,1,5,411.7
CUST_00917,SMB,7449.41,0,5,450.6
CUST_00918,Startup,1302.09,0,0,265.7
CUST_00919,Startup,1811.33,0,4,353.2
CUST_00920,SMB,7025.71,0,1,373.1
CUST_00921,Startup,1770.19,0,5,261.5
CUST_00922,Startup,1844.07,0,3,230.2
CUST_00923,Startup,1885.77,0,3,229.2
CUST_00924,Startup,1954.25,0,2,266.2
CUST_00925,SMB,5928.82,0,5,479.6
CUST_00926,Enterprise,160398.26,0,0,1047.2
CUST_00927,SMB,8703.14,0,5,569.9
CUST_00928,Startup,2161.82,0,2,328.9
CUST_00929,Startup,1476.63,0,6,243.1
CUST_00930,SMB,6731.31,0,4,527.2
CUST_00931,SMB,8568.18,1,2,378.2
CUST_00932,Startup,2391.62,0,1,216.8
CUST_00933,Startup,2043.63,0,4,251.9
CUST_00934,Startup,1889.41,0,2,312.3
CUST_00935,SMB,8019.6,0,2,371.9
CUST_00936,SMB,8578.93,0,4,447.6
CUST_00937,Enterprise,135735.7,0,0,1319.6
CUST_00938,Startup,1845.02,0,3,239.1
CUST_00939,SMB,6446.11,0,6,514.0
CUST_00940,Startup,1785.43,0,3,276.1
CUST_00941,SMB,8685.29,0,9,504.1
CUST_00942,Startup,2150.98,0,1,278.6
CUST_00943,Startup,2642.9,0,0,261.2
CUST_00944,Startup,2047.63,0,2,326.2
CUST_00945,SMB,7712.09,0,6,434.7
CUST_00946,Enterprise,146763.19,0,2,1132.2
CUST_00947,SMB,7495.7,0,5,383.5
CUST_00948,Startup,2134.18,0,1,279.7
CUST_00949,Startup,1763.85,0,7,288.1
CUST_00950,Startup,2040.85,0,2,308.2
CUST_00951,Startup,2018.31,0,4,215.1
CUST_00952,Startup,2454.41,0,2,296.4
CUST_00953,SMB,7293.87,0,2,398.9
CUST_00954,Startup,1798.6,0,3,285.4
CUST_00955,SMB,6900.96,0,3,527.8
CUST_00956,SMB,8622.93,0,3,528.6
CUST_00957,Startup,1836.47,0,2,352.7
CUST_00958,Enterprise,148330.22,0,1,1279.9
CUST_00959,SMB,7593.91,0,1,324.7
CUST_00960,Startup,1784.0,0,3,243.0
CUST_00961,SMB,9315.09,0,0,497.1
CUST_00962,Startup,2043.13,0,2,276.6
CUST_00963,SMB,6426.37,0,4,424.9
CUST_00964,SMB,6749.69,0,4,432.6
CUST_00965,SMB,8774.58,0,5,430.7
CUST_00966,SMB,9191.09,0,4,411.2
CUST_00967,Startup,2438.68,0,2,268.4
CUST_00968,SMB,9434.31,0,5,437.1
CUST_00969,Startup,2310.23,0,4,303.7
CUST_00970,Startup,2076.29,0,2,251.9
CUST_00971,Startup,2421.71,0,4,299.4
CUST_00972,Startup,2247.34,0,2,283.3
CUST_00973,Startup,1546.31,0,1,248.1
CUST_00974,SMB,7045.38,0,4,451.1
CUST_00975,Enterprise,120876.48,0,2,1011.5
CUST_00976,SMB,8819.74,0,6,408.3
CUST_00977,Startup,1990.39,0,3,281.3
CUST_00978,SMB,7784.65,0,5,479.6
CUST_00979,Startup,2360.58,1,3,280.4
CUST_00980,Startup,2335.45,0,0,327.9
CUST_00981,SMB,6378.99,0,7,378.1
CUST_00982,Startup,1294.86,0,2,346.9
CUST_00983,SMB,7624.37,0,4,341.7
CUST_00984,SMB,6035.46,1,5,331.1
CUST_00985,Startup,1997.82,0,0,234.9
CUST_00986,Startup,1740.84,0,2,263.1
CUST_00987,Startup,1854.51,0,3,298.5
CUST_00988,SMB,7363.78,0,2,386.1
CUST_00989,SMB,10441.22,0,6,446.2
CUST_00990,Startup,2009.64,0,1,211.0
CUST_00991,Startup,2255.06,0,7,304.9
CUST_00992,Startup,2328.44,0,4,247.8
CUST_00993,SMB,6652.75,0,6,366.1
CUST_00994,Startup,2054.09,0,2,247.4
CUST_00995,SMB,9010.84,0,2,631.7
CUST_00996,SMB,6755.51,0,4,447.0
CUST_00997,Startup,1987.61,1,3,221.0
CUST_00998,SMB,8572.13,0,3,455.8
CUST_00999,Startup,1367.05,0,2,333.6
CUST_01000,SMB,7313.46,0,7,489.8
