customer_id,customer_name,customer_segment,signup_date
735,Customer_735,B2C,2026-01-04
736,Customer_736,SMB,2026-01-05
737,Customer_737,B2C,2026-01-06
738,Customer_738,SMB,2026-01-07
739,Customer_739,B2C,2026-01-08
740,Customer_740,B2C,2026-01-09
741,Customer_741,B2C,2026-01-10
742,Customer_742,B2C,2026-01-11
743,Customer_743,B2C,2026-01-12
744,Customer_744,B2C,2026-01-13
745,Customer_745,B2B,2026-01-14
746,Customer_746,SMB,2026-01-15
747,Customer_747,B2C,2026-01-16
748,Customer_748,B2C,2026-01-17
749,Customer_749,SMB,2026-01-18
750,Customer_750,B2C,2026-01-19
751,Customer_751,B2B,2026-01-20
752,Customer_752,SMB,2026-01-21
753,Customer_753,B2C,2026-01-22
754,Customer_754,B2C,2026-01-23
755,Customer_755,B2B,2026-01-24
756,Customer_756,B2C,2026-01-25
757,Customer_757,B2C,2026-01-26
758,Customer_758,B2C,2026-01-27
759,Customer_759,SMB,2026-01-28
760,Customer_760,B2C,2026-01-29
761,Customer_761,B2B,2026-01-30
762,Customer_762,B2C,2026-01-31
763,Customer_763,B2B,2026-02-01
764,Customer_764,B2C,2026-02-02
765,Customer_765,B2B,2026-02-03
766,Customer_766,B2C,2026-02-04
767,Customer_767,B2C,2026-02-05
768,Customer_768,SMB,2026-02-06
769,Customer_769,B2C,2026-02-07
770,Customer_770,SMB,2026-02-08
771,Customer_771,B2B,2026-02-09
772,Customer_772,SMB,2026-02-10
773,Customer_773,B2B,2026-02-11
774,Customer_774,B2C,2026-02-12
775,Customer_775,B2C,2026-02-13
776,Customer_776,B2B,2026-02-14
777,Customer_777,B2B,2026-02-15
778,Customer_778,B2C,2026-02-16
779,Customer_779,B2C,2026-02-17
780,Customer_780,B2C,2026-02-18
781,Customer_781,B2C,2026-02-19
782,Customer_782,B2C,2026-02-20
783,Customer_783,B2B,2026-02-21
784,Customer_784,B2C,2026-02-22
785,Customer_785,B2B,2026-02-23
786,Customer_786,SMB,2026-02-24
787,Customer_787,B2C,2026-02-25
788,Customer_788,B2C,2026-02-26
789,Customer_789,B2C,2026-02-27
790,Customer_790,SMB,2026-02-28
791,Customer_791,B2B,2026-03-01
792,Customer_792,B2C,2026-03-02
793,Customer_793,B2C,2026-03-03
794,Customer_794,B2C,2026-03-04
795,Customer_795,B2B,2026-03-05
796,Customer_796,SMB,2026-03-06
797,Customer_797,SMB,2026-03-07
798,Customer_798,B2C,2026-03-08
799,Customer_799,B2C,2026-03-09
800,Customer_800,SMB,2026-03-10
801,Customer_801,B2C,2026-03-11
802,Customer_802,B2B,2026-03-12
803,Customer_803,B2C,2026-03-13
804,Customer_804,B2C,2026-03-14
805,Customer_805,B2C,2026-03-15
806,Customer_806,B2C,2026-03-16
807,Customer_807,SMB,2026-03-17
808,Customer_808,SMB,2026-03-18
809,Customer_809,B2C,2026-03-19
810,Customer_810,B2B,2026-03-20
811,Customer_811,SMB,2026-03-21
812,Customer_812,SMB,2026-03-22
813,Customer_813,B2B,2026-03-23
814,Customer_814,SMB,2026-03-24
815,Customer_815,SMB,2026-03-25
816,Customer_816,B2C,2026-03-26
817,Customer_817,B2C,2026-03-27
818,Customer_818,B2C,2026-03-28
819,Customer_819,B2B,2026-03-29
820,Customer_820,B2C,2026-03-30
821,Customer_821,SMB,2026-03-31
822,Customer_822,B2B,2026-04-01
823,Customer_823,B2C,2026-04-02
824,Customer_824,B2C,2026-04-03
825,Customer_825,B2C,2026-04-04
826,Customer_826,SMB,2026-04-05
827,Customer_827,B2C,2026-04-06
828,Customer_828,B2C,2026-04-07
829,Customer_829,B2C,2026-04-08
830,Customer_830,B2C,2026-04-09
831,Customer_831,B2B,2026-04-10
832,Customer_832,B2C,2026-04-11
833,Customer_833,B2B,2026-04-12
834,Customer_834,B2B,2026-04-13
835,Customer_835,B2C,2026-04-14
836,Customer_836,B2C,2026-04-15
837,Customer_837,SMB,2026-04-16
838,Customer_838,B2C,2026-04-17
839,Customer_839,B2C,2026-04-18
840,Customer_840,B2C,2026-04-19
841,Customer_841,B2B,2026-04-20
842,Customer_842,B2C,2026-04-21
843,Customer_843,B2B,2026-04-22
844,Customer_844,SMB,2026-04-23
845,Customer_845,B2B,2026-04-24
846,Customer_846,B2C,2026-04-25
847,Customer_847,B2B,2026-04-26
848,Customer_848,SMB,2026-04-27
849,Customer_849,B2C,2026-04-28
850,Customer_850,B2C,2026-04-29
851,Customer_851,B2B,2026-04-30
852,Customer_852,B2C,2026-05-01
853,Customer_853,B2B,2026-05-02
854,Customer_854,SMB,2026-05-03
855,Customer_855,B2B,2026-05-04
856,Customer_856,B2B,2026-05-05
857,Customer_857,B2B,2026-05-06
858,Customer_858,B2C,2026-05-07
859,Customer_859,B2C,2026-05-08
860,Customer_860,B2B,2026-05-09
861,Customer_861,B2C,2026-05-10
862,Customer_862,B2C,2026-05-11
863,Customer_863,B2C,2026-05-12
864,Customer_864,B2C,2026-05-13
865,Customer_865,B2C,2026-05-14
866,Customer_866,B2C,2026-05-15
867,Customer_867,B2B,2026-05-16
868,Customer_868,B2B,2026-05-17
869,Customer_869,SMB,2026-05-18
870,Customer_870,SMB,2026-05-19
871,Customer_871,B2C,2026-05-20
872,Customer_872,B2B,2026-05-21
873,Customer_873,B2C,2026-05-22
874,Customer_874,B2C,2026-05-23
875,Customer_875,B2B,2026-05-24
876,Customer_876,B2B,2026-05-25
877,Customer_877,B2C,2026-05-26
878,Customer_878,B2C,2026-05-27
879,Customer_879,B2B,2026-05-28
880,Customer_880,B2B,2026-05-29
881,Customer_881,B2B,2026-05-30
882,Customer_882,B2C,2026-05-31
883,Customer_883,B2B,2026-06-01
884,Customer_884,B2B,2026-06-02
885,Customer_885,B2C,2026-06-03
886,Customer_886,B2B,2026-06-04
887,Customer_887,B2C,2026-06-05
888,Customer_888,B2B,2026-06-06
889,Customer_889,B2B,2026-06-07
890,Customer_890,B2B,2026-06-08
891,Customer_891,B2C,2026-06-09
892,Customer_892,SMB,2026-06-10
893,Customer_893,SMB,2026-06-11
894,Customer_894,B2C,2026-06-12
895,Customer_895,B2C,2026-06-13
896,Customer_896,B2B,2026-06-14
897,Customer_897,B2B,2026-06-15
898,Customer_898,SMB,2026-06-16
899,Customer_899,B2B,2026-06-17
900,Customer_900,B2B,2026-06-18
901,Customer_901,B2B,2026-06-19
902,Customer_902,B2B,2026-06-20
903,Customer_903,B2B,2026-06-21
904,Customer_904,B2C,2026-06-22
905,Customer_905,B2C,2026-06-23
906,Customer_906,SMB,2026-06-24
907,Customer_907,SMB,2026-06-25
908,Customer_908,B2C,2026-06-26
909,Customer_909,B2B,2026-06-27
910,Customer_910,B2C,2026-06-28
911,Customer_911,B2C,2026-06-29
912,Customer_912,B2B,2026-06-30
913,Customer_913,B2C,2026-07-01
914,Customer_914,B2C,2026-07-02
915,Customer_915,B2C,2026-07-03
916,Customer_916,B2C,2026-07-04
917,Customer_917,B2B,2026-07-05
918,Customer_918,SMB,2026-07-06
919,Customer_919,B2C,2026-07-07
920,Customer_920,B2B,2026-07-08
921,Customer_921,SMB,2026-07-09
922,Customer_922,B2C,2026-07-10
923,Customer_923,SMB,2026-07-11
924,Customer_924,B2C,2026-07-12
925,Customer_925,B2C,2026-07-13
926,Customer_926,B2B,2026-07-14
927,Customer_927,B2B,2026-07-15
928,Customer_928,B2C,2026-07-16
929,Customer_929,B2C,2026-07-17
930,Customer_930,B2B,2026-07-18
931,Customer_931,B2B,2026-07-19
932,Customer_932,SMB,2026-07-20
933,Customer_933,SMB,2026-07-21
934,Customer_934,B2C,2026-07-22
935,Customer_935,B2B,2026-07-23
936,Customer_936,B2B,2026-07-24
937,Customer_937,B2B,2026-07-25
938,Customer_938,SMB,2026-07-26
939,Customer_939,B2B,2026-07-27
940,Customer_940,B2C,2026-07-28
941,Customer_941,B2B,2026-07-29
942,Customer_942,B2C,2026-07-30
943,Customer_943,B2C,2026-07-31
944,Customer_944,SMB,2026-08-01
945,Customer_945,B2B,2026-08-02
946,Customer_946,B2B,2026-08-03
947,Customer_947,B2B,2026-08-04
948,Customer_948,SMB,2026-08-05
949,Customer_949,SMB,2026-08-06
950,Customer_950,B2C,2026-08-07
951,Customer_951,B2C,2026-08-08
952,Customer_952,B2C,2026-08-09
953,Customer_953,B2B,2026-08-10
954,Customer_954,SMB,2026-08-11
955,Customer_955,B2C,2026-08-12
956,Customer_956,B2C,2026-08-13
957,Customer_957,B2C,2026-08-14
958,Customer_958,B2B,2026-08-15
959,Customer_959,B2B,2026-08-16
960,Customer_960,B2C,2026-08-17
961,Customer_961,B2B,2026-08-18
962,Customer_962,B2C,2026-08-19
963,Customer_963,B2B,2026-08-20
964,Customer_964,B2C,2026-08-21
965,Customer_965,B2B,2026-08-22
966,Customer_966,B2C,2026-08-23
967,Customer_967,B2C,2026-08-24
968,Customer_968,B2B,2026-08-25
969,Customer_969,B2C,2026-08-26
970,Customer_970,B2C,2026-08-27
971,Customer_971,B2C,2026-08-28
972,Customer_972,SMB,2026-08-29
973,Customer_973,B2C,2026-08-30
974,Customer_974,B2B,2026-08-31
975,Customer_975,B2B,2026-09-01
976,Customer_976,B2B,2026-09-02
977,Customer_977,B2C,2026-09-03
978,Customer_978,B2B,2026-09-04
979,Customer_979,B2C,2026-09-05
980,Customer_980,B2C,2026-09-06
981,Customer_981,B2C,2026-09-07
982,Customer_982,B2C,2026-09-08
983,Customer_983,B2B,2026-09-09
984,Customer_984,B2B,2026-09-10
985,Customer_985,B2C,2026-09-11
986,Customer_986,B2C,2026-09-12
987,Customer_987,B2C,2026-09-13
988,Customer_988,B2C,2026-09-14
989,Customer_989,B2B,2026-09-15
990,Customer_990,SMB,2026-09-16
991,Customer_991,B2C,2026-09-17
992,Customer_992,B2C,2026-09-18
993,Customer_993,B2B,2026-09-19
994,Customer_994,B2C,2026-09-20
995,Customer_995,B2C,2026-09-21
996,Customer_996,B2B,2026-09-22
997,Customer_997,SMB,2026-09-23
998,Customer_998,B2B,2026-09-24
999,Customer_999,SMB,2026-09-25
1000,Customer_1000,B2C,2026-09-26
