customer_id,revenue,transaction_count
116866,511.66,91
116867,848.73,78
116868,186.26,4
116869,130.22,35
116870,559.65,33
116871,564.82,179
116872,1166.98,120
116873,18.04,114
116874,968.8,246
116875,378.03,12
116876,495.51,196
116877,57.91,98
116878,293.36,78
116879,138.93,2
116880,156.67,91
116881,360.69,120
116882,846.87,234
116883,690.86,223
116884,457.02,161
116885,397.63,219
116886,288.7,45
116887,1810.62,184
116888,420.71,156
116889,156.49,98
116890,140.74,30
116891,482.54,229
116892,379.94,162
116893,13.86,129
116894,896.17,124
116895,618.9,52
116896,552.1,141
116897,45.63,210
116898,234.75,168
116899,1379.63,193
116900,1002.39,9
116901,178.12,70
116902,95.43,115
116903,308.09,72
116904,229.9,72
116905,583.21,243
116906,1707.13,88
116907,235.49,49
116908,42.12,25
116909,1149.5,125
116910,29.34,115
116911,1536.32,26
116912,556.19,154
116913,1430.98,103
116914,121.36,168
116915,30.78,115
116916,344.92,34
116917,309.49,245
116918,211.35,136
116919,1590.97,110
116920,874.63,2
116921,551.74,117
116922,98.88,82
116923,672.74,16
116924,659.16,220
116925,286.75,200
116926,1303.71,191
116927,101.35,18
116928,165.54,167
116929,42.66,170
116930,803.47,211
116931,496.11,32
116932,199.12,190
116933,99.45,127
116934,30.49,32
116935,101.21,106
116936,311.91,240
116937,151.96,85
116938,159.87,221
116939,1052.03,237
116940,371.95,197
116941,663.28,212
116942,28.18,22
116943,237.19,241
116944,336.17,27
116945,113.15,107
116946,74.03,120
116947,1031.28,1
116948,1411.99,141
116949,51.04,225
116950,224.64,231
116951,1598.45,134
116952,53.41,141
116953,525.91,246
116954,1801.74,78
116955,1923.47,200
116956,328.59,195
116957,98.82,165
116958,122.88,240
116959,1111.83,204
116960,1223.41,136
116961,478.09,221
116962,736.59,20
116963,683.4,62
116964,552.09,151
116965,888.03,196
116966,588.24,25
116967,391.79,32
116968,145.22,113
116969,691.07,127
116970,330.69,119
116971,184.63,186
116972,819.61,153
116973,606.54,69
116974,1395.01,138
116975,100.43,64
116976,533.75,159
116977,150.02,132
116978,1179.54,185
116979,62.4,199
116980,543.79,34
116981,792.92,105
116982,229.19,149
116983,1551.06,83
116984,961.0,135
116985,184.51,226
116986,13.78,121
116987,185.96,58
116988,175.16,161
116989,1113.48,170
116990,1717.46,53
116991,46.52,121
116992,328.66,85
116993,407.4,183
116994,58.76,178
116995,247.0,166
116996,200.69,81
116997,394.0,46
116998,551.16,81
116999,617.83,15
117000,83.53,136
117001,848.18,49
117002,577.44,53
117003,1109.45,115
117004,308.32,37
117005,1131.64,83
117006,1014.12,221
117007,298.49,38
117008,249.94,97
117009,1360.13,156
117010,637.92,104
117011,1327.25,61
117012,807.21,97
117013,479.9,128
117014,71.57,7
117015,182.29,227
117016,1744.35,200
117017,202.41,7
117018,58.95,237
117019,624.74,59
117020,672.14,149
117021,178.06,241
117022,186.68,153
117023,326.4,195
117024,21.01,32
117025,788.71,176
117026,200.7,183
117027,971.26,75
117028,821.34,213
117029,551.47,96
117030,206.43,66
117031,373.16,151
117032,304.24,173
117033,216.91,138
117034,952.39,78
117035,340.35,55
117036,904.05,188
117037,65.59,9
117038,86.01,83
117039,1903.14,3
117040,453.09,32
117041,366.44,54
117042,380.28,215
117043,131.21,211
117044,644.17,76
117045,54.3,23
117046,435.86,14
117047,432.88,164
117048,1237.8,176
117049,383.47,234
117050,83.71,67
117051,435.2,138
117052,57.89,214
117053,123.95,68
117054,25.8,79
117055,370.05,52
117056,54.16,249
117057,326.87,99
117058,1361.12,49
117059,646.06,44
117060,50.29,128
117061,136.94,133
117062,569.91,92
117063,1135.48,241
117064,26.74,232
117065,846.86,238
117066,422.56,219
117067,404.93,143
117068,1592.82,222
117069,698.46,136
117070,958.96,183
117071,228.47,113
117072,414.13,121
117073,487.78,20
117074,204.0,205
117075,432.27,134
117076,145.02,1
117077,87.38,174
117078,244.18,123
117079,682.17,170
117080,1249.58,242
117081,315.98,210
117082,524.76,198
117083,64.37,177
117084,1184.12,100
117085,430.36,241
117086,767.83,218
117087,801.01,34
117088,158.18,228
117089,386.63,185
117090,1625.47,17
117091,56.95,89
117092,584.51,191
117093,1648.57,248
117094,188.75,61
117095,998.25,59
117096,1366.46,92
117097,697.35,79
117098,141.55,132
117099,213.23,219
117100,28.23,161
117101,900.27,148
117102,957.27,149
117103,510.8,232
117104,227.34,41
117105,49.96,74
117106,709.3,44
117107,658.27,32
117108,1228.64,192
117109,665.65,103
117110,892.15,165
117111,695.12,189
117112,508.06,26
117113,288.41,150
117114,1171.99,40
117115,536.3,59
117116,264.04,50
117117,53.58,205
117118,181.74,224
117119,402.33,73
117120,171.23,229
117121,135.02,234
117122,384.75,167
117123,103.06,16
117124,815.75,98
117125,341.18,74
117126,436.5,88
117127,89.72,138
117128,206.21,173
117129,273.89,90
117130,835.68,162
117131,745.18,63
117132,136.14,229
117133,488.79,68
117134,149.5,93
117135,2231.83,214
117136,1529.57,217
117137,424.21,11
117138,610.16,238
117139,818.31,247
117140,648.27,84
117141,611.7,88
117142,1601.68,239
117143,463.74,95
117144,515.72,153
117145,956.13,69
117146,564.17,159
117147,670.13,236
117148,143.4,185
117149,242.02,87
117150,89.67,248
117151,362.37,181
117152,314.15,209
117153,2942.47,194
117154,482.36,56
117155,781.93,66
117156,213.24,219
117157,900.54,22
117158,487.37,209
117159,607.0,181
117160,184.38,185
117161,407.74,33
117162,512.61,125
117163,454.7,5
117164,1243.69,13
117165,1152.73,145
117166,1779.95,43
117167,560.45,84
117168,1796.24,212
117169,903.32,220
117170,167.93,122
117171,288.82,140
117172,146.16,212
117173,12.1,199
117174,114.16,121
117175,12.03,56
117176,646.19,197
117177,287.16,29
117178,197.4,25
117179,727.16,11
117180,903.35,169
117181,1860.47,139
117182,523.63,96
117183,319.51,38
117184,192.11,117
117185,135.72,82
117186,129.72,190
117187,273.13,121
117188,2410.98,79
117189,10.43,209
117190,119.83,152
117191,114.37,44
117192,641.37,19
117193,227.31,37
117194,315.56,133
117195,90.45,231
117196,269.59,4
117197,64.46,1
117198,390.76,222
117199,61.54,126
117200,791.54,17
117201,428.05,171
117202,653.62,100
117203,281.09,50
117204,250.22,158
117205,61.69,235
117206,381.02,192
117207,371.29,114
117208,325.65,210
117209,684.53,36
117210,903.4,1
117211,704.73,197
117212,87.66,120
117213,496.51,210
117214,51.87,29
117215,603.1,209
117216,250.5,213
117217,81.07,66
117218,1000.44,36
117219,485.97,62
117220,229.04,148
117221,25.6,83
117222,395.35,54
117223,1293.44,82
117224,463.64,107
117225,1791.57,141
117226,83.35,47
117227,430.02,75
117228,810.05,225
117229,382.79,113
117230,57.74,156
117231,447.2,128
117232,483.04,55
117233,662.28,171
117234,726.09,234
117235,746.52,44
117236,554.5,21
117237,131.55,222
117238,268.96,53
117239,758.34,175
117240,1543.37,124
117241,51.12,224
117242,393.44,121
117243,197.36,87
117244,137.7,153
117245,362.42,96
117246,475.82,229
117247,14.91,169
117248,767.53,159
117249,867.07,13
117250,1693.55,6
117251,109.62,1
117252,461.38,136
117253,288.11,56
117254,213.85,190
117255,426.93,87
117256,772.51,111
117257,21.66,197
117258,1753.38,221
117259,840.05,150
117260,705.46,192
117261,724.37,197
117262,256.38,17
117263,706.4,146
117264,254.51,45
117265,1154.87,54
117266,107.53,39
117267,182.9,65
117268,410.74,95
117269,202.25,216
117270,286.03,182
117271,349.05,144
117272,980.2,197
117273,380.32,240
117274,235.07,160
117275,152.33,26
117276,272.7,163
117277,372.56,53
117278,695.44,117
117279,74.51,249
117280,135.26,171
117281,248.74,169
117282,233.45,24
117283,258.58,44
117284,798.78,207
117285,205.9,23
117286,358.48,126
117287,498.96,75
117288,142.1,222
117289,644.16,173
117290,406.05,222
117291,306.0,55
117292,839.8,70
117293,149.52,110
117294,1083.54,69
117295,421.68,115
117296,479.75,240
117297,1049.96,237
117298,860.73,64
117299,470.1,142
117300,709.56,30
117301,293.98,132
117302,406.35,6
117303,42.04,39
117304,57.08,146
117305,894.29,51
117306,40.76,103
117307,102.8,106
117308,804.41,247
117309,10.57,184
117310,175.92,217
117311,448.58,57
117312,462.49,187
117313,760.63,61
117314,362.54,145
117315,366.06,225
117316,656.06,38
117317,355.2,204
117318,478.87,209
117319,1150.28,89
117320,266.62,113
117321,253.17,37
117322,11.78,145
117323,485.22,91
117324,25.11,31
117325,360.74,14
117326,825.42,181
117327,409.17,36
117328,167.11,86
117329,781.28,248
117330,167.16,121
117331,670.31,5
117332,481.14,40
117333,103.16,198
117334,1187.64,232
117335,121.97,197
117336,2292.35,88
117337,13.67,150
117338,162.91,14
117339,121.48,153
117340,17.05,212
117341,669.07,193
117342,601.15,177
117343,795.95,35
117344,158.33,229
117345,303.79,180
117346,548.1,220
117347,299.7,157
117348,607.55,186
117349,512.52,104
117350,70.88,72
117351,769.44,210
117352,647.69,31
117353,543.32,21
117354,94.26,134
117355,165.98,9
117356,259.76,30
117357,174.2,108
117358,139.26,18
117359,828.3,30
117360,518.38,249
117361,426.75,84
117362,138.06,60
117363,1260.99,183
117364,116.09,123
117365,802.25,10
117366,1710.69,248
117367,659.31,141
117368,2480.94,41
117369,536.41,2
117370,132.61,119
117371,123.96,5
117372,206.2,161
117373,13.58,193
117374,582.38,248
117375,166.44,37
117376,854.2,61
117377,232.5,58
117378,336.92,12
117379,1696.14,41
117380,148.65,28
117381,648.73,210
117382,713.49,36
117383,134.87,94
117384,357.57,42
117385,225.55,182
117386,749.0,182
117387,497.07,38
117388,333.12,85
117389,765.62,103
117390,144.04,123
117391,710.44,71
117392,1012.63,69
117393,1064.42,186
117394,775.48,227
117395,272.14,79
117396,2013.39,137
117397,248.69,48
117398,518.92,247
117399,97.82,146
117400,1977.36,115
117401,618.67,12
117402,709.95,27
117403,44.02,206
117404,730.73,121
117405,755.21,77
117406,567.02,222
117407,182.59,126
117408,346.37,164
117409,68.51,117
117410,328.94,177
117411,149.74,116
117412,224.7,233
117413,98.73,9
117414,140.72,162
117415,49.83,76
117416,1272.25,178
117417,387.95,89
117418,262.71,50
117419,392.89,22
117420,504.82,5
117421,1284.75,15
117422,108.43,107
117423,185.17,239
117424,1870.48,146
117425,241.97,119
117426,21.41,77
117427,89.88,15
117428,23.35,217
117429,2308.76,226
117430,173.47,194
117431,1295.51,149
117432,2756.71,87
117433,467.95,209
117434,26.88,189
117435,52.56,4
117436,338.49,105
117437,270.58,48
117438,475.93,129
117439,298.88,7
117440,1369.63,189
117441,392.58,181
117442,601.64,95
117443,1144.02,35
117444,89.42,21
117445,140.51,188
117446,66.76,76
117447,85.2,5
117448,369.32,131
117449,203.7,187
117450,285.11,76
117451,2032.49,121
117452,95.22,10
117453,399.15,46
117454,62.05,178
117455,201.73,190
117456,384.89,187
117457,1475.27,222
117458,258.16,145
117459,43.55,184
117460,255.64,44
117461,88.76,107
117462,140.68,147
117463,491.29,146
117464,44.9,26
117465,322.49,28
117466,480.11,49
117467,283.97,32
117468,19.66,247
117469,2127.47,103
117470,238.73,20
117471,763.84,85
117472,207.0,46
117473,332.19,236
117474,255.89,58
117475,219.69,16
117476,21.05,76
117477,233.16,129
117478,1111.32,174
117479,596.23,160
117480,88.57,14
117481,457.21,142
117482,1123.88,83
117483,612.04,193
117484,90.49,25
117485,1021.84,42
117486,189.44,113
117487,312.64,237
117488,383.42,119
117489,960.25,13
117490,1351.25,53
117491,1337.16,196
117492,13.99,188
117493,1284.81,212
117494,37.96,68
117495,164.47,41
117496,371.79,6
117497,336.89,124
117498,474.07,112
117499,336.43,26
117500,1371.9,234
117501,147.58,219
117502,170.12,22
117503,1277.5,157
117504,49.92,113
117505,480.24,231
117506,582.44,40
117507,362.15,66
117508,602.46,36
117509,104.83,117
117510,967.41,215
117511,85.43,19
117512,266.09,144
117513,49.12,88
117514,403.96,34
117515,563.95,191
117516,1426.99,25
117517,682.26,203
117518,399.46,69
117519,1358.68,212
117520,335.46,142
117521,421.86,21
117522,463.29,218
117523,273.8,44
117524,921.57,180
117525,112.39,102
117526,414.66,207
117527,650.49,234
117528,1181.58,213
117529,1086.73,208
117530,365.39,125
117531,525.24,75
117532,260.63,48
117533,325.72,116
117534,1193.65,78
117535,1344.68,213
117536,1138.87,190
117537,84.47,80
117538,958.84,130
117539,1491.77,128
117540,234.12,42
117541,375.58,194
117542,765.01,156
117543,422.86,249
117544,2526.71,133
117545,314.14,136
117546,635.78,73
117547,796.53,209
117548,350.71,211
117549,982.4,112
117550,405.0,42
117551,275.22,154
117552,67.05,223
117553,259.95,120
117554,672.01,98
117555,1280.97,221
117556,154.96,74
117557,229.44,104
117558,93.59,58
117559,596.76,139
117560,1621.8,97
117561,522.15,223
117562,489.96,150
117563,413.15,54
117564,56.31,93
117565,663.75,169
117566,470.71,213
117567,551.58,168
117568,1155.38,140
117569,776.15,16
117570,769.15,43
117571,1319.91,26
117572,2309.34,119
117573,445.28,222
117574,67.64,215
117575,317.29,97
117576,784.64,216
117577,24.06,6
117578,39.28,110
117579,44.76,226
117580,666.59,19
117581,357.74,23
117582,240.14,126
117583,65.81,25
117584,668.83,93
117585,203.58,117
117586,164.16,16
117587,538.24,2
117588,419.37,93
117589,235.03,58
117590,522.9,225
117591,168.19,146
117592,801.96,172
117593,140.24,182
117594,96.49,9
117595,772.64,2
117596,625.32,55
117597,110.84,133
117598,71.79,114
117599,921.31,246
117600,759.39,20
117601,208.2,132
117602,546.76,133
117603,76.29,17
117604,363.67,5
117605,19.45,50
117606,258.46,200
117607,48.9,224
117608,332.32,25
117609,283.82,25
117610,303.84,128
117611,33.2,246
117612,234.41,217
117613,716.29,170
117614,240.16,159
117615,637.93,92
117616,240.6,247
117617,285.16,47
117618,424.93,207
117619,1514.73,235
117620,67.63,51
117621,26.73,55
117622,478.19,60
117623,1498.92,155
117624,2298.93,39
117625,340.98,78
117626,325.63,141
117627,527.77,224
117628,415.55,236
117629,512.68,35
117630,1045.73,176
117631,695.81,236
117632,353.46,142
117633,319.82,236
117634,520.27,36
117635,314.13,53
117636,316.04,167
117637,18.22,128
117638,105.62,133
117639,345.22,111
117640,874.82,72
117641,173.37,138
117642,379.75,2
117643,221.53,95
117644,65.36,245
117645,1598.61,39
117646,974.39,124
117647,50.87,153
117648,646.1,34
117649,223.53,207
117650,2644.36,184
117651,190.05,234
117652,146.39,81
117653,429.54,22
117654,911.29,111
117655,116.92,112
117656,627.91,33
117657,41.69,198
117658,1266.25,186
117659,52.28,210
117660,1238.05,158
117661,347.46,63
117662,307.19,195
117663,1821.68,95
117664,2332.17,115
117665,535.17,12
117666,77.98,138
117667,362.78,118
117668,386.62,62
117669,371.23,191
117670,431.39,128
117671,19.45,164
117672,631.06,184
117673,633.08,134
117674,71.35,159
117675,432.26,100
117676,430.08,161
117677,583.56,74
117678,54.63,191
117679,502.42,166
117680,174.77,26
117681,363.63,16
117682,752.12,152
117683,621.49,233
117684,73.29,24
117685,457.25,73
117686,1748.77,153
117687,95.26,236
117688,968.35,23
117689,616.25,182
117690,753.62,67
117691,175.61,32
117692,179.76,202
117693,1192.33,47
117694,233.01,163
117695,42.54,214
117696,468.89,142
117697,76.66,25
117698,806.28,187
117699,523.26,182
117700,1048.63,207
117701,778.18,94
117702,69.46,223
117703,249.88,206
117704,754.85,8
117705,280.08,136
117706,1804.34,223
117707,675.41,101
117708,17.81,229
117709,1070.07,131
117710,63.13,97
117711,85.72,140
117712,673.06,160
117713,1011.12,96
117714,394.31,149
117715,180.58,235
117716,226.4,125
117717,219.95,74
117718,207.77,108
117719,149.14,41
117720,479.35,170
117721,1163.32,57
117722,193.42,218
117723,113.32,205
117724,921.87,190
117725,686.98,73
117726,1345.64,225
117727,100.47,95
117728,87.89,184
117729,399.82,140
117730,486.52,56
117731,337.13,186
117732,466.86,151
117733,109.46,217
117734,336.59,221
117735,546.61,161
117736,293.44,146
117737,578.85,41
117738,310.0,236
117739,212.93,128
117740,190.92,140
117741,274.58,120
117742,21.68,62
117743,562.1,58
117744,942.51,228
117745,228.96,4
117746,33.56,13
117747,2172.85,31
117748,163.06,22
117749,77.69,110
117750,240.82,101
117751,680.77,248
117752,184.01,167
117753,437.48,186
117754,278.55,30
117755,72.65,248
117756,210.45,34
117757,655.26,95
117758,483.38,134
117759,73.79,119
117760,99.16,90
117761,521.85,177
117762,849.44,45
117763,224.99,77
117764,462.32,93
117765,103.55,50
117766,196.53,154
117767,20.24,39
117768,741.1,214
117769,266.26,52
117770,856.75,4
117771,626.14,163
117772,892.3,5
117773,178.2,156
117774,112.35,124
117775,1796.09,21
117776,641.73,73
117777,908.01,138
117778,16.61,249
117779,228.84,183
117780,688.98,232
117781,50.6,161
117782,428.9,40
117783,290.25,107
117784,18.89,133
117785,144.58,73
117786,177.59,209
117787,69.31,33
117788,509.21,81
117789,148.8,198
117790,172.6,91
117791,1152.56,219
117792,324.73,238
117793,258.9,206
117794,653.44,133
117795,1211.83,81
117796,22.68,4
117797,307.32,105
117798,481.81,199
117799,201.78,37
117800,750.1,78
117801,1788.52,116
117802,1446.11,141
117803,164.61,126
117804,138.31,157
117805,1589.01,113
117806,316.82,247
117807,126.78,226
117808,623.79,98
117809,177.33,230
117810,165.47,39
117811,1067.01,176
117812,98.65,217
117813,43.28,163
117814,166.8,190
117815,476.9,148
117816,75.67,95
117817,328.95,238
117818,503.54,187
117819,954.37,44
117820,140.6,182
117821,860.08,217
117822,143.88,119
117823,574.69,122
117824,291.65,186
117825,70.9,221
117826,636.34,242
117827,132.8,52
117828,107.17,178
117829,231.84,174
117830,539.63,226
117831,143.28,138
117832,111.46,19
117833,15.0,123
117834,328.99,103
117835,289.87,139
117836,143.2,168
117837,37.57,40
117838,290.41,36
117839,786.07,87
117840,638.13,183
117841,995.9,44
117842,14.81,230
117843,1706.9,217
117844,218.83,172
117845,2332.88,113
117846,155.59,173
117847,328.89,213
117848,228.42,230
117849,229.84,191
117850,933.47,219
117851,696.04,2
117852,2433.71,134
117853,485.33,227
117854,321.12,73
117855,57.2,20
117856,2846.35,183
117857,410.96,244
117858,612.78,97
117859,271.06,175
117860,406.72,93
117861,1438.66,27
117862,101.01,1
117863,182.92,141
117864,92.47,195
117865,795.63,65
117866,42.03,212
117867,52.58,104
117868,187.26,186
117869,370.97,218
117870,270.67,204
117871,32.93,198
117872,1589.03,118
117873,1537.42,178
117874,173.81,9
117875,667.5,120
117876,442.06,183
117877,145.56,164
117878,162.02,148
117879,347.8,138
117880,281.71,138
117881,182.11,159
117882,833.86,84
117883,338.37,217
117884,541.89,173
117885,114.91,31
117886,391.26,239
117887,201.35,233
117888,383.71,9
117889,768.94,117
117890,742.48,105
117891,228.65,241
117892,602.54,216
117893,1427.57,4
117894,501.31,229
117895,90.33,173
117896,579.26,152
117897,65.41,206
117898,1038.29,200
117899,373.52,113
117900,253.18,91
117901,39.35,125
117902,249.65,234
117903,1177.59,181
117904,20.6,222
117905,331.84,114
117906,1347.97,78
117907,261.13,232
117908,289.46,168
117909,442.04,58
117910,320.82,210
117911,102.32,205
117912,19.36,157
117913,480.56,28
117914,1277.93,176
117915,66.23,126
117916,128.46,52
117917,241.2,242
117918,837.07,68
117919,166.85,219
117920,1078.77,36
117921,38.26,152
117922,1424.74,122
117923,421.34,57
117924,547.61,216
117925,239.19,3
117926,771.62,45
117927,101.1,19
117928,35.07,231
117929,261.69,177
117930,971.03,137
117931,713.1,214
117932,374.03,150
117933,434.48,183
117934,79.57,144
117935,928.42,120
117936,783.14,200
117937,544.24,209
117938,323.86,240
117939,1678.54,165
117940,1066.11,27
117941,527.02,163
117942,242.45,163
117943,491.2,78
117944,438.35,52
117945,260.64,107
117946,193.13,169
117947,271.29,150
117948,436.55,150
117949,289.43,116
117950,162.97,75
117951,725.57,96
117952,389.07,219
117953,45.04,20
117954,239.68,174
117955,1091.04,34
117956,713.73,83
117957,205.22,62
117958,1401.79,10
117959,49.85,141
117960,1635.11,115
117961,150.99,244
117962,14.57,92
117963,294.41,8
117964,232.34,245
117965,397.28,214
117966,806.72,54
117967,933.95,92
117968,266.44,144
117969,290.92,17
117970,90.19,40
117971,34.36,234
117972,522.52,49
117973,43.3,232
117974,671.81,62
117975,397.28,19
117976,120.69,49
117977,397.75,118
117978,111.06,38
117979,298.78,82
117980,813.62,62
117981,319.87,37
117982,90.49,93
117983,653.37,15
117984,113.37,213
117985,680.76,61
117986,336.34,56
117987,312.33,135
117988,963.37,115
117989,626.54,164
117990,26.73,240
117991,185.61,86
117992,1033.66,247
117993,19.25,165
117994,404.01,70
117995,660.66,40
117996,496.24,78
117997,724.67,145
117998,656.75,129
117999,598.88,44
118000,871.7,194
118001,528.79,42
118002,267.43,45
118003,329.24,102
118004,640.67,174
118005,1054.97,113
118006,168.88,100
118007,219.33,55
118008,1344.94,242
118009,441.98,21
118010,108.59,133
118011,554.87,212
118012,2352.22,169
118013,877.09,86
118014,694.7,168
118015,126.63,87
118016,1054.3,249
118017,383.05,193
118018,1110.42,13
118019,210.11,88
118020,42.03,89
118021,333.11,107
118022,167.24,220
118023,638.04,68
118024,1584.52,151
118025,597.17,241
118026,1099.89,4
118027,311.68,168
118028,748.42,61
118029,935.89,58
118030,630.45,98
118031,364.41,84
118032,501.57,17
118033,612.83,30
118034,155.9,128
118035,839.26,92
118036,1511.12,152
118037,322.97,240
118038,613.77,223
118039,677.85,224
118040,552.72,38
118041,406.06,187
118042,1077.05,63
118043,307.94,221
118044,41.52,64
118045,940.74,71
118046,570.4,180
118047,956.09,118
118048,84.57,54
118049,25.62,143
118050,1371.9,56
118051,89.92,237
118052,839.45,198
118053,876.4,54
118054,626.71,209
118055,80.36,97
118056,560.41,189
118057,1109.5,44
118058,287.16,1
118059,276.81,63
118060,302.47,187
118061,52.93,131
118062,1122.93,141
118063,1026.98,139
118064,3095.13,61
118065,449.96,12
118066,705.54,82
118067,123.24,104
118068,560.6,208
118069,534.53,161
118070,1167.37,41
118071,898.32,4
118072,1404.09,216
118073,1025.64,228
118074,1025.11,175
118075,42.92,174
118076,945.28,182
118077,477.58,108
118078,249.38,199
118079,39.09,137
118080,576.1,101
118081,208.9,83
118082,325.35,121
118083,582.43,122
118084,1223.93,93
118085,882.73,70
118086,309.46,164
118087,255.33,58
118088,147.07,86
118089,242.95,86
118090,68.86,166
118091,1782.05,43
118092,436.56,195
118093,78.37,153
118094,227.55,206
118095,405.97,5
118096,390.59,18
118097,28.07,156
118098,1516.35,30
118099,171.05,100
118100,18.16,70
118101,49.76,223
118102,443.98,119
118103,84.13,146
118104,31.31,153
118105,248.72,34
118106,497.44,245
118107,69.3,124
118108,197.95,200
118109,280.44,92
118110,96.86,71
118111,362.68,63
118112,54.53,98
118113,33.82,153
118114,376.81,246
118115,152.44,193
118116,60.12,107
118117,285.75,59
118118,1243.38,66
118119,654.03,226
118120,855.37,96
118121,1037.53,191
118122,1809.11,12
118123,730.37,172
118124,478.77,54
118125,237.4,154
118126,110.23,54
118127,590.23,86
118128,2654.18,107
118129,324.95,159
118130,653.1,225
118131,351.69,150
118132,292.76,48
118133,274.08,136
118134,361.22,80
118135,238.56,156
118136,700.7,78
118137,1046.82,196
118138,1082.3,24
118139,139.19,211
118140,1141.25,123
118141,218.93,118
118142,195.03,25
118143,658.7,47
118144,191.7,112
118145,37.21,17
118146,243.9,100
118147,649.11,66
118148,207.97,109
118149,506.53,219
118150,549.58,234
118151,671.63,136
118152,1147.15,190
118153,293.31,37
118154,101.02,5
118155,202.04,174
118156,292.96,4
118157,635.69,59
118158,16.6,70
118159,199.74,29
118160,766.71,8
118161,565.63,48
118162,667.9,74
118163,845.15,227
118164,774.47,61
118165,583.14,53
118166,299.61,202
118167,2065.19,238
118168,430.91,64
118169,123.31,144
118170,183.23,204
118171,601.37,25
118172,1303.4,207
118173,108.45,192
118174,52.97,206
118175,1076.55,188
118176,1244.19,70
118177,171.74,100
118178,246.83,249
118179,549.68,67
118180,210.19,237
118181,1058.43,27
118182,66.91,17
118183,29.36,89
118184,126.9,244
118185,178.5,128
118186,69.91,240
118187,43.97,163
118188,714.49,69
118189,99.73,190
118190,1236.25,126
118191,239.43,94
118192,565.25,210
118193,137.71,212
118194,147.43,27
118195,437.49,172
118196,421.22,81
118197,742.08,63
118198,719.02,98
118199,565.37,184
118200,308.13,136
118201,1116.56,185
118202,497.2,204
118203,2322.61,189
118204,865.65,99
118205,32.66,3
118206,203.27,175
118207,434.17,142
118208,649.11,173
118209,409.63,207
118210,781.19,167
118211,176.1,67
118212,111.62,152
118213,37.71,190
118214,435.85,2
118215,593.34,197
118216,207.37,196
118217,485.42,100
118218,36.78,130
118219,62.29,62
118220,614.92,11
118221,239.49,145
118222,566.36,12
118223,901.07,245
118224,967.38,83
118225,104.47,77
118226,343.04,211
118227,671.99,84
118228,753.57,21
118229,777.81,56
118230,139.49,31
118231,116.93,159
118232,455.81,69
118233,685.63,168
118234,202.2,2
118235,65.3,11
118236,640.71,180
118237,188.12,24
118238,100.98,176
118239,89.92,62
118240,199.1,95
118241,459.08,2
118242,231.9,218
118243,20.44,17
118244,60.97,60
118245,181.6,183
118246,548.97,49
118247,61.86,203
118248,421.24,120
118249,73.85,183
118250,128.88,42
118251,104.48,116
118252,44.8,239
118253,566.35,77
118254,321.25,218
118255,899.09,222
118256,62.06,148
118257,88.17,200
118258,192.97,122
118259,735.93,64
118260,192.47,107
118261,272.48,84
118262,189.48,110
118263,51.81,75
118264,1412.01,28
118265,407.63,203
118266,785.19,73
118267,546.99,36
118268,371.03,155
118269,56.98,134
118270,524.64,28
118271,94.43,13
118272,277.54,109
118273,505.93,127
118274,772.16,87
118275,587.66,47
118276,566.66,139
118277,90.7,247
118278,222.42,213
118279,31.93,39
118280,645.55,152
118281,1534.42,75
118282,163.34,45
118283,55.89,90
118284,332.72,48
118285,981.4,42
118286,411.45,212
118287,33.95,59
118288,1840.09,29
118289,892.02,68
118290,80.55,242
118291,1284.23,82
118292,309.54,123
118293,242.53,46
118294,319.07,58
118295,909.61,124
118296,548.64,140
118297,40.54,160
118298,1590.36,95
118299,89.96,8
118300,694.36,89
118301,515.49,127
118302,113.84,11
118303,103.61,26
118304,1031.37,41
118305,282.1,188
118306,541.49,147
118307,360.66,176
118308,659.79,17
118309,336.24,191
118310,179.4,10
118311,235.79,34
118312,989.77,248
118313,325.59,127
118314,130.05,93
118315,1373.66,179
118316,806.29,173
118317,38.64,28
118318,3436.14,18
118319,603.6,96
118320,97.34,164
118321,145.36,133
118322,599.55,82
118323,766.52,126
118324,146.58,80
118325,158.51,3
118326,193.45,134
118327,465.67,97
118328,104.26,60
118329,65.04,208
118330,577.95,44
118331,765.02,66
118332,357.5,247
118333,236.15,194
118334,292.85,197
118335,255.84,92
118336,1619.25,52
118337,740.7,129
118338,126.65,133
118339,252.41,68
118340,402.64,120
118341,484.65,221
118342,325.73,66
118343,840.7,79
118344,739.66,133
118345,361.76,187
118346,973.55,223
118347,705.33,127
118348,763.85,154
118349,1576.36,142
118350,164.94,41
118351,165.75,233
118352,1108.9,75
118353,749.7,211
118354,1315.54,202
118355,42.61,180
118356,504.1,42
118357,88.11,209
118358,360.49,210
118359,94.65,188
118360,78.53,246
118361,16.12,128
118362,507.45,89
118363,232.38,127
118364,65.57,143
118365,204.92,239
118366,102.53,230
118367,1431.03,175
118368,202.83,109
118369,213.2,161
118370,925.85,223
118371,531.72,165
118372,629.23,175
118373,515.3,164
118374,1471.21,198
118375,125.97,236
118376,2266.72,174
118377,898.8,52
118378,454.55,112
118379,552.9,72
118380,533.24,120
118381,40.09,75
118382,132.96,119
118383,1638.17,154
118384,392.18,29
118385,247.69,2
118386,727.82,24
118387,381.71,18
118388,16.63,33
118389,676.35,121
118390,668.79,238
118391,100.25,213
118392,1579.34,86
118393,136.74,161
118394,316.01,160
118395,70.93,161
118396,472.27,168
